cat,pnps,bin_median,toxin_median,depth
SP-3030:ERR599083,106,0.08941296137626425,0.24216692219205,MES
SP-3030:ERR599096,106,0.0830899308211758,0.0828070985671395,MES
SP-3031:ERR599072,2141,0.0541263048152877,0.1231939930498986,MES
SP-3035:ERR598948,1827,0.1487023610387715,0.0790344544839884,DCM
SP-3041:ERR598948,203,0.06779374787375175,0.0232935798394068,DCM
SP-3044:ERR598948,1004,0.0778062740186656,0.1223113075649327,DCM
SP-3044:ERR598957,933,0.0623027200474757,0.0919923394995222,DCM
SP-3044:ERR599079,436,0.0667588001761923,0.25548853923799186,DCM
SP-3050:ERR599071,1924,0.1175083997766762,0.1350752916684509,MES
SP-3050:ERR599072,1804,0.1208743351785677,0.0745486792900901,MES
SP-3059:ERR598992,477,0.09932468495747394,0.2443999102835422,SRF
SP-3060:ERR598978,1118,0.100670982842724,0.2700253804474183,SRF
SP-3070:ERR599132,453,0.0842304853070509,0.169170156035729,MES
SP-3072:ERR599072,634,0.0383283639565969,0.0737979306211403,MES
SP-3094:ERR599020,102,0.0495588119246254,0.2504897062125676,MES
SP-3098:ERR598948,647,0.07726224943545534,0.1959266674762002,DCM
SP-3098:ERR599014,1371,0.10728248756195874,0.1139024562859983,DCM
SP-3107:ERR598948,1000,0.0686119012935662,0.0445299703260135,DCM
SP-346:ERR598948,235,0.0503375776379328,4.8028593052050805,DCM
SP-346:ERR598957,154,0.0460219603645725,3.225132720549874,DCM
SP-348:ERR598948,725,0.0393040121956478,0.0006635577529152,DCM
SP-351:ERR598999,1469,0.0929525458265753,0.09164089048529586,MES
SP-351:ERR599020,1534,0.09582754050961334,0.09136987721671495,MES
SP-351:ERR599033,1468,0.09207257946974975,0.10156901719046446,MES
SP-351:ERR599055,1235,0.08359966769767324,0.1987832970112682,MES
SP-351:ERR599071,1569,0.0988176551379118,0.08534040364482326,MES
SP-351:ERR599072,1423,0.0881313431202984,0.1137718654500436,MES
SP-351:ERR599083,1472,0.0923907967537224,0.08243971779113875,MES
SP-351:ERR599085,971,0.0732787903351685,0.10842115155507726,MES
SP-351:ERR599096,1459,0.093736662680196,0.09195928374381225,MES
SP-351:ERR599128,1491,0.09297460877375,0.10467007678260105,MES
SP-351:ERR599132,1606,0.10453640764532535,0.13767213674264805,MES
SP-35:ERR599020,2133,0.14570144560772125,0.1320004094571745,MES
SP-45:ERR598957,1083,0.0331464395397184,0.0,DCM
SP-45:ERR599072,2614,0.0418378349270698,0.0552548185349515,MES
SP-45:ERR599132,2024,0.0391388966875883,0.0357254694421236,MES
SP-49:ERR598948,423,0.05305460220120865,0.1821889102821056,DCM
SP-51:ERR599039,1180,0.0782838958581266,0.0219115927772967,SRF
SP-56:ERR598948,663,0.08087216456128074,0.0628807769394607,DCM
SP-56:ERR598978,1268,0.09599036564409145,0.13048168652050424,SRF
SP-56:ERR598992,1282,0.0992555026400367,0.11122828398230275,SRF
SP-56:ERR599014,1291,0.0921928205928917,0.13756736493748029,DCM
SP-56:ERR599039,1288,0.09337269483599585,0.13818917313233037,SRF
SP-57:SRR3962773,713,0.09546604206028256,0.0479224075542168,deep
SP-60:SRR3962773,1448,0.0647027102751187,0.1626321936436522,deep
SP-69:ERR598948,1213,0.1110403738607971,0.0729023981255697,DCM
SP-69:ERR598957,937,0.1044797128996354,0.2693584153733543,DCM
SP-6:ERR599071,495,0.0921591958639765,0.1810605316717851,MES
SP-75:ERR599072,1150,0.0810347999481373,0.1556866555940462,MES
SP-76:ERR599072,1510,0.0566128379078674,0.035015757294242,MES
SP-88:ERR598957,109,0.0684875177082762,3.54086819350316,DCM
SP-88:ERR599014,110,0.0637527735622195,0.1128491471158117,DCM
