bin,domain,signal_CAZ_count,percent_sect_CAZ,signal_CAZ_aa,MAG_ORFs_aa,ORF_count,signal_pep_count,percent_sect_pep,signal_pep_aa
MED-599,Bacteria,12,12.0,7935,1384697,4162,49,26.063829787234045,35226
MED-725,Bacteria,2,4.0,1012,424071,1336,19,24.675324675324674,9385
MED-752,Bacteria,4,7.2727272727272725,2014,785421,2525,36,29.75206611570248,14250
MED-801,Bacteria,0,0,0,368208,1187,25,32.467532467532465,16680
MED-995,Bacteria,9,18.75,4876,388899,1165,27,39.130434782608695,19787
MED-610,Bacteria,36,25.0,20923,1170724,3530,111,48.68421052631579,61261
MED-667,Bacteria,2,3.571428571428571,1155,537703,1700,30,27.77777777777778,14167
MED-689,Bacteria,1,3.225806451612903,512,434249,1502,9,13.043478260869565,3331
MED-717,Bacteria,2,4.25531914893617,1175,507759,1617,6,8.333333333333332,2730
MED-580,Bacteria,8,9.195402298850574,4947,1376899,3980,39,17.410714285714285,19790
MED-809,Bacteria,28,26.41509433962264,18012,518581,1519,20,32.25806451612903,8344
MED-803,Bacteria,0,0,0,662522,1998,18,16.51376146788991,9024
MED-657,Bacteria,0,0,0,646744,2392,10,11.76470588235294,4242
MED-620,Bacteria,6,8.333333333333332,3408,912166,2901,23,13.529411764705882,9928
MED-846,Archaea,0,0,0,422050,1192,6,8.21917808219178,3671
MED-1190,Bacteria,2,3.125,1002,583535,1846,16,14.285714285714285,8687
MED-665,Bacteria,8,8.695652173913043,3767,1430667,5050,34,13.709677419354838,13126
MED-768,Bacteria,3,6.976744186046512,1030,517507,1739,13,14.285714285714285,5304
MED-715,Bacteria,0,0,0,420414,1460,8,12.5,3282
MED-867,Bacteria,1,3.225806451612903,772,559167,1839,8,8.24742268041237,3713
MED-810,Bacteria,8,10.126582278481013,4196,893584,2788,54,29.347826086956523,29549
MED-743,Archaea,3,8.108108108108109,1678,619805,1770,6,7.59493670886076,4230
MED-633,Bacteria,17,13.934426229508196,6269,1061333,3438,45,24.59016393442623,15232
MED-855,Bacteria,1,1.9230769230769231,839,663208,2082,69,48.25174825174825,38055
MED-828,Bacteria,5,7.8125,2772,657718,1993,52,44.44444444444444,23851
MED-692,Bacteria,23,33.82352941176471,15139,761200,2028,72,54.54545454545454,46363
MED-698,Bacteria,10,13.88888888888889,4887,955744,2957,53,25.358851674641148,28096
MED-606,Bacteria,0,0,0,276667,982,5,9.433962264150944,2227
MED-792,Bacteria,1,1.8867924528301887,322,673539,2220,15,13.636363636363635,6051
MED-928,Bacteria,8,8.080808080808081,3293,1137548,3900,46,18.62348178137652,24662
MED-825,Bacteria,15,17.045454545454543,9508,800854,2407,81,48.214285714285715,45336
MED-955,Bacteria,0,0,0,474120,1532,30,30.303030303030305,20616
MED-649,Bacteria,9,16.666666666666664,5299,434774,1293,34,40.0,24832
MED-739,Bacteria,5,9.615384615384617,3375,412868,1240,8,14.545454545454545,3838
MED-615,Bacteria,10,17.857142857142858,7221,518837,1608,45,40.54054054054054,25631
MED-668,Bacteria,45,27.27272727272727,28269,1277124,3898,104,46.42857142857143,63524
MED-585,Bacteria,3,7.894736842105263,1663,646815,2167,15,14.150943396226415,6721
MED-841,Bacteria,8,20.0,5069,422813,1258,13,24.528301886792452,6443
MED-650,Bacteria,5,5.88235294117647,1900,560611,2079,15,15.957446808510639,5144
MED-757,Bacteria,1,1.9607843137254901,958,628570,1909,24,22.22222222222222,17130
MED-879,Bacteria,0,0,0,498024,1591,18,20.224719101123593,9922
MED-753,Bacteria,0,0,0,366293,1201,8,19.51219512195122,3368
MED-759,Bacteria,5,8.333333333333332,2669,562995,1842,14,17.073170731707318,5920
MED-899,Archaea,0,0,0,614240,1703,9,12.162162162162163,7824
MED-1094,Bacteria,8,14.545454545454545,4407,529298,1449,31,30.392156862745097,18805
MED-716,Bacteria,5,5.555555555555555,2398,869189,2824,20,13.88888888888889,8431
MED-682,Bacteria,4,5.970149253731343,4089,807083,2695,23,19.327731092436977,11986
MED-611,Bacteria,8,12.5,5362,638626,2011,61,45.18518518518518,35974
MED-581,Bacteria,6,9.523809523809524,3622,701605,2201,70,48.275862068965516,35535
MED-630,Bacteria,0,0,0,387544,1470,7,9.859154929577464,3168
MED-740,Archaea,0,0,0,291299,1241,1,2.380952380952381,676
MED-819,Bacteria,12,20.33898305084746,7877,455778,1308,41,43.61702127659575,27264
MED-880,Bacteria,1,2.4390243902439024,581,530837,1704,10,13.88888888888889,3745
MED-778,Bacteria,18,26.08695652173913,13239,442845,1357,26,32.5,12426
MED-796,Bacteria,34,36.17021276595745,20678,669699,1976,35,30.701754385964914,22771
MED-602,Bacteria,2,4.651162790697675,1092,602218,2193,9,15.517241379310345,3906
MED-705,Archaea,0,0,0,570670,1541,7,10.44776119402985,6405
MED-608,Bacteria,13,18.571428571428573,8549,890222,2447,54,42.1875,32950
MED-592,Bacteria,29,21.96969696969697,15780,1141414,3595,107,48.63636363636364,65036
MED-921,Archaea,0,0,0,655976,1691,5,6.097560975609756,3247
MED-595,Bacteria,1,2.272727272727273,257,657812,2141,10,9.25925925925926,5054
MED-605,Bacteria,3,5.769230769230769,1279,515569,1787,8,12.903225806451612,3602
MED-672,Bacteria,6,8.108108108108109,3512,1222136,3568,43,20.0,20509
MED-708,Bacteria,26,25.24271844660194,16018,1048556,2914,58,39.455782312925166,34964
MED-775,Bacteria,1,3.7037037037037033,735,585284,1827,11,12.941176470588237,6436
MED-702,Bacteria,16,14.285714285714285,8993,969494,3102,101,47.64150943396226,59035
MED-814,Bacteria,4,7.2727272727272725,1904,617409,2056,13,13.829787234042554,6133
MED-104,Bacteria,1,4.0,748,280601,994,6,13.043478260869565,3226
MED-730,Bacteria,1,1.9607843137254901,588,463040,1493,15,18.072289156626507,7293
MED-835,Bacteria,4,7.547169811320755,1819,557346,1623,17,18.88888888888889,8167
MED-586,Bacteria,7,15.217391304347828,3692,501820,1400,31,33.69565217391305,21120
MED-1093,Archaea,0,0,0,674014,1729,5,6.172839506172839,4753
MED-766,Bacteria,0,0,0,509796,1695,10,13.513513513513514,4239
MED-616,Bacteria,2,3.8461538461538463,1041,668731,2147,16,14.414414414414415,6503
MED-661,Bacteria,64,24.242424242424242,49351,2037910,5399,113,45.0199203187251,62167
MED-870,Archaea,0,0,0,514984,1435,11,14.473684210526317,7931
MED-754,Bacteria,21,30.0,13441,560734,1842,33,32.35294117647059,18897
MED-653,Bacteria,12,13.186813186813188,5926,1063333,3370,103,48.35680751173709,59809
MED-624,Bacteria,11,12.643678160919542,5897,1130763,3631,128,52.459016393442624,70313
NAT-138,Bacteria,6,6.451612903225806,3263,739581,2207,29,22.48062015503876,12702
NAT-145,Bacteria,17,15.74074074074074,10233,569196,1652,14,23.333333333333332,6310
NAT-132,Bacteria,33,17.277486910994764,26319,984688,2488,63,52.066115702479344,30175
NAT-40,Bacteria,6,6.593406593406594,2219,665027,2473,22,19.81981981981982,8447
NAT-575,Bacteria,0,0,0,611023,2086,11,7.971014492753622,5149
NAT-231,Bacteria,24,25.53191489361702,16242,470531,1353,39,43.333333333333336,24433
NAT-72,Bacteria,3,6.8181818181818175,1693,671375,2196,12,10.81081081081081,5574
NAT-100,Bacteria,2,3.571428571428571,757,663753,2093,5,4.098360655737705,2849
NAT-203,Bacteria,6,6.122448979591836,3418,639477,1805,45,36.0,31038
NAT-290,Bacteria,17,4.156479217603912,8779,2069937,6090,62,24.701195219123505,32893
NAT-209,Bacteria,15,14.423076923076922,8663,747896,2342,70,45.45454545454545,38010
NAT-121,Bacteria,18,8.91089108910891,9332,1574329,4638,99,40.74074074074074,58027
NAT-53,Bacteria,0,0,0,333840,1084,7,14.583333333333334,3458
NAT-24,Bacteria,7,7.6923076923076925,3376,817183,2627,36,30.252100840336134,15246
NAT-222,Bacteria,0,0,0,374297,1205,3,5.0,1398
NAT-255,Bacteria,1,1.7241379310344827,874,624773,1983,9,8.571428571428571,5253
NAT-16,Bacteria,5,3.7593984962406015,2755,1072355,3452,122,48.99598393574297,66730
NAT-61,Bacteria,96,27.988338192419825,75211,2316151,5989,113,43.96887159533074,67543
NAT-113,Bacteria,9,7.5,4475,911888,2962,89,46.1139896373057,49280
NAT-453,Bacteria,0,0,0,453089,1463,6,7.6923076923076925,2674
NAT-119,Bacteria,0,0,0,563838,1916,5,6.578947368421052,2290
NAT-210,Bacteria,137,42.414860681114554,82988,1330002,3707,153,61.199999999999996,104024
NAT-284,Bacteria,2,2.9850746268656714,1211,782895,2447,4,2.6143790849673203,1947
NAT-217,Bacteria,5,8.620689655172415,3393,524524,1511,36,37.89473684210527,30803
NAT-88,Bacteria,6,16.216216216216218,2966,498557,1341,47,49.473684210526315,35581
NAT-66,Bacteria,4,5.970149253731343,2184,877884,2771,17,11.724137931034482,6837
NAT-11,Archaea,1,2.2222222222222223,829,614036,1629,8,10.0,4760
NAT-163,Bacteria,15,13.274336283185843,7801,548351,1636,22,27.848101265822784,14156
NAT-82,Bacteria,17,10.179640718562874,6416,1239847,3933,32,19.16167664670659,13470
NAT-187,Bacteria,20,13.698630136986301,12869,777269,2193,54,37.5,35783
NAT-169,Bacteria,32,14.096916299559473,15404,1625342,4954,44,18.410041841004183,17150
NAT-258,Bacteria,18,11.11111111111111,12079,1097502,3421,60,41.66666666666667,38961
NAT-7,Bacteria,15,9.554140127388536,6426,1600229,5122,38,17.194570135746606,13771
NAT-686,Bacteria,6,9.67741935483871,3977,867160,2783,26,16.7741935483871,16203
NAT-252,Bacteria,11,16.176470588235293,5350,457970,1377,40,40.4040404040404,23705
NAT-225,Bacteria,8,6.779661016949152,5439,990219,2968,113,54.32692307692307,54812
NAT-23,Bacteria,61,16.353887399463808,49532,2167853,5937,137,46.28378378378378,78268
NAT-54,Archaea,0,0,0,380911,1059,5,7.936507936507936,3784
NAT-91,Bacteria,12,13.48314606741573,5135,892371,2856,93,46.96969696969697,50478
NAT-430,Bacteria,0,0,0,303138,993,9,21.951219512195124,4296
NAT-75,Bacteria,13,11.926605504587156,6371,1043434,3229,44,26.993865030674847,21402
NAT-170,Bacteria,5,3.205128205128205,1884,1158813,3688,44,20.0,20059
NAT-241,Bacteria,7,6.730769230769231,3290,610304,2025,19,21.59090909090909,7755
NAT-142,Bacteria,36,20.454545454545457,23828,846993,2235,59,50.427350427350426,31812
NAT-30,Bacteria,15,10.48951048951049,7130,1442909,4225,45,22.613065326633166,18951
NAT-238,Archaea,2,5.88235294117647,1628,601595,1598,9,13.043478260869565,9653
NAT-245,Bacteria,2,3.3333333333333335,857,385776,1328,11,20.0,4781
NAT-232,Bacteria,4,7.142857142857142,1879,396338,1252,19,26.027397260273972,9614
NAT-501,Bacteria,5,16.666666666666664,2317,382097,1119,42,48.837209302325576,26962
NAT-43,Bacteria,3,5.084745762711865,1660,626426,1931,27,25.471698113207548,14477
NAT-131,Bacteria,27,11.842105263157894,17950,2695088,7096,137,41.896024464831804,71523
NAT-146,Bacteria,0,0,0,461142,1492,10,12.987012987012985,5228
NAT-200,Bacteria,6,11.320754716981133,3384,360902,1113,38,46.913580246913575,20798
NAT-71,Bacteria,2,4.0,1219,826452,2602,7,4.191616766467066,4302
NAT-190,Bacteria,0,0,0,405176,1301,5,4.716981132075472,3188
NAT-221,Bacteria,2,2.4390243902439024,1166,538178,1758,17,22.972972972972975,8103
NAT-9,Bacteria,11,10.2803738317757,4973,999840,3095,25,18.248175182481752,9857
NAT-3,Bacteria,21,13.548387096774196,10381,1714419,5485,62,23.04832713754647,27949
NAT-155,Bacteria,97,19.246031746031747,66664,2122077,5334,116,42.33576642335766,62880
NAT-280,Bacteria,4,5.405405405405405,3019,587212,1728,83,53.205128205128204,45302
NAT-68,Archaea,1,3.4482758620689653,910,668524,1780,9,11.842105263157894,7693
NAT-167,Bacteria,21,10.344827586206897,8815,1727101,5632,51,20.4,20257
NAT-62,Bacteria,1,2.941176470588235,929,468101,1335,26,30.58823529411765,19014
NAT-15,Bacteria,124,39.24050632911392,72153,1432259,4210,175,59.523809523809526,129133
NAT-81,Bacteria,3,3.5294117647058822,1543,1233288,3580,40,23.391812865497073,32104
NAT-18,Bacteria,5,6.097560975609756,2440,625140,1747,22,24.444444444444443,10663
NAT-117,Bacteria,27,7.7142857142857135,26971,1989978,5881,77,27.598566308243726,43977
NAT-12,Bacteria,10,15.151515151515152,6700,426409,1230,34,35.051546391752574,21130
NAT-269,Bacteria,11,11.11111111111111,6205,464586,1362,29,37.17948717948718,17570
NAT-158,Bacteria,5,5.617977528089887,1808,719784,2256,18,15.517241379310345,8406
NAT-20,Bacteria,16,9.580838323353294,8190,1473803,4678,58,25.108225108225106,22932
NAT-125,Bacteria,8,7.017543859649122,3384,856827,2826,29,25.438596491228072,11303
NAT-4,Bacteria,17,11.724137931034482,9546,1483341,4303,49,24.378109452736318,23384
NAT-173,Bacteria,18,9.32642487046632,8396,1618643,5145,62,25.514403292181072,26001
NAT-179,Bacteria,8,10.526315789473683,4793,543104,1525,35,37.634408602150536,25597
NAT-197,Bacteria,11,11.702127659574469,5409,614753,1776,34,37.77777777777778,21845
NAT-92,Bacteria,48,27.586206896551722,26306,1172935,3568,82,48.80952380952381,52714
NAT-33,Bacteria,7,7.446808510638298,3970,1483369,4388,35,14.644351464435147,15979
NAT-141,Bacteria,2,2.631578947368421,982,590719,1926,21,23.333333333333332,10901
NAT-39,Bacteria,2,3.1746031746031744,1236,839530,2695,12,8.633093525179856,4873
NAT-248,Bacteria,26,24.299065420560748,15444,557752,1649,40,38.095238095238095,26888
NAT-242,Bacteria,28,13.930348258706468,17755,869745,2327,46,41.44144144144144,24879
NAT-278,Bacteria,1,1.1363636363636365,790,542803,1780,21,29.577464788732392,9757
NAT-272,Bacteria,3,5.660377358490567,1527,379719,1116,41,46.590909090909086,25145
NAT-205,Bacteria,11,14.473684210526317,6561,559364,1590,27,28.723404255319153,19118
NAT-74,Bacteria,1,3.125,262,493018,1431,28,31.11111111111111,22774
NAT-171,Bacteria,1,2.2222222222222223,874,476305,1494,5,7.042253521126761,2180
NAT-90,Bacteria,12,20.0,8122,483993,1377,52,48.148148148148145,31724
NAT-237,Bacteria,25,19.841269841269842,14991,592014,1796,12,20.0,4771
NAT-143,Bacteria,1,1.8518518518518516,757,657366,2044,6,5.88235294117647,2385
NAT-134,Bacteria,30,15.306122448979592,18901,1303672,3738,120,53.57142857142857,76294
NAT-149,Bacteria,18,14.173228346456693,11967,990268,2673,58,41.13475177304964,39756
NAT-422,Bacteria,10,18.181818181818183,6618,584742,1640,42,37.16814159292036,26929
NAT-89,Bacteria,13,15.853658536585366,6613,1066070,3408,113,50.22222222222222,62243
NAT-10,Bacteria,13,6.372549019607843,6699,1588104,4942,59,26.69683257918552,32636
NAT-67,Bacteria,13,11.11111111111111,5726,1109788,3417,54,35.76158940397351,28742
NAT-224,Bacteria,4,5.714285714285714,2448,529569,1531,31,31.0,22052
NAT-253,Bacteria,14,8.974358974358974,6164,1320420,4137,50,23.474178403755868,29246
NAT-6,Bacteria,48,35.03649635036496,30900,1507723,4312,141,56.39999999999999,82623
NAT-259,Bacteria,11,13.414634146341465,7795,545059,1648,41,36.283185840707965,24346
NAT-28,Bacteria,4,2.9850746268656714,2295,1210566,3727,29,19.333333333333332,13067
NAT-127,Bacteria,7,5.64516129032258,3210,1074862,3408,45,27.77777777777778,23980
NAT-55,Bacteria,3,7.142857142857142,2179,637487,2005,24,26.96629213483146,14343
NAT-22,Bacteria,84,18.26086956521739,57849,1902067,5140,48,31.788079470198678,32906
NAT-417,Bacteria,0,0,0,428370,1311,5,7.8125,2057
NAT-157,Bacteria,11,8.396946564885496,4558,774775,2448,30,26.31578947368421,14002
NAT-52,Bacteria,12,25.0,6536,620310,1757,36,33.9622641509434,27989
NAT-510,Bacteria,0,0,0,323739,1051,11,22.916666666666664,5751
NAT-1,Bacteria,9,3.146853146853147,6867,1696773,5988,39,20.855614973262032,20175
NAT-84,Bacteria,14,17.72151898734177,7899,1180739,3675,95,33.33333333333333,52693
NAT-118,Bacteria,0,0,0,438681,1425,2,3.3333333333333335,546
NAT-181,Bacteria,28,14.583333333333334,18619,934986,2452,66,50.76923076923077,39875
NAT-60,Bacteria,12,15.18987341772152,6239,785117,2548,73,41.01123595505618,39089
NAT-17,Bacteria,10,7.042253521126761,3409,1086039,3537,39,23.076923076923077,15075
NAT-165,Bacteria,11,9.90990990990991,7292,790987,2165,57,46.72131147540984,38144
NAT-288,Archaea,1,2.4390243902439024,907,535043,1395,9,12.32876712328767,7460
NAT-282,Bacteria,57,30.319148936170215,30936,925379,2764,100,55.24861878453039,68915
NAT-133,Bacteria,35,16.355140186915886,19903,1406592,3551,139,56.9672131147541,104769
NAT-41,Bacteria,18,20.224719101123593,9649,744268,2151,60,41.37931034482759,35792
NAT-509,Bacteria,0,0,0,339902,1108,7,14.893617021276595,3638
NAT-198,Bacteria,5,6.329113924050633,3067,538723,1507,32,32.6530612244898,25914
NAT-101,Bacteria,7,8.433734939759036,4725,684646,2076,77,49.67741935483871,37823
NAT-441,Bacteria,0,0,0,448123,1482,5,7.6923076923076925,2319
NAT-79,Bacteria,8,9.195402298850574,5730,1231721,3479,42,25.609756097560975,22595
NAT-291,Bacteria,21,17.355371900826448,9603,1307608,4147,65,29.14798206278027,29306
NAT-178,Bacteria,7,7.526881720430108,3786,866253,2769,49,42.608695652173914,21348
NAT-535,Bacteria,1,3.125,220,489472,1447,14,20.28985507246377,6582
NAT-172,Bacteria,0,0,0,390546,1239,11,18.96551724137931,6488
NAT-271,Bacteria,1,2.7027027027027026,638,354550,1231,17,28.333333333333332,6853
NAT-45,Bacteria,2,4.166666666666666,700,531935,1530,34,35.78947368421053,21626
NAT-137,Bacteria,1,1.7543859649122806,520,596310,1947,6,6.741573033707865,3045
NAT-249,Bacteria,5,6.756756756756757,2190,481720,1688,15,19.736842105263158,5356
NAT-161,Bacteria,25,22.52252252252252,13357,597290,1738,55,45.08196721311475,36090
NAT-116,Bacteria,2,1.7094017094017095,785,848290,2669,17,14.285714285714285,6779
NAT-64,Bacteria,12,10.81081081081081,5679,1280015,4013,57,29.84293193717277,26188
NAT-13,Bacteria,1,1.5384615384615385,805,501402,1597,4,5.063291139240507,1345
NAT-185,Bacteria,3,4.477611940298507,1617,684819,2213,9,9.183673469387756,3638
NAT-19,Bacteria,19,12.258064516129032,16820,1217418,3225,89,48.9010989010989,54786
NAT-21,Bacteria,8,5.517241379310345,5230,1355584,4341,139,48.43205574912892,75909
NAT-124,Bacteria,6,2.3166023166023164,4497,1769980,5145,63,21.951219512195124,34196
NAT-2,Bacteria,11,15.492957746478872,8916,1135350,2896,70,46.97986577181208,51231
NAT-8,Bacteria,25,20.0,15781,2527933,6978,123,37.73006134969325,65462
NAT-220,Bacteria,4,5.714285714285714,2599,537341,1575,28,24.137931034482758,18545
NAT-26,Bacteria,7,7.446808510638298,2623,951998,2981,42,28.37837837837838,22113
NAT-154,Archaea,0,0,0,629047,1799,8,9.63855421686747,6615
NAT-123,Bacteria,20,5.277044854881266,14243,2422833,6932,96,26.519337016574585,63000
NAT-218,Bacteria,0,0,0,709743,2452,10,6.134969325153374,4945
NAT-212,Bacteria,61,31.606217616580313,37666,1063066,3455,78,46.98795180722892,45603
NAT-111,Bacteria,40,20.100502512562816,24216,1360422,4072,162,62.30769230769231,109118
NAT-166,Bacteria,8,8.695652173913043,4461,726978,2102,35,30.973451327433626,22763
NAT-188,Bacteria,1,1.6666666666666667,736,800350,2508,4,2.3952095808383236,1488
NAT-14,Bacteria,49,17.5,40653,1679106,4482,78,41.48936170212766,44296
NAT-182,Bacteria,1,1.5384615384615385,360,431534,1454,4,7.547169811320755,1872
NAT-69,Bacteria,52,25.365853658536587,41110,1497520,3761,82,44.80874316939891,46750
NAT-239,Bacteria,3,1.8404907975460123,3189,1328007,4232,43,18.859649122807017,20081
NAT-130,Bacteria,157,37.64988009592326,107848,2105540,5858,83,40.88669950738916,48196
NAT-276,Bacteria,13,10.0,6303,1058919,3324,42,25.0,18049
NAT-108,Bacteria,2,2.7777777777777777,1192,767564,2486,11,8.661417322834646,5182
NAT-94,Bacteria,17,12.23021582733813,7811,1886441,5389,81,31.517509727626457,39121
NAT-102,Bacteria,3,4.285714285714286,1591,652466,2094,12,12.371134020618557,5221
NAT-175,Bacteria,13,13.541666666666666,7283,582242,1759,39,38.613861386138616,23251
NAT-70,Bacteria,7,6.140350877192982,2977,862259,3062,21,15.441176470588236,8549
NP-955,Bacteria,0,0,0,1172774,3661,19,13.013698630136986,9356
NP-90,Bacteria,15,12.605042016806722,6850,1065835,3278,53,31.92771084337349,27416
NP-142,Archaea,0,0,0,344144,1452,1,2.0408163265306123,664
NP-135,Bacteria,1,1.1904761904761905,505,827117,2861,10,7.246376811594203,4477
NP-107,Bacteria,17,18.681318681318682,11279,681925,1804,52,49.056603773584904,32566
NP-151,Bacteria,9,10.588235294117647,3995,750211,2352,42,32.06106870229007,20481
NP-89,Bacteria,4,3.278688524590164,2461,971783,2689,77,49.358974358974365,56597
NP-10,Bacteria,15,9.868421052631579,6138,1251087,4120,36,20.0,13352
NP-946,Bacteria,13,13.541666666666666,6484,510242,1576,35,37.634408602150536,19473
NP-931,Bacteria,0,0,0,567363,1829,36,36.734693877551024,19297
NP-28,Bacteria,13,9.420289855072465,5280,1050137,3426,38,26.027397260273972,16252
NP-6,Bacteria,28,10.108303249097473,12130,1998061,6645,71,26.591760299625467,29309
NP-55,Bacteria,9,11.25,5769,577789,1682,77,46.666666666666664,43058
NP-22,Bacteria,10,15.873015873015872,4723,352833,1091,35,42.168674698795186,20837
NP-113,Bacteria,7,5.511811023622047,2945,1365959,4547,26,9.885931558935361,10731
NP-58,Bacteria,44,19.642857142857142,32051,1136032,2966,82,50.306748466257666,40956
NP-997,Bacteria,7,6.666666666666667,5258,776580,2150,45,34.883720930232556,25081
NP-1051,Bacteria,3,5.769230769230769,1483,348003,1150,11,16.923076923076923,4888
NP-119,Bacteria,14,7.291666666666667,10395,3187969,7843,154,42.89693593314763,105276
NP-52,Bacteria,3,3.75,1759,613735,2013,17,18.478260869565215,7967
NP-1,Bacteria,9,10.975609756097562,3214,689730,2255,28,25.225225225225223,10842
NP-156,Bacteria,12,13.186813186813188,5512,843525,2648,35,27.34375,17082
NP-60,Bacteria,13,4.642857142857143,9090,1678436,4913,54,27.835051546391753,44507
NP-17,Bacteria,9,8.737864077669903,4288,654776,2392,23,22.330097087378643,8691
NP-936,Bacteria,9,4.761904761904762,4646,1388890,4229,145,55.343511450381676,70690
NP-36,Bacteria,6,3.225806451612903,2387,1351135,4140,53,25.60386473429952,25052
NP-41,Bacteria,7,2.82258064516129,4505,1568146,4588,52,26.13065326633166,37924
NP-960,Bacteria,49,16.83848797250859,38498,1264639,3023,84,52.83018867924528,46141
NP-1472,Bacteria,6,9.090909090909092,2851,473053,1606,14,21.21212121212121,7073
NP-100,Bacteria,14,11.38211382113821,7099,1113833,3299,87,42.23300970873786,54471
NP-952,Bacteria,3,1.4084507042253522,1951,1122618,3369,26,16.149068322981368,16001
NP-73,Archaea,1,2.564102564102564,961,576292,1565,6,7.59493670886076,4027
NP-138,Bacteria,0,0,0,651089,2089,8,10.0,4078
NP-1070,Bacteria,0,0,0,435858,1393,27,34.177215189873415,17344
NP-97,Bacteria,6,5.88235294117647,3688,1063789,3250,21,10.294117647058822,10896
NP-79,Bacteria,2,2.898550724637681,763,614054,1924,16,15.53398058252427,7811
NP-132,Bacteria,4,5.128205128205128,3945,734303,2374,8,6.349206349206349,3133
NP-77,Archaea,0,0,0,564989,2002,4,2.9629629629629632,2118
NP-99,Bacteria,89,19.646799116997794,57600,2444532,6589,107,38.768115942028984,59530
NP-1444,Bacteria,5,5.319148936170213,2355,639736,2121,23,27.380952380952383,13345
NP-956,Bacteria,5,5.1020408163265305,3449,910011,2755,81,47.093023255813954,45206
NP-38,Bacteria,28,13.793103448275861,19367,1173574,3115,61,40.397350993377486,35176
NP-104,Bacteria,2,3.389830508474576,1337,500394,1482,29,30.526315789473685,19999
NP-980,Bacteria,6,8.450704225352112,2867,598684,1923,32,26.446280991735538,14625
NP-964,Bacteria,6,5.0,2420,1131070,3565,79,32.113821138211385,47665
NP-32,Bacteria,10,7.575757575757576,4023,1277218,3936,30,17.441860465116278,12682
NP-45,Bacteria,6,5.454545454545454,2555,891935,2722,24,20.51282051282051,11081
NP-1046,Bacteria,5,7.042253521126761,2334,573367,1812,21,26.923076923076923,8637
NP-932,Bacteria,3,4.838709677419355,2693,543654,1569,44,40.36697247706422,29238
NP-945,Bacteria,23,14.743589743589745,19014,942532,2593,38,33.04347826086956,19081
NP-64,Bacteria,15,15.789473684210526,12073,607789,1901,40,35.08771929824561,26020
NP-13,Bacteria,15,12.711864406779661,6782,1072538,3371,49,29.6969696969697,24127
NP-1160,Bacteria,9,14.0625,5214,441079,1314,19,25.675675675675674,13822
NP-125,Bacteria,13,9.285714285714286,6037,1185819,3695,60,34.68208092485549,33163
NP-80,Bacteria,1,2.380952380952381,878,452360,1449,5,6.666666666666667,2385
NP-5,Bacteria,121,38.41269841269842,70745,2024257,5639,196,59.036144578313255,157928
NP-21,Bacteria,9,6.8181818181818175,6110,1172984,3787,142,55.68627450980392,73761
NP-56,Bacteria,3,2.5423728813559325,1649,832400,2664,17,15.315315315315313,6878
NP-993,Bacteria,14,11.864406779661017,9029,914917,2596,148,60.40816326530612,85343
NP-117,Bacteria,36,16.51376146788991,29726,1201033,3074,48,34.53237410071942,45517
NP-51,Bacteria,3,3.571428571428571,1772,788519,2508,96,55.172413793103445,51934
NP-26,Bacteria,27,21.25984251968504,14340,920616,2936,89,45.40816326530612,52967
NP-2,Bacteria,80,31.1284046692607,51950,1470099,4176,135,52.32558139534884,81069
NP-1052,Bacteria,28,21.705426356589147,18541,702713,2128,40,32.78688524590164,25372
NP-970,Bacteria,1,1.5625,404,795678,2427,9,8.108108108108109,3628
NP-8,Bacteria,10,9.803921568627452,3984,813379,2571,73,43.712574850299404,42004
NP-110,Archaea,0,0,0,393070,1097,3,5.0,1976
NP-942,Bacteria,2,2.3529411764705883,579,785206,2546,17,12.318840579710146,9006
NP-63,Bacteria,5,7.575757575757576,2499,605208,1932,25,17.482517482517483,13185
NP-122,Bacteria,1,1.4285714285714286,345,768896,2417,11,7.534246575342466,5486
NP-69,Bacteria,40,12.82051282051282,26829,1503756,4321,30,18.633540372670808,16921
NP-87,Bacteria,51,18.27956989247312,33140,1517465,3679,87,39.726027397260275,52288
NP-948,Bacteria,6,5.555555555555555,2671,975252,3076,48,27.906976744186046,24297
NP-969,Bacteria,3,3.571428571428571,1464,795550,2617,17,12.977099236641221,6945
NP-987,Bacteria,17,16.50485436893204,8905,450889,1369,32,37.64705882352941,18628
NP-109,Bacteria,41,14.335664335664337,32650,1762788,4983,62,34.065934065934066,37062
NP-94,Bacteria,15,11.811023622047244,6219,958360,3030,49,30.434782608695656,26083
NP-951,Bacteria,20,14.5985401459854,13782,1520278,4444,81,37.67441860465116,40687
NP-1277,Bacteria,0,0,0,462084,1463,11,12.643678160919542,8007
NP-101,Bacteria,1,1.5151515151515151,575,464619,1570,7,9.58904109589041,2293
NP-40,Bacteria,12,7.6923076923076925,6189,1130525,3437,40,23.121387283236995,18888
NP-37,Bacteria,7,5.833333333333333,3433,929003,2812,50,39.682539682539684,27421
NP-96,Bacteria,10,8.130081300813007,5141,1030625,3285,28,21.21212121212121,11548
NP-133,Bacteria,16,9.35672514619883,9633,1023142,3045,145,58.70445344129555,79197
NP-72,Bacteria,2,2.7777777777777777,1741,774589,2422,23,24.210526315789473,12495
NP-53,Bacteria,29,15.425531914893616,23010,908226,2625,49,41.52542372881356,21254
NP-24,Bacteria,4,4.040404040404041,1754,667297,2083,20,18.867924528301888,14363
