gene_callers_id,contig,start,stop,direction,partial,call_type,integron,ocean,annotation,accession,function
395104,c_21910,2872,3211,f,0,1,CALIN,SP,protein,C,Energy production and conversion
395105,c_21910,3332,3527,f,0,1,CALIN,SP,protein,C,Energy production and conversion
395106,c_21910,3807,4845,r,0,1,CALIN,SP,protein,P,Inorganic ion transport and metabolism
395107,c_21910,5013,5565,f,0,1,CALIN,SP,protein,H,Coenzyme transport and metabolism
395108,c_21910,5743,5977,f,0,1,CALIN,SP,protein,R,General function prediction only
395109,c_21910,5963,6227,f,0,1,CALIN,SP,protein,nan,nan
395110,c_21910,6521,6788,f,1,1,CALIN,SP,protein,O,"Posttranslational modification, protein turnover, chaperones"
435555,c_24702,6287,7898,f,0,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
435556,c_24702,7966,9232,r,0,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
435557,c_24702,9309,10956,r,0,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
482706,c_27903,11018,12341,r,0,1,CALIN,SP,protein,E!!!M,Amino acid transport and metabolism
482706,c_27903,11018,12341,r,0,1,CALIN,SP,protein,E!!!M,Cell wall/membrane/envelope biogenesis
482707,c_27903,12423,13104,r,0,1,CALIN,SP,protein,O,"Posttranslational modification, protein turnover, chaperones"
520488,c_30256,710,1178,r,0,1,CALIN,SP,protein,C!!!C,Energy production and conversion
520488,c_30256,710,1178,r,0,1,CALIN,SP,protein,C!!!C,Energy production and conversion
520489,c_30256,1177,2929,r,0,1,CALIN,SP,protein,Q,"Secondary metabolites biosynthesis, transport and catabolism"
520490,c_30256,2955,3798,r,0,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
520491,c_30256,3797,4019,r,0,1,CALIN,SP,protein,P!!!H,Inorganic ion transport and metabolism
520491,c_30256,3797,4019,r,0,1,CALIN,SP,protein,P!!!H,Coenzyme transport and metabolism
520492,c_30256,4015,4351,r,0,1,CALIN,SP,protein,P,Inorganic ion transport and metabolism
520493,c_30256,4411,4957,r,0,1,CALIN,SP,protein,P,Inorganic ion transport and metabolism
520628,c_30262,15900,16875,f,0,1,In0,SP,intI,R,General function prediction only
539244,c_31596,138,468,f,0,1,CALIN,SP,protein,U!!!W,"Intracellular trafficking, secretion, and vesicular transport"
539244,c_31596,138,468,f,0,1,CALIN,SP,protein,U!!!W,Extracellular structures
539245,c_31596,612,876,f,0,1,CALIN,SP,protein,R,General function prediction only
539246,c_31596,993,1344,f,0,1,CALIN,SP,protein,S,Function unknown
539247,c_31596,1457,1868,f,0,1,CALIN,SP,protein,C,Energy production and conversion
539254,c_31596,5612,6416,r,1,1,CALIN,SP,protein,C,Energy production and conversion
544080,c_31991,306,1266,f,0,1,In0,SP,intI,C!!!C,Energy production and conversion
544080,c_31991,306,1266,f,0,1,In0,SP,intI,C!!!C,Energy production and conversion
547942,c_32292,20025,20277,r,0,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
547943,c_32292,20387,20822,r,0,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
547944,c_32292,20934,21240,r,0,1,CALIN,SP,protein,D,"Cell cycle control, cell division, chromosome partitioning"
550355,c_32536,1217,2147,f,0,1,complete,SP,intI,I,Lipid transport and metabolism
550356,c_32536,2173,2740,r,0,1,complete,SP,protein,nan,nan
550357,c_32536,2838,4044,r,0,1,complete,SP,protein,Q,"Secondary metabolites biosynthesis, transport and catabolism"
562443,c_33111,519,1122,f,0,1,CALIN,SP,protein,O,"Posttranslational modification, protein turnover, chaperones"
562444,c_33111,1242,1530,f,0,1,CALIN,SP,protein,O,"Posttranslational modification, protein turnover, chaperones"
562445,c_33111,1603,2023,f,0,1,CALIN,SP,protein,O,"Posttranslational modification, protein turnover, chaperones"
562446,c_33111,2151,2484,f,0,1,CALIN,SP,protein,U,"Intracellular trafficking, secretion, and vesicular transport"
562447,c_33111,2605,3001,f,0,1,CALIN,SP,protein,C!!!O,Energy production and conversion
562447,c_33111,2605,3001,f,0,1,CALIN,SP,protein,C!!!O,"Posttranslational modification, protein turnover, chaperones"
562448,c_33111,3117,3429,f,0,1,CALIN,SP,protein,C!!!O,Energy production and conversion
562448,c_33111,3117,3429,f,0,1,CALIN,SP,protein,C!!!O,"Posttranslational modification, protein turnover, chaperones"
562449,c_33111,3565,3928,f,0,1,CALIN,SP,protein,O,"Posttranslational modification, protein turnover, chaperones"
562450,c_33111,4462,5038,f,0,1,CALIN,SP,protein,C!!!O,Energy production and conversion
562450,c_33111,4462,5038,f,0,1,CALIN,SP,protein,C!!!O,"Posttranslational modification, protein turnover, chaperones"
562451,c_33111,5295,6321,r,0,1,CALIN,SP,protein,C!!!O,Energy production and conversion
562451,c_33111,5295,6321,r,0,1,CALIN,SP,protein,C!!!O,"Posttranslational modification, protein turnover, chaperones"
562452,c_33111,6496,6850,f,0,1,CALIN,SP,protein,nan,nan
562453,c_33111,6986,7253,f,0,1,CALIN,SP,protein,nan,nan
562454,c_33111,7314,7803,f,0,1,CALIN,SP,protein,O,"Posttranslational modification, protein turnover, chaperones"
588610,c_34891,2807,3137,f,0,1,CALIN,SP,protein,E!!!G,Amino acid transport and metabolism
588610,c_34891,2807,3137,f,0,1,CALIN,SP,protein,E!!!G,Carbohydrate transport and metabolism
588611,c_34891,3082,4321,f,0,1,CALIN,SP,protein,C,Energy production and conversion
588612,c_34891,4522,4924,f,0,1,CALIN,SP,protein,C,Energy production and conversion
588613,c_34891,4749,5391,r,0,1,CALIN,SP,protein,C,Energy production and conversion
588614,c_34891,5691,5910,r,0,1,CALIN,SP,protein,F,Nucleotide transport and metabolism
598024,c_36141,1,148,f,1,1,CALIN,SP,protein,O!!!E,"Posttranslational modification, protein turnover, chaperones"
598024,c_36141,1,148,f,1,1,CALIN,SP,protein,O!!!E,Amino acid transport and metabolism
598028,c_36141,3922,4189,r,0,1,CALIN,SP,protein,nan,nan
598029,c_36141,4223,4529,r,0,1,CALIN,SP,protein,nan,nan
598030,c_36141,4593,4890,r,0,1,CALIN,SP,protein,nan,nan
598031,c_36141,5050,5473,r,0,1,CALIN,SP,protein,nan,nan
598032,c_36141,5696,6479,r,0,1,CALIN,SP,protein,nan,nan
598033,c_36141,6891,7140,r,1,1,CALIN,SP,protein,G,Carbohydrate transport and metabolism
610584,c_37755,727,1753,f,0,1,CALIN,SP,protein,nan,nan
610585,c_37755,2280,4032,r,0,1,CALIN,SP,protein,S,Function unknown
610586,c_37755,4259,4880,f,0,1,CALIN,SP,protein,P,Inorganic ion transport and metabolism
626274,c_38808,320,1226,r,0,1,CALIN,SP,protein,O,"Posttranslational modification, protein turnover, chaperones"
626275,c_38808,1245,1818,r,0,1,CALIN,SP,protein,S,Function unknown
626276,c_38808,1899,2364,r,0,1,CALIN,SP,protein,nan,nan
657852,c_40206,1407,2301,f,0,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
657853,c_40206,2305,2536,r,0,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
657854,c_40206,2537,3779,r,0,1,CALIN,SP,protein,U,"Intracellular trafficking, secretion, and vesicular transport"
657855,c_40206,3913,5998,r,0,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
658940,c_40251,4711,6796,f,0,1,CALIN,SP,protein,T,Signal transduction mechanisms
658941,c_40251,6930,8172,f,0,1,CALIN,SP,protein,nan,nan
658942,c_40251,8408,9302,r,0,1,CALIN,SP,protein,K,Transcription
668943,c_40697,261220,261502,r,0,1,CALIN,SP,protein,F,Nucleotide transport and metabolism
668944,c_40697,261662,262142,r,0,1,CALIN,SP,protein,nan,nan
668945,c_40697,262144,262270,r,0,1,CALIN,SP,protein,nan,nan
668946,c_40697,262241,262610,r,0,1,CALIN,SP,protein,nan,nan
668947,c_40697,262713,263145,r,0,1,CALIN,SP,protein,nan,nan
668948,c_40697,263236,263632,r,0,1,CALIN,SP,protein,nan,nan
668950,c_40697,264479,265277,r,0,1,CALIN,SP,protein,nan,nan
672899,c_40935,814,2089,f,0,1,CALIN,SP,protein,I,Lipid transport and metabolism
672900,c_40935,2099,3314,f,0,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
674553,c_41009,2910,3531,r,0,1,complete,SP,intI,nan,nan
674554,c_41009,3699,3897,r,0,1,complete,SP,protein,nan,nan
674555,c_41009,4220,4721,f,0,1,complete,SP,protein,nan,nan
674556,c_41009,4763,5114,f,0,1,complete,SP,protein,nan,nan
690816,c_41692,229,508,f,0,1,CALIN,SP,protein,C,Energy production and conversion
690817,c_41692,971,2015,r,0,1,CALIN,SP,protein,G!!!E!!!R,Carbohydrate transport and metabolism
690817,c_41692,971,2015,r,0,1,CALIN,SP,protein,G!!!E!!!R,Amino acid transport and metabolism
690817,c_41692,971,2015,r,0,1,CALIN,SP,protein,G!!!E!!!R,General function prediction only
690818,c_41692,2957,4529,f,0,1,CALIN,SP,protein,G,Carbohydrate transport and metabolism
690987,c_41692,180175,181972,r,1,1,CALIN,SP,protein,R,General function prediction only
747953,c_44766,4429,6289,r,0,1,CALIN,SP,protein,G,Carbohydrate transport and metabolism
747954,c_44766,6288,7833,r,0,1,CALIN,SP,protein,P,Inorganic ion transport and metabolism
762415,c_45606,2,179,r,1,1,CALIN,SP,protein,nan,nan
762416,c_45606,347,587,r,0,1,CALIN,SP,protein,nan,nan
762417,c_45606,591,849,r,0,1,CALIN,SP,protein,nan,nan
762418,c_45606,1036,1510,r,0,1,CALIN,SP,protein,C!!!O,Energy production and conversion
762418,c_45606,1036,1510,r,0,1,CALIN,SP,protein,C!!!O,"Posttranslational modification, protein turnover, chaperones"
762419,c_45606,1475,1787,r,0,1,CALIN,SP,protein,M,Cell wall/membrane/envelope biogenesis
762420,c_45606,1903,2299,r,0,1,CALIN,SP,protein,nan,nan
762421,c_45606,2881,3250,r,0,1,CALIN,SP,protein,O,"Posttranslational modification, protein turnover, chaperones"
762422,c_45606,4132,4984,r,0,1,CALIN,SP,protein,K,Transcription
762423,c_45606,5099,5492,r,0,1,CALIN,SP,protein,P,Inorganic ion transport and metabolism
762424,c_45606,5616,5934,r,0,1,CALIN,SP,protein,M!!!U,Cell wall/membrane/envelope biogenesis
762424,c_45606,5616,5934,r,0,1,CALIN,SP,protein,M!!!U,"Intracellular trafficking, secretion, and vesicular transport"
762425,c_45606,6105,6531,r,0,1,CALIN,SP,protein,P,Inorganic ion transport and metabolism
762426,c_45606,6652,6940,r,0,1,CALIN,SP,protein,X,"Mobilome: prophages, transposons"
762427,c_45606,8000,8336,r,0,1,CALIN,SP,protein,X,"Mobilome: prophages, transposons"
769440,c_46058,2,86,f,1,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
769441,c_46058,176,515,r,0,1,CALIN,SP,protein,nan,nan
769442,c_46058,611,932,r,0,1,CALIN,SP,protein,M!!!M,Cell wall/membrane/envelope biogenesis
769442,c_46058,611,932,r,0,1,CALIN,SP,protein,M!!!M,Cell wall/membrane/envelope biogenesis
769443,c_46058,999,1467,r,0,1,CALIN,SP,protein,nan,nan
769444,c_46058,1608,2922,r,0,1,CALIN,SP,protein,nan,nan
769445,c_46058,3904,4162,r,0,1,CALIN,SP,protein,nan,nan
769450,c_46058,7105,7798,r,1,1,CALIN,SP,protein,nan,nan
771402,c_46184,13918,14203,f,0,1,CALIN,SP,protein,nan,nan
771403,c_46184,14285,14513,f,0,1,CALIN,SP,protein,O,"Posttranslational modification, protein turnover, chaperones"
771404,c_46184,14603,15233,f,1,1,CALIN,SP,protein,I,Lipid transport and metabolism
834237,c_50144,8996,9260,r,0,1,CALIN,SP,protein,T,Signal transduction mechanisms
834238,c_50144,9342,9936,r,0,1,CALIN,SP,protein,nan,nan
834239,c_50144,9928,10573,r,0,1,CALIN,SP,protein,nan,nan
834240,c_50144,11285,11864,r,0,1,CALIN,SP,protein,F,Nucleotide transport and metabolism
834241,c_50144,11860,12196,r,0,1,CALIN,SP,protein,nan,nan
834242,c_50144,12312,13269,r,0,1,CALIN,SP,protein,nan,nan
834243,c_50144,13391,13598,r,0,1,CALIN,SP,protein,nan,nan
834244,c_50144,13910,14336,r,0,1,CALIN,SP,protein,nan,nan
834245,c_50144,15696,16320,r,0,1,CALIN,SP,protein,T,Signal transduction mechanisms
844960,c_50817,12491,13253,r,0,1,CALIN,SP,protein,E,Amino acid transport and metabolism
844961,c_50817,13353,13854,f,0,1,CALIN,SP,protein,K,Transcription
844962,c_50817,13872,14253,f,0,1,CALIN,SP,protein,R,General function prediction only
844963,c_50817,14266,15193,f,0,1,CALIN,SP,protein,nan,nan
857339,c_51644,48844,49258,r,0,1,CALIN,SP,protein,nan,nan
857340,c_51644,49771,50194,r,0,1,CALIN,SP,protein,nan,nan
859757,c_51793,101,1061,f,0,1,In0,SP,intI,I,Lipid transport and metabolism
862174,c_51963,2,731,f,1,1,CALIN,SP,protein,I,Lipid transport and metabolism
862175,c_51963,731,1406,f,0,1,CALIN,SP,protein,O,"Posttranslational modification, protein turnover, chaperones"
862176,c_51963,1675,3877,f,0,1,CALIN,SP,protein,M!!!U,Cell wall/membrane/envelope biogenesis
862176,c_51963,1675,3877,f,0,1,CALIN,SP,protein,M!!!U,"Intracellular trafficking, secretion, and vesicular transport"
862177,c_51963,3888,4572,r,0,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
862178,c_51963,4616,5300,r,0,1,CALIN,SP,protein,I,Lipid transport and metabolism
864857,c_52162,0,441,r,1,1,CALIN,SP,protein,nan,nan
864858,c_52162,947,1754,r,0,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
864859,c_52162,1850,2240,r,0,1,CALIN,SP,protein,P,Inorganic ion transport and metabolism
878950,c_53147,26058,26370,f,0,1,CALIN,SP,protein,C,Energy production and conversion
878951,c_53147,26472,27723,f,0,1,CALIN,SP,protein,C,Energy production and conversion
878952,c_53147,27823,28702,f,0,1,CALIN,SP,protein,U,"Intracellular trafficking, secretion, and vesicular transport"
878953,c_53147,28871,31535,f,0,1,CALIN,SP,protein,U,"Intracellular trafficking, secretion, and vesicular transport"
884872,c_53524,8960,9758,r,0,1,CALIN,SP,protein,nan,nan
884873,c_53524,10038,11040,f,0,1,CALIN,SP,protein,nan,nan
892349,c_53954,0,348,r,1,1,complete,SP,protein,T!!!K,Signal transduction mechanisms
892349,c_53954,0,348,r,1,1,complete,SP,protein,T!!!K,Transcription
892350,c_53954,533,755,f,0,1,complete,SP,protein,nan,nan
892351,c_53954,747,1038,f,0,1,complete,SP,protein,I,Lipid transport and metabolism
892352,c_53954,1577,1901,r,0,1,complete,SP,protein,C,Energy production and conversion
892353,c_53954,2185,3154,f,0,1,complete,SP,intI,P,Inorganic ion transport and metabolism
892354,c_53954,3231,4395,r,0,1,complete,SP,protein,S,Function unknown
892355,c_53954,4413,6564,r,0,1,complete,SP,protein,K,Transcription
892356,c_53954,7059,9108,f,1,1,complete,SP,protein,C,Energy production and conversion
892840,c_53977,6121,7084,f,0,1,complete,SP,intI,C,Energy production and conversion
901035,c_54484,2,113,f,1,1,complete,SP,protein,O!!!F,"Posttranslational modification, protein turnover, chaperones"
901035,c_54484,2,113,f,1,1,complete,SP,protein,O!!!F,Nucleotide transport and metabolism
901036,c_54484,205,736,r,0,1,complete,SP,protein,nan,nan
901037,c_54484,861,1305,r,0,1,complete,SP,protein,nan,nan
901038,c_54484,1410,1773,r,0,1,complete,SP,protein,nan,nan
901039,c_54484,1805,1922,r,0,1,complete,SP,attC,nan,nan
901040,c_54484,1896,2331,r,0,1,complete,SP,protein,P,Inorganic ion transport and metabolism
901041,c_54484,2356,2455,r,0,1,complete,SP,attC,P,Inorganic ion transport and metabolism
901042,c_54484,2447,2855,r,0,1,complete,SP,protein,G,Carbohydrate transport and metabolism
901043,c_54484,3920,4355,r,0,1,complete,SP,protein,U,"Intracellular trafficking, secretion, and vesicular transport"
901044,c_54484,4950,5352,r,0,1,complete,SP,protein,T!!!T,Signal transduction mechanisms
901044,c_54484,4950,5352,r,0,1,complete,SP,protein,T!!!T,Signal transduction mechanisms
901045,c_54484,5957,6236,r,0,1,complete,SP,protein,M,Cell wall/membrane/envelope biogenesis
901046,c_54484,6383,6668,r,0,1,complete,SP,protein,J!!!E,"Translation, ribosomal structure and biogenesis"
901046,c_54484,6383,6668,r,0,1,complete,SP,protein,J!!!E,Amino acid transport and metabolism
901047,c_54484,6790,7924,f,0,1,complete,SP,intI,J,"Translation, ribosomal structure and biogenesis"
909278,c_55173,2578,3016,f,0,1,CALIN,SP,protein,nan,nan
909279,c_55173,3152,3566,f,0,1,CALIN,SP,protein,nan,nan
909280,c_55173,3704,3950,f,0,1,CALIN,SP,protein,X,"Mobilome: prophages, transposons"
909281,c_55173,4259,4778,f,0,1,CALIN,SP,protein,nan,nan
909282,c_55173,4856,5351,f,0,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
946587,c_56723,2119,2728,r,0,1,CALIN,SP,protein,M,Cell wall/membrane/envelope biogenesis
946588,c_56723,2822,2999,r,0,1,CALIN,SP,protein,E!!!H,Amino acid transport and metabolism
946588,c_56723,2822,2999,r,0,1,CALIN,SP,protein,E!!!H,Coenzyme transport and metabolism
946589,c_56723,3506,4139,r,0,1,CALIN,SP,protein,E,Amino acid transport and metabolism
956711,c_57439,141678,142347,r,0,1,complete,SP,protein,J,"Translation, ribosomal structure and biogenesis"
956712,c_57439,144060,144789,r,0,1,complete,SP,protein,nan,nan
956713,c_57439,144875,145502,r,0,1,complete,SP,protein,nan,nan
956714,c_57439,145588,146395,r,0,1,complete,SP,protein,nan,nan
956715,c_57439,146504,147452,r,0,1,complete,SP,protein,nan,nan
956716,c_57439,148387,149362,f,0,1,complete,SP,intI,nan,nan
957904,c_57484,4781,5735,r,0,1,complete,SP,intI,nan,nan
957905,c_57484,5982,6267,f,0,1,complete,SP,protein,nan,nan
957906,c_57484,6404,6785,f,0,1,complete,SP,protein,nan,nan
957907,c_57484,7337,7622,f,0,1,complete,SP,protein,X,"Mobilome: prophages, transposons"
957908,c_57484,8182,8452,f,0,1,complete,SP,protein,nan,nan
957909,c_57484,8595,8931,f,0,1,complete,SP,protein,nan,nan
957910,c_57484,9310,9529,f,0,1,complete,SP,protein,V,Defense mechanisms
957911,c_57484,9941,10370,f,0,1,complete,SP,protein,nan,nan
995392,c_59746,7544,8642,f,0,1,CALIN,SP,protein,nan,nan
995393,c_59746,8638,8917,r,0,1,CALIN,SP,protein,nan,nan
995394,c_59746,9108,10536,f,0,1,CALIN,SP,protein,nan,nan
995611,c_59765,4363,6115,r,0,1,CALIN,SP,protein,nan,nan
995612,c_59765,6158,6782,f,0,1,CALIN,SP,protein,nan,nan
995613,c_59765,6812,7673,f,0,1,CALIN,SP,protein,nan,nan
995614,c_59765,7742,10562,r,0,1,CALIN,SP,protein,nan,nan
1001421,c_60203,1,916,f,1,1,complete,SP,intI,S,Function unknown
1001422,c_60203,1118,1493,r,0,1,complete,SP,protein,nan,nan
1001423,c_60203,1642,2266,r,0,1,complete,SP,protein,nan,nan
1001424,c_60203,2375,2750,r,0,1,complete,SP,protein,nan,nan
1015245,c_61400,39400,39766,f,0,1,CALIN,SP,protein,nan,nan
1015246,c_61400,39959,41282,f,0,1,CALIN,SP,protein,nan,nan
1015247,c_61400,41357,41741,f,0,1,CALIN,SP,protein,nan,nan
1015248,c_61400,41824,42868,f,0,1,CALIN,SP,protein,nan,nan
1015249,c_61400,42898,43351,f,0,1,CALIN,SP,protein,nan,nan
1017740,c_61479,35230,35896,r,0,1,complete,SP,protein,Q,"Secondary metabolites biosynthesis, transport and catabolism"
1017741,c_61479,35978,36473,r,0,1,complete,SP,protein,T!!!T!!!T!!!K!!!T!!!T!!!K,Signal transduction mechanisms
1017741,c_61479,35978,36473,r,0,1,complete,SP,protein,T!!!T!!!T!!!K!!!T!!!T!!!K,Signal transduction mechanisms
1017741,c_61479,35978,36473,r,0,1,complete,SP,protein,T!!!T!!!T!!!K!!!T!!!T!!!K,Signal transduction mechanisms
1017741,c_61479,35978,36473,r,0,1,complete,SP,protein,T!!!T!!!T!!!K!!!T!!!T!!!K,Transcription
1017741,c_61479,35978,36473,r,0,1,complete,SP,protein,T!!!T!!!T!!!K!!!T!!!T!!!K,Signal transduction mechanisms
1017741,c_61479,35978,36473,r,0,1,complete,SP,protein,T!!!T!!!T!!!K!!!T!!!T!!!K,Signal transduction mechanisms
1017741,c_61479,35978,36473,r,0,1,complete,SP,protein,T!!!T!!!T!!!K!!!T!!!T!!!K,Transcription
1017742,c_61479,37074,37416,r,0,1,complete,SP,protein,nan,nan
1017743,c_61479,37506,37941,r,0,1,complete,SP,protein,nan,nan
1017744,c_61479,37995,38433,r,0,1,complete,SP,protein,nan,nan
1017745,c_61479,38557,39004,r,0,1,complete,SP,protein,nan,nan
1017746,c_61479,39339,40296,f,0,1,complete,SP,intI,nan,nan
1018415,c_61500,1,163,f,1,1,CALIN,SP,protein,nan,nan
1018416,c_61500,350,506,r,0,1,CALIN,SP,protein,nan,nan
1018417,c_61500,601,1159,f,0,1,CALIN,SP,protein,Q,"Secondary metabolites biosynthesis, transport and catabolism"
1018418,c_61500,1686,2442,f,0,1,CALIN,SP,protein,C,Energy production and conversion
1018419,c_61500,2563,3079,f,0,1,CALIN,SP,protein,G,Carbohydrate transport and metabolism
1018420,c_61500,3082,3562,f,0,1,CALIN,SP,protein,nan,nan
1018547,c_61500,128615,129965,r,1,1,CALIN,SP,protein,S,Function unknown
1025397,c_61723,25999,26353,f,0,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
1025398,c_61723,26431,26935,f,0,1,CALIN,SP,protein,L,"Replication, recombination and repair"
1026870,c_61766,61908,62529,r,0,1,In0,SP,intI,nan,nan
1040032,c_62252,2878,3499,f,0,1,CALIN,SP,protein,G!!!E!!!R,Carbohydrate transport and metabolism
1040032,c_62252,2878,3499,f,0,1,CALIN,SP,protein,G!!!E!!!R,Amino acid transport and metabolism
1040032,c_62252,2878,3499,f,0,1,CALIN,SP,protein,G!!!E!!!R,General function prediction only
1040033,c_62252,3889,4189,r,0,1,CALIN,SP,protein,L,"Replication, recombination and repair"
1040034,c_62252,4378,4717,f,0,1,CALIN,SP,protein,J,"Translation, ribosomal structure and biogenesis"
1040035,c_62252,4885,5263,f,0,1,CALIN,SP,protein,V,Defense mechanisms
1040036,c_62252,5262,5637,f,0,1,CALIN,SP,protein,K!!!E,Transcription
1040036,c_62252,5262,5637,f,0,1,CALIN,SP,protein,K!!!E,Amino acid transport and metabolism
1040037,c_62252,5643,6054,f,0,1,CALIN,SP,protein,S,Function unknown
1040038,c_62252,6050,6503,f,0,1,CALIN,SP,protein,nan,nan
1040039,c_62252,6516,6858,f,0,1,CALIN,SP,protein,S,Function unknown
1040040,c_62252,6850,7567,f,0,1,CALIN,SP,protein,K,Transcription
1040041,c_62252,7925,8018,r,1,1,CALIN,SP,protein,nan,nan
1041053,c_62291,237637,237991,r,0,1,CALIN,SP,protein,nan,nan
1041054,c_62291,238171,238885,r,0,1,CALIN,SP,protein,E!!!P,Amino acid transport and metabolism
1041054,c_62291,238171,238885,r,0,1,CALIN,SP,protein,E!!!P,Inorganic ion transport and metabolism
1044324,c_62423,296420,297389,f,0,1,In0,SP,intI,nan,nan
1046621,c_62540,261,1086,f,0,1,CALIN,SP,protein,I,Lipid transport and metabolism
1046622,c_62540,1190,1742,f,0,1,CALIN,SP,protein,I,Lipid transport and metabolism
1046623,c_62540,1882,2257,f,0,1,CALIN,SP,protein,I,Lipid transport and metabolism
1046624,c_62540,2406,3111,f,0,1,CALIN,SP,protein,K!!!R,Transcription
1046624,c_62540,2406,3111,f,0,1,CALIN,SP,protein,K!!!R,General function prediction only
1046625,c_62540,3194,3596,f,0,1,CALIN,SP,protein,nan,nan
1059207,c_63623,5697,6342,f,0,1,CALIN,SP,protein,nan,nan
1059208,c_63623,6331,6910,r,0,1,CALIN,SP,protein,nan,nan
1064722,c_63791,83562,86811,f,0,1,CALIN,SP,protein,nan,nan
1064723,c_63791,88028,88172,r,0,1,CALIN,SP,protein,nan,nan
1072279,c_64064,33193,33658,f,0,1,CALIN,SP,protein,nan,nan
1072280,c_64064,34255,34477,f,0,1,CALIN,SP,protein,M,Cell wall/membrane/envelope biogenesis
1072281,c_64064,34588,34948,f,0,1,CALIN,SP,protein,nan,nan
1072282,c_64064,35029,35404,f,0,1,CALIN,SP,protein,nan,nan
1072283,c_64064,35427,36222,f,0,1,CALIN,SP,protein,nan,nan
1072284,c_64064,36421,37123,f,0,1,CALIN,SP,protein,nan,nan
1072285,c_64064,37209,37470,f,0,1,CALIN,SP,protein,nan,nan
1076594,c_64219,26540,31430,f,0,1,CALIN,SP,protein,nan,nan
1076595,c_64219,31483,32179,f,0,1,CALIN,SP,protein,X!!!S,"Mobilome: prophages, transposons"
1076595,c_64219,31483,32179,f,0,1,CALIN,SP,protein,X!!!S,Function unknown
1076596,c_64219,32263,32473,f,0,1,CALIN,SP,protein,nan,nan
1101275,c_65350,450,1545,f,0,1,CALIN,SP,protein,I,Lipid transport and metabolism
1101276,c_65350,1541,3050,f,0,1,CALIN,SP,protein,R,General function prediction only
1164586,c_68416,95668,96622,r,0,1,In0,SP,intI,M,Cell wall/membrane/envelope biogenesis
1181344,c_69352,550,1687,f,0,1,CALIN,SP,protein,nan,nan
1181345,c_69352,1679,4931,f,0,1,CALIN,SP,protein,E,Amino acid transport and metabolism
1192548,c_69955,419,662,f,0,1,CALIN,SP,protein,nan,nan
1192549,c_69955,658,922,f,0,1,CALIN,SP,protein,nan,nan
1192550,c_69955,1008,2010,r,0,1,CALIN,SP,protein,L,"Replication, recombination and repair"
1215818,c_71254,712,1732,r,0,1,CALIN,SP,protein,nan,nan
1215819,c_71254,1880,2468,f,0,1,CALIN,SP,protein,O,"Posttranslational modification, protein turnover, chaperones"
1215820,c_71254,2472,3465,f,0,1,CALIN,SP,protein,nan,nan
1215821,c_71254,3549,4020,f,0,1,CALIN,SP,protein,nan,nan
1231995,c_72372,2231,4031,r,1,1,CALIN,SP,protein,nan,nan
1270625,c_74500,31202,32168,r,0,1,CALIN,SP,protein,R,General function prediction only
1270626,c_74500,32160,33774,r,0,1,CALIN,SP,protein,R,General function prediction only
1278252,c_74803,2854,3739,f,0,1,CALIN,SP,protein,I,Lipid transport and metabolism
1278253,c_74803,3794,4547,f,0,1,CALIN,SP,protein,H,Coenzyme transport and metabolism
1278254,c_74803,4561,4783,r,0,1,CALIN,SP,protein,nan,nan
1278255,c_74803,4854,8970,r,0,1,CALIN,SP,protein,nan,nan
1280500,c_74894,2,530,f,1,1,CALIN,SP,protein,M,Cell wall/membrane/envelope biogenesis
1280501,c_74894,526,1159,f,0,1,CALIN,SP,protein,Q,"Secondary metabolites biosynthesis, transport and catabolism"
1280502,c_74894,1161,1404,f,0,1,CALIN,SP,protein,nan,nan
1280503,c_74894,1393,1648,f,0,1,CALIN,SP,protein,M,Cell wall/membrane/envelope biogenesis
1280504,c_74894,1778,1994,f,0,1,CALIN,SP,protein,nan,nan
1280505,c_74894,1990,2350,f,0,1,CALIN,SP,protein,nan,nan
1280506,c_74894,2352,3684,f,0,1,CALIN,SP,protein,R,General function prediction only
1280519,c_74894,10105,10360,f,0,1,CALIN,SP,protein,P,Inorganic ion transport and metabolism
1280520,c_74894,10490,10706,f,0,1,CALIN,SP,protein,P,Inorganic ion transport and metabolism
1280521,c_74894,10702,11062,f,0,1,CALIN,SP,protein,H,Coenzyme transport and metabolism
1280522,c_74894,11064,12396,f,0,1,CALIN,SP,protein,nan,nan
1280535,c_74894,18805,19060,f,0,1,CALIN,SP,protein,nan,nan
