bin,COG_group,total_metabolic_ORFs
SP-14, 14 C 171 E 54 F 96 G 127 H 115 I 49 P,626
SP-150, 1 C 16 E 15 F 9 G 19 H 11 I 11 P,82
SP-151, 28 E 22 F 22 G 17 H 16 I 18 P,123
SP-154, 23 C 184 E 44 F 100 G 95 H 138 I 72 P,656
SP-156, 19 E 11 F 6 G 9 H 10 I 4 P,59
SP-157, 2 C 41 E 16 F 22 G 31 H 19 I 16 P,147
SP-158, 2 C 16 E 8 F 4 G 11 H 1 I 4 P,46
SP-159, 2 C 95 E 33 F 64 G 95 H 43 I 54 P,386
SP-15, 3 E 4 F 1 G 3 H 4 I 1 P,16
SP-160, 5 C 99 E 24 F 91 G 108 H 83 I 76 P,486
SP-161, 9 C 118 E 46 F 72 G 72 H 78 I 61 P,456
SP-162, 23 E 3 G 4 H 5 I 5 P,40
SP-163, 2 C 33 E 10 F 13 G 21 H 37 I 18 P,134
SP-164, 12 C 186 E 58 F 87 G 125 H 112 I 82 P,662
SP-166, 7 C 65 E 34 F 59 G 50 H 61 I 36 P,312
SP-167, 4 C 57 E 19 F 15 G 33 H 33 I 30 P,191
SP-169, 8 C 74 E 27 F 56 G 47 H 60 I 47 P,319
SP-16, 14 C 245 E 108 F 141 G 156 H 163 I 125 P,952
SP-171, 11 C 83 E 40 F 61 G 50 H 64 I 47 P,356
SP-173, 8 C 79 E 34 F 44 G 61 H 47 I 22 P,295
SP-174, 7 C 110 E 33 F 53 G 59 H 74 I 53 P,389
SP-176, 15 C 313 E 136 F 202 G 241 H 178 I 128 P,1213
SP-177, 2 C 44 E 9 F 19 G 24 H 17 I 18 P,133
SP-179, 2 C 59 E 34 F 48 G 33 H 52 I 27 P,255
SP-17, 58 E 35 F 38 G 39 H 41 I 38 P,249
SP-180, 7 C 201 E 61 F 124 G 135 H 122 I 77 P,727
SP-181, 4 C 100 E 49 F 67 G 83 H 81 I 45 P,429
SP-182, 34 E 18 F 10 G 26 H 19 I 12 P,119
SP-183, 15 C 205 E 64 F 125 G 184 H 147 I 97 P,837
SP-184, 4 C 128 E 61 F 91 G 101 H 87 I 59 P,531
SP-185,,0
SP-186, 16 C 191 E 50 F 128 G 114 H 117 I 85 P,701
SP-187, 6 C 154 E 43 F 52 G 130 H 89 I 48 P,522
SP-188, 12 C 114 E 43 F 82 G 77 H 86 I 50 P,464
SP-189, 11 E 5 F 4 G 13 H 7 I 3 P,43
SP-18, 7 C 42 E 14 F 18 G 7 H 31 I 29 P,148
SP-190, 5 C 62 E 29 F 35 G 75 H 41 I 33 P,280
SP-191, 1 C 5 E 4 F 6 G 7 H 11 I 6 P,40
SP-194, 30 C 268 E 79 F 182 G 167 H 192 I 132 P,1050
SP-195,,0
SP-196, 2 C 52 E 20 F 45 G 23 H 25 I 21 P,188
SP-197, 10 C 227 E 81 F 137 G 195 H 144 I 132 P,926
SP-199, 2 C 86 E 50 F 85 G 71 H 81 I 52 P,427
SP-19, 3 C 9 E 8 F 12 G 15 H 16 I 11 P,74
SP-1, 1 C 14 E 9 F 5 G 10 H 10 I 4 P,53
SP-201, 1 C 9 E 1 F 7 G 5 H 8 I 7 P,38
SP-203, 1 C 10 E 4 F 5 G 6 H 6 I 4 P,36
SP-204, 1 C 3 E 2 G 2 H 3 I 2 P,13
SP-208, 2 C 68 E 20 F 26 G 39 H 30 I 22 P,207
SP-209, 3 C 92 E 25 F 62 G 60 H 52 I 31 P,325
SP-20, 15 C 252 E 100 F 176 G 176 H 160 I 144 P,1023
SP-210, 35 E 21 F 22 G 21 H 23 I 25 P,147
SP-213, 8 C 138 E 44 F 79 G 102 H 129 I 74 P,574
SP-216, 5 C 113 E 42 F 53 G 100 H 66 I 68 P,447
SP-218, 2 C 19 E 6 F 7 G 26 H 12 I 20 P,92
SP-219, 13 C 92 E 23 F 60 G 64 H 62 I 56 P,370
SP-21, 2 C 8 E 5 F 6 G 5 H 7 I 6 P,39
SP-222, 3 C 37 E 26 F 36 G 18 H 55 I 30 P,205
SP-224, 23 E 11 F 23 G 18 H 20 I 19 P,114
SP-22, 4 C 61 E 18 F 29 G 34 H 41 I 28 P,215
SP-230, 3 C 55 E 26 F 48 G 33 H 63 I 34 P,262
SP-232, 23 E 11 F 19 G 15 H 17 I 12 P,97
SP-234, 8 C 120 E 48 F 72 G 92 H 71 I 59 P,470
SP-236, 9 C 151 E 93 F 91 G 130 H 86 I 70 P,630
SP-237, 10 C 163 E 45 F 99 G 130 H 94 I 66 P,607
SP-238, 9 C 70 E 28 F 70 G 74 H 53 I 33 P,337
SP-23, 3 C 87 E 35 F 54 G 74 H 46 I 54 P,353
SP-240, 13 C 102 E 25 F 71 G 69 H 70 I 46 P,396
SP-241, 2 C 21 E 24 F 17 G 15 H 21 I 21 P,121
SP-242, 8 C 191 E 78 F 111 G 129 H 114 I 77 P,708
SP-243, 6 C 72 E 20 F 54 G 71 H 53 I 45 P,321
SP-244, 11 C 92 E 38 F 49 G 49 H 65 I 60 P,364
SP-245, 8 C 98 E 61 F 61 G 83 H 76 I 57 P,444
SP-246, 15 C 194 E 59 F 124 G 135 H 128 I 113 P,768
SP-247, 11 C 181 E 55 F 100 G 116 H 117 I 97 P,677
SP-248, 4 C 76 E 14 F 38 G 41 H 45 I 37 P,255
SP-249, 1 C 35 E 15 F 15 G 29 H 35 I 26 P,156
SP-24, 3 C 14 E 14 F 12 G 7 H 14 I 13 P,77
SP-250, 2 C 76 E 27 F 43 G 54 H 32 I 43 P,277
SP-251, 30 E 6 F 18 G 23 H 23 I 22 P,122
SP-252, 14 C 197 E 58 F 73 G 106 H 113 I 95 P,656
SP-253, 5 C 78 E 36 F 41 G 74 H 67 I 41 P,342
SP-256, 2 C 71 E 23 F 41 G 40 H 35 I 25 P,237
SP-257, 6 C 82 E 30 F 51 G 55 H 65 I 24 P,313
SP-258, 12 C 110 E 27 F 80 G 65 H 72 I 68 P,434
SP-259, 7 C 151 E 38 F 87 G 77 H 90 I 85 P,535
SP-260, 12 C 190 E 56 F 93 G 114 H 80 I 80 P,625
SP-262, 7 C 82 E 23 F 30 G 47 H 30 I 37 P,256
SP-263, 4 C 45 E 13 F 35 G 44 H 38 I 31 P,210
SP-267, 9 C 85 E 31 F 51 G 79 H 60 I 30 P,345
SP-269, 11 C 121 E 44 F 98 G 81 H 125 I 105 P,585
SP-26, 2 C 16 E 12 F 13 G 18 H 14 I 9 P,84
SP-272, 9 C 78 E 29 F 72 G 63 H 56 I 43 P,350
SP-274, 13 C 143 E 55 F 82 G 87 H 90 I 62 P,532
SP-275, 9 C 157 E 70 F 105 G 149 H 129 I 103 P,722
SP-276, 5 C 125 E 47 F 86 G 70 H 80 I 50 P,463
SP-279, 1 C 23 E 7 F 8 G 18 H 13 I 15 P,85
SP-27, 8 C 80 E 38 F 50 G 80 H 45 I 46 P,347
SP-281, 2 C 21 E 7 F 12 G 5 H 7 I 15 P,69
SP-282, 6 C 101 E 44 F 52 G 61 H 64 I 37 P,365
SP-283, 2 C 45 E 28 F 33 G 23 H 27 I 23 P,181
SP-284, 11 C 135 E 32 F 82 G 66 H 64 I 86 P,476
SP-285, 8 C 115 E 30 F 54 G 58 H 62 I 42 P,369
SP-288, 15 C 177 E 73 F 102 G 144 H 105 I 82 P,698
SP-289, 11 C 87 E 40 F 56 G 59 H 49 I 52 P,354
SP-28, 6 E 2 F 5 G 8 H 7 I 9 P,37
SP-291, 21 C 307 E 124 F 162 G 238 H 167 I 137 P,1156
SP-292, 9 C 89 E 41 F 63 G 51 H 66 I 57 P,376
SP-293, 8 C 110 E 67 F 95 G 99 H 96 I 65 P,540
SP-295, 12 C 152 E 36 F 108 G 91 H 79 I 61 P,539
SP-2970, 10 C 120 E 40 F 56 G 80 H 61 I 90 P,457
SP-2972, 6 C 71 E 31 F 44 G 47 H 54 I 43 P,296
SP-2975, 6 C 117 E 34 F 59 G 75 H 56 I 73 P,420
SP-2976, 4 C 71 E 23 F 35 G 36 H 54 I 32 P,255
SP-2978, 4 C 67 E 34 F 49 G 43 H 30 I 38 P,265
SP-2979, 14 C 205 E 76 F 125 G 136 H 131 I 123 P,810
SP-2982, 3 C 97 E 42 F 63 G 63 H 46 I 44 P,358
SP-2983, 8 C 89 E 23 F 65 G 57 H 61 I 40 P,343
SP-2985, 7 C 108 E 36 F 78 G 90 H 76 I 33 P,428
SP-2989, 5 C 47 E 17 F 41 G 40 H 53 I 45 P,248
SP-2999, 3 C 65 E 23 F 40 G 57 H 50 I 48 P,286
SP-299, 6 C 104 E 47 F 89 G 115 H 80 I 58 P,499
SP-29, 9 C 96 E 42 F 56 G 98 H 64 I 52 P,417
SP-2, 3 C 104 E 62 F 56 G 78 H 67 I 55 P,425
SP-3003, 14 C 153 E 60 F 87 G 116 H 113 I 96 P,639
SP-3004, 5 C 70 E 46 F 56 G 76 H 89 I 45 P,387
SP-3009, 70 E 28 F 23 G 57 H 28 I 32 P,238
SP-3013, 4 C 148 E 48 F 79 G 95 H 52 I 57 P,483
SP-3014, 8 C 66 E 44 F 46 G 47 H 68 I 31 P,310
SP-3017, 9 C 148 E 50 F 85 G 93 H 108 I 52 P,545
SP-3018, 7 C 172 E 54 F 101 G 113 H 130 I 94 P,671
SP-301, 3 C 48 E 17 F 32 G 38 H 25 I 17 P,180
SP-3021, 6 C 114 E 43 F 62 G 91 H 97 I 61 P,474
SP-3023, 12 C 184 E 59 F 70 G 102 H 111 I 105 P,643
SP-3024, 6 C 62 E 37 F 29 G 36 H 46 I 28 P,244
SP-3025, 4 C 80 E 41 F 34 G 45 H 56 I 30 P,290
SP-3028, 6 C 52 E 18 F 15 G 24 H 24 I 30 P,169
SP-3029, 3 C 36 E 17 F 27 G 21 H 13 I 17 P,134
SP-302, 1 C 52 E 31 F 24 G 34 H 21 I 13 P,176
SP-3030, 1 C 76 E 32 F 53 G 63 H 54 I 40 P,319
SP-3031, 11 C 119 E 64 F 90 G 141 H 137 I 92 P,654
SP-3035, 15 C 182 E 74 F 108 G 147 H 121 I 78 P,725
SP-3036, 6 C 85 E 32 F 51 G 55 H 55 I 31 P,315
SP-3037, 8 C 95 E 63 F 56 G 76 H 69 I 54 P,421
SP-303, 3 C 84 E 39 F 63 G 92 H 56 I 47 P,384
SP-3040, 7 C 82 E 43 F 55 G 62 H 52 I 46 P,347
SP-3041, 4 C 61 E 13 F 49 G 39 H 30 I 22 P,218
SP-3044, 5 C 66 E 30 F 43 G 50 H 43 I 20 P,257
SP-3046, 7 C 95 E 45 F 52 G 82 H 59 I 19 P,359
SP-3048, 13 C 219 E 89 F 105 G 134 H 120 I 100 P,780
SP-304, 13 C 146 E 40 F 82 G 88 H 87 I 88 P,544
SP-3050, 10 C 164 E 52 F 102 G 106 H 99 I 73 P,606
SP-3054, 8 C 100 E 34 F 72 G 84 H 63 I 42 P,403
SP-3055, 5 C 110 E 61 F 61 G 63 H 72 I 64 P,436
SP-3058, 5 C 94 E 43 F 43 G 62 H 56 I 35 P,338
SP-3059, 1 C 88 E 27 F 35 G 34 H 48 I 48 P,281
SP-305, 2 C 85 E 28 F 42 G 51 H 66 I 38 P,312
SP-3060, 3 C 64 E 26 F 46 G 71 H 38 I 27 P,275
SP-3061, 4 C 66 E 13 F 39 G 42 H 51 I 34 P,249
SP-3062, 4 C 42 E 15 F 24 G 41 H 26 I 36 P,188
SP-3063, 6 C 69 E 27 F 49 G 83 H 48 I 46 P,328
SP-3065, 16 C 197 E 88 F 140 G 178 H 163 I 120 P,902
SP-3066, 5 C 75 E 35 F 57 G 57 H 57 I 46 P,332
SP-3068, 6 C 97 E 36 F 58 G 58 H 58 I 28 P,341
SP-3069, 12 C 209 E 91 F 112 G 156 H 116 I 108 P,804
SP-306, 19 C 203 E 91 F 163 G 171 H 157 I 115 P,919
SP-3070, 11 C 119 E 56 F 84 G 107 H 77 I 73 P,527
SP-3072, 17 C 231 E 85 F 129 G 153 H 96 I 98 P,809
SP-3073, 4 C 43 E 9 F 23 G 17 H 20 I 26 P,142
SP-3074, 4 C 34 E 15 F 26 G 13 H 18 I 26 P,136
SP-3083, 2 C 111 E 42 F 70 G 97 H 58 I 48 P,428
SP-3084, 12 C 189 E 60 F 107 G 111 H 129 I 77 P,685
SP-3094, 1 C 40 E 41 F 18 G 20 H 11 I 16 P,147
SP-3097, 3 C 61 E 28 F 49 G 40 H 64 I 25 P,270
SP-3098, 4 C 98 E 28 F 51 G 49 H 53 I 46 P,329
SP-30, 4 C 67 E 33 F 40 G 57 H 52 I 29 P,282
SP-3103, 10 C 180 E 54 F 139 G 152 H 115 I 64 P,714
SP-3105, 4 C 66 E 40 F 54 G 53 H 31 I 29 P,277
SP-3106, 12 C 120 E 48 F 65 G 70 H 68 I 47 P,430
SP-3107, 2 C 65 E 28 F 29 G 44 H 32 I 10 P,210
SP-3109, 3 C 98 E 34 F 58 G 69 H 61 I 48 P,371
SP-3110, 8 C 128 E 57 F 60 G 130 H 91 I 65 P,539
SP-3111, 6 C 119 E 61 F 90 G 97 H 78 I 68 P,519
SP-3112, 3 C 68 E 25 F 49 G 44 H 33 I 30 P,252
SP-3118, 8 C 99 E 46 F 61 G 72 H 80 I 50 P,416
SP-3119, 5 C 67 E 16 F 38 G 34 H 50 I 43 P,253
SP-311, 10 C 127 E 52 F 68 G 87 H 73 I 44 P,461
SP-312, 10 C 124 E 27 F 65 G 78 H 65 I 44 P,413
SP-316, 8 C 82 E 26 F 58 G 47 H 63 I 54 P,338
SP-317, 21 E 2 F 5 G 5 H 8 I 10 P,51
SP-319, 3 C 53 E 27 F 38 G 41 H 44 I 20 P,226
SP-31, 13 C 185 E 65 F 71 G 137 H 120 I 62 P,653
SP-320, 1 C 53 E 9 F 28 G 26 H 18 I 11 P,146
SP-328, 2 C 40 E 17 F 34 G 22 H 31 I 13 P,159
SP-32, 11 C 95 E 24 F 54 G 61 H 78 I 77 P,400
SP-330, 16 C 128 E 30 F 81 G 106 H 84 I 71 P,516
SP-331, 2 C 91 E 22 F 56 G 48 H 40 I 41 P,300
SP-332, 16 C 154 E 57 F 95 G 128 H 139 I 90 P,679
SP-333, 6 C 45 E 11 F 21 G 45 H 26 I 40 P,194
SP-334, 8 C 13 E 23 F 22 G 21 H 23 I 19 P,129
SP-335, 5 C 126 E 26 F 41 G 70 H 64 I 48 P,380
SP-337, 4 C 67 E 14 F 56 G 55 H 24 I 26 P,246
SP-340, 20 C 227 E 73 F 127 G 148 H 149 I 133 P,877
SP-341, 4 C 76 E 43 F 48 G 73 H 51 I 44 P,339
SP-342, 1 C 1 E 1 F 4 H 7 I 3 P,17
SP-343, 3 C 114 E 44 F 71 G 88 H 61 I 46 P,427
SP-344, 4 C 69 E 46 F 48 G 64 H 53 I 29 P,313
SP-346, 7 C 41 E 24 F 21 G 32 H 22 I 27 P,174
SP-347, 3 C 51 E 20 F 47 G 49 H 37 I 35 P,242
SP-348, 10 C 139 E 47 F 88 G 87 H 92 I 63 P,526
SP-349, 9 C 112 E 27 F 67 G 82 H 62 I 52 P,411
SP-34, 22 C 268 E 81 F 129 G 209 H 192 I 126 P,1027
SP-350, 6 C 106 E 48 F 75 G 62 H 78 I 60 P,435
SP-351, 3 C 23 E 13 F 22 G 16 H 21 I 33 P,131
SP-354, 12 C 123 E 35 F 60 G 97 H 83 I 70 P,480
SP-358, 7 C 79 E 58 F 57 G 77 H 72 I 48 P,398
SP-35, 23 C 284 E 76 F 135 G 172 H 176 I 101 P,967
SP-360, 2 C 48 E 8 F 33 G 24 H 32 I 36 P,183
SP-362, 1 E 1 F 2 G 2 H 3 I,9
SP-37, 5 C 102 E 23 F 50 G 57 H 53 I 71 P,361
SP-38, 7 C 51 E 26 F 21 G 48 H 34 I 20 P,207
SP-3966, 8 C 142 E 73 F 90 G 110 H 109 I 59 P,591
SP-3971, 3 C 56 E 19 F 27 G 43 H 37 I 34 P,219
SP-3982, 9 C 155 E 68 F 86 G 104 H 82 I 57 P,561
SP-3983, 14 C 93 E 27 F 83 G 53 H 57 I 49 P,376
SP-3984, 2 C 43 E 16 F 25 G 29 H 17 I 31 P,163
SP-3992, 4 E 1 F 6 G 3 H 4 I 7 P,25
SP-39, 2 C 64 E 30 F 19 G 50 H 31 I 29 P,225
SP-3, 4 C 31 E 24 F 19 G 26 H 34 I 15 P,153
SP-4016, 4 C 75 E 30 F 47 G 46 H 35 I 29 P,266
SP-4023, 1 C 37 E 11 F 22 G 16 H 27 I 23 P,137
SP-4027,,0
SP-4038, 2 C 11 E 4 F 2 G 8 H 11 I 5 P,43
SP-4044, 2 C 94 E 35 F 51 G 50 H 44 I 30 P,306
SP-4045, 4 C 51 E 17 F 46 G 48 H 31 I 17 P,214
SP-4060, 4 C 50 E 31 F 38 G 31 H 29 I 25 P,208
SP-4145, 4 C 49 E 18 F 33 G 36 H 28 I 26 P,194
SP-4154, 6 C 53 E 10 F 25 G 34 H 21 I 22 P,171
SP-4189, 7 C 89 E 37 F 48 G 84 H 67 I 37 P,369
SP-4220, 7 C 90 E 34 F 61 G 56 H 35 I 36 P,319
SP-4225,,0
SP-4275, 4 C 34 E 18 F 32 G 36 H 23 I 16 P,163
SP-4288, 2 C 43 E 22 F 32 G 25 H 26 I 18 P,168
SP-4300, 4 C 44 E 21 F 49 G 22 H 28 I 20 P,188
SP-4355, 7 C 78 E 35 F 55 G 82 H 66 I 53 P,376
SP-4356, 5 C 68 E 30 F 56 G 66 H 66 I 41 P,332
SP-4360, 9 C 73 E 35 F 46 G 59 H 60 I 20 P,302
SP-4365, 2 C 11 E 2 F 3 G 4 H 9 I 5 P,36
SP-4366, 1 C 52 E 14 F 27 G 25 H 16 I 26 P,161
SP-4369, 2 E 2 F 2 G 1 H 1 P,8
SP-4379, 1 C 10 E 6 F 13 G 6 H 9 I 12 P,57
SP-4380, 1 C 14 E 3 F 15 G 10 H 11 I 16 P,70
SP-4387, 2 C 15 E 2 F 5 G 10 H 10 I 8 P,52
SP-4388, 9 C 146 E 62 F 96 G 160 H 97 I 79 P,649
SP-43, 7 C 112 E 61 F 78 G 85 H 78 I 62 P,483
SP-45, 15 C 201 E 76 F 131 G 180 H 162 I 128 P,893
SP-47, 8 C 65 E 32 F 51 G 56 H 69 I 51 P,332
SP-486, 4 C 72 E 35 F 42 G 62 H 56 I 27 P,298
SP-49, 11 C 94 E 32 F 61 G 45 H 58 I 74 P,375
SP-4, 14 C 196 E 71 F 85 G 109 H 85 I 62 P,622
SP-51, 7 C 89 E 28 F 43 G 69 H 57 I 40 P,333
SP-52, 6 C 134 E 71 F 102 G 115 H 104 I 91 P,623
SP-56, 5 C 84 E 42 F 68 G 67 H 62 I 48 P,376
SP-57, 17 C 160 E 42 F 89 G 110 H 101 I 112 P,631
SP-58, 9 C 116 E 29 F 68 G 85 H 82 I 83 P,472
SP-59, 6 C 75 E 28 F 46 G 55 H 71 I 107 P,388
SP-5, 7 C 124 E 40 F 101 G 100 H 96 I 69 P,537
SP-60, 11 C 117 E 59 F 80 G 105 H 98 I 95 P,565
SP-61, 19 C 200 E 74 F 99 G 119 H 104 I 163 P,778
SP-62, 8 C 130 E 40 F 77 G 69 H 80 I 48 P,452
SP-63, 9 C 169 E 69 F 96 G 117 H 111 I 89 P,660
SP-64, 9 C 120 E 45 F 100 G 72 H 104 I 68 P,518
SP-69, 6 C 62 E 31 F 35 G 41 H 45 I 35 P,255
SP-6, 14 C 124 E 67 F 72 G 109 H 120 I 90 P,596
SP-70, 14 C 190 E 101 F 93 G 152 H 169 I 93 P,812
SP-71, 4 C 55 E 19 F 26 G 51 H 57 I 29 P,241
SP-73, 11 C 173 E 76 F 112 G 108 H 122 I 100 P,702
SP-74, 10 C 161 E 76 F 106 G 118 H 128 I 74 P,673
SP-75, 7 C 97 E 38 F 61 G 76 H 70 I 34 P,383
SP-76, 9 C 149 E 52 F 83 G 134 H 104 I 66 P,597
SP-78, 5 C 80 E 29 F 42 G 63 H 44 I 45 P,308
SP-81, 8 C 75 E 29 F 45 G 50 H 38 I 29 P,274
SP-82, 5 C 75 E 25 F 43 G 56 H 42 I 54 P,300
SP-84, 12 C 161 E 63 F 94 G 111 H 109 I 76 P,626
SP-85, 10 C 169 E 90 F 88 G 112 H 130 I 110 P,709
SP-86, 6 C 171 E 61 F 109 G 106 H 85 I 59 P,597
SP-88, 12 C 61 E 29 F 52 G 70 H 42 I 50 P,316
SP-89, 5 C 84 E 39 F 62 G 76 H 78 I 50 P,394
SP-8, 10 C 146 E 51 F 70 G 85 H 76 I 63 P,501
SP-93, 6 C 97 E 46 F 58 G 62 H 67 I 48 P,384
SP-94, 8 C 105 E 43 F 78 G 90 H 69 I 48 P,441
SP-96, 8 C 123 E 41 F 82 G 118 H 103 I 80 P,555
SP-97, 8 C 195 E 96 F 137 G 208 H 135 I 93 P,872
SP-98, 5 C 117 E 70 F 65 G 76 H 85 I 66 P,484
SAT-101, 9 C 233 E 75 F 247 G 181 H 140 I 175 P,1060
SAT-103, 2 C 97 E 60 F 71 G 100 H 93 I 67 P,490
SAT-104, 5 C 177 E 66 F 63 G 148 H 126 I 125 P,710
SAT-105, 2 C 91 E 61 F 62 G 103 H 69 I 49 P,437
SAT-106, 6 C 184 E 67 F 75 G 143 H 128 I 139 P,742
SAT-107, 5 C 188 E 58 F 149 G 137 H 103 I 107 P,747
SAT-108, 23 C 357 E 110 F 245 G 164 H 168 I 182 P,1249
SAT-109, 26 C 350 E 131 F 184 G 225 H 264 I 216 P,1396
SAT-10, 19 C 270 E 75 F 231 G 205 H 114 I 209 P,1123
SAT-110, 43 C 342 E 86 F 109 G 197 H 162 I 217 P,1156
SAT-111, 40 C 427 E 107 F 332 G 253 H 230 I 279 P,1668
SAT-112, 16 C 206 E 68 F 55 G 141 H 120 I 136 P,742
SAT-113, 24 C 370 E 102 F 208 G 186 H 171 I 198 P,1259
SAT-114, 13 C 227 E 74 F 175 G 188 H 137 I 209 P,1023
SAT-115, 8 C 208 E 70 F 116 G 191 H 239 I 160 P,992
SAT-116, 3 C 71 E 50 F 28 G 69 H 60 I 39 P,320
SAT-117, 13 C 239 E 77 F 176 G 161 H 143 I 139 P,948
SAT-121, 11 C 232 E 80 F 129 G 139 H 135 I 107 P,833
SAT-122, 4 C 113 E 61 F 70 G 98 H 86 I 58 P,490
SAT-126, 18 C 273 E 74 F 205 G 272 H 287 I 146 P,1275
SAT-127, 8 C 212 E 78 F 91 G 163 H 211 I 70 P,833
SAT-1289, 5 C 133 E 73 F 69 G 107 H 119 I 72 P,578
SAT-128, 34 C 366 E 109 F 312 G 264 H 162 I 226 P,1473
SAT-129, 7 C 199 E 69 F 124 G 167 H 128 I 153 P,847
SAT-12, 25 C 230 E 68 F 228 G 186 H 132 I 156 P,1025
SAT-1308, 21 C 468 E 102 F 287 G 210 H 193 I 232 P,1513
SAT-1309, 18 C 206 E 72 F 105 G 164 H 232 I 164 P,961
SAT-130, 9 C 145 E 67 F 102 G 142 H 118 I 174 P,757
SAT-131, 6 C 101 E 45 F 36 G 47 H 68 I 37 P,340
SAT-1329, 8 C 64 E 55 F 39 G 62 H 60 I 33 P,321
SAT-132, 3 C 98 E 56 F 66 G 102 H 85 I 73 P,483
SAT-1331, 12 C 255 E 61 F 93 G 147 H 132 I 78 P,778
SAT-1339, 8 C 212 E 53 F 95 G 124 H 84 I 70 P,646
SAT-133, 17 C 206 E 72 F 115 G 115 H 113 I 104 P,742
SAT-1340, 10 C 149 E 49 F 143 G 114 H 85 I 120 P,670
SAT-1342, 5 C 45 E 32 F 39 G 49 H 51 I 25 P,246
SAT-1344, 29 C 224 E 65 F 154 G 254 H 374 I 123 P,1223
SAT-1346, 9 C 125 E 64 F 72 G 123 H 177 I 66 P,636
SAT-134, 16 C 171 E 67 F 56 G 142 H 101 I 117 P,670
SAT-1358, 17 C 137 E 53 F 111 G 130 H 122 I 73 P,643
SAT-1359, 10 C 202 E 54 F 126 G 156 H 126 I 66 P,740
SAT-135, 1 C 85 E 47 F 37 G 85 H 73 I 44 P,372
SAT-1366, 11 C 199 E 56 F 65 G 109 H 89 I 72 P,601
SAT-1367, 16 C 317 E 63 F 102 G 202 H 193 I 94 P,987
SAT-1369, 12 C 87 E 49 F 59 G 81 H 60 I 43 P,391
SAT-137, 9 C 96 E 61 F 46 G 111 H 44 I 58 P,425
SAT-1388, 2 C 99 E 58 F 45 G 84 H 80 I 40 P,408
SAT-138, 3 C 86 E 53 F 53 G 49 H 71 I 36 P,351
SAT-1391, 19 C 233 E 71 F 119 G 147 H 104 I 83 P,776
SAT-139, 6 C 83 E 44 F 55 G 71 H 34 I 24 P,317
SAT-13, 8 C 161 E 63 F 87 G 131 H 85 I 70 P,605
SAT-1401, 13 C 175 E 86 F 91 G 118 H 151 I 91 P,725
SAT-1403, 4 C 111 E 54 F 46 G 113 H 58 I 45 P,431
SAT-140, 6 C 87 E 53 F 41 G 93 H 69 I 68 P,417
SAT-1415, 22 C 467 E 79 F 118 G 184 H 198 I 169 P,1237
SAT-141, 10 C 158 E 83 F 85 G 154 H 147 I 134 P,771
SAT-142, 13 C 173 E 74 F 86 G 163 H 240 I 65 P,814
SAT-1431, 11 C 106 E 49 F 33 G 123 H 50 I 52 P,424
SAT-1434, 16 C 257 E 60 F 116 G 221 H 213 I 78 P,961
SAT-1446, 7 C 99 E 40 F 27 G 88 H 43 I 40 P,344
SAT-1448, 8 C 178 E 61 F 134 G 183 H 146 I 63 P,773
SAT-1449, 25 C 256 E 47 F 99 G 214 H 186 I 87 P,914
SAT-1450, 5 C 88 E 57 F 64 G 60 H 82 I 39 P,395
SAT-1451, 15 C 291 E 82 F 268 G 212 H 126 I 177 P,1171
SAT-145, 6 C 82 E 62 F 52 G 83 H 67 I 35 P,387
SAT-1462, 15 C 296 E 72 F 168 G 151 H 120 I 172 P,994
SAT-1475, 12 C 301 E 52 F 75 G 130 H 113 I 104 P,787
SAT-149, 6 C 155 E 50 F 106 G 121 H 101 I 90 P,629
SAT-14, 16 C 172 E 55 F 149 G 140 H 91 I 105 P,728
SAT-1507, 32 C 365 E 74 F 207 G 372 H 394 I 141 P,1585
SAT-1508, 8 C 79 E 62 F 47 G 90 H 78 I 48 P,412
SAT-1509, 3 C 133 E 71 F 81 G 138 H 111 I 83 P,620
SAT-150, 33 C 226 E 66 F 224 G 198 H 167 I 108 P,1022
SAT-1510, 3 C 78 E 62 F 46 G 84 H 68 I 27 P,368
SAT-1517, 19 C 258 E 88 F 163 G 289 H 216 I 93 P,1126
SAT-152, 1 C 82 E 57 F 49 G 88 H 72 I 37 P,386
SAT-154, 12 C 148 E 62 F 88 G 130 H 79 I 41 P,560
SAT-1553, 4 C 105 E 61 F 41 G 81 H 71 I 46 P,409
SAT-155, 8 C 184 E 79 F 206 G 130 H 127 I 116 P,850
SAT-1568, 6 C 91 E 41 F 80 G 83 H 64 I 47 P,412
SAT-157, 7 C 82 E 65 F 50 G 90 H 75 I 51 P,420
SAT-1582, 5 C 155 E 51 F 63 G 140 H 154 I 60 P,628
SAT-1585, 7 C 93 E 37 F 82 G 105 H 79 I 88 P,491
SAT-159, 8 C 178 E 70 F 99 G 185 H 260 I 66 P,866
SAT-15, 10 C 179 E 72 F 152 G 169 H 120 I 100 P,802
SAT-1607, 5 C 137 E 57 F 60 G 119 H 67 I 39 P,484
SAT-1608, 3 C 164 E 79 F 65 G 123 H 149 I 61 P,644
SAT-1609, 26 C 292 E 64 F 207 G 264 H 213 I 142 P,1208
SAT-1610, 9 C 179 E 81 F 179 G 183 H 153 I 95 P,879
SAT-1611, 15 C 173 E 70 F 136 G 143 H 100 I 119 P,756
SAT-1613, 17 C 193 E 79 F 98 G 188 H 268 I 95 P,938
SAT-1614, 10 C 226 E 87 F 118 G 232 H 324 I 93 P,1090
