bin,signal_CAZ_count,percent_sect_CAZ,signal_CAZ_aa,MAG_ORFs_aa,ORF_count,signal_pep_count,percent_sect_pep,signal_pep_aa
MED-731,0,0,0,352398,1164,9,17.647058823529413,4773
MED-636,35,57.377049180327866,21969,896835,2524,106,54.92227979274611,65885
MED-641,0,0,0,450682,1428,41,40.19607843137255,24015
MED-736,11,33.33333333333333,6173,704634,1974,37,34.90566037735849,21270
MED-741,20,34.48275862068966,12801,715675,2067,24,30.0,11339
MED-818,6,28.57142857142857,3354,439990,1316,40,47.05882352941176,22836
MED-1223,0,0,0,465892,1416,11,15.714285714285714,8813
MED-704,12,44.44444444444444,6292,440131,1353,43,46.236559139784944,24988
MED-690,6,24.0,3111,737562,2309,38,27.73722627737226,18928
MED-609,8,40.0,5440,904597,2349,53,43.44262295081967,36894
MED-779,13,43.333333333333336,7445,499423,1526,42,43.29896907216495,22718
MED-797,7,15.909090909090908,3088,790400,2441,14,12.612612612612612,6387
MED-603,30,49.18032786885246,18089,660367,1985,82,52.903225806451616,43394
MED-674,5,13.157894736842104,4534,1060835,3480,19,11.949685534591195,8006
MED-820,1,5.88235294117647,251,651413,2069,21,18.421052631578945,10644
MED-857,13,44.827586206896555,6875,505349,1541,56,51.85185185185185,30834
MED-599,15,25.862068965517242,9089,1384697,4162,50,26.595744680851062,35659
MED-593,5,16.129032258064516,2886,494795,1530,12,19.35483870967742,5791
MED-950,2,28.57142857142857,843,321699,1100,9,17.647058823529413,3787
MED-655,36,67.9245283018868,22591,1026326,2622,77,53.103448275862064,42412
MED-622,22,55.00000000000001,14776,828373,2262,70,54.6875,45120
MED-725,2,14.285714285714285,1012,424071,1336,19,24.675324675324674,9385
MED-752,4,21.052631578947366,2014,785421,2525,37,30.57851239669421,14435
MED-1247,2,13.333333333333334,1249,410861,1271,32,41.02564102564102,18792
MED-801,0,0,0,368208,1187,27,35.064935064935064,17645
MED-995,10,37.03703703703704,5740,388899,1165,28,40.57971014492754,20191
MED-610,36,43.373493975903614,20923,1170724,3530,111,48.68421052631579,61261
MED-667,2,12.5,1155,537703,1700,32,29.629629629629626,14881
MED-689,1,7.6923076923076925,512,434249,1502,13,18.84057971014493,4755
MED-717,3,16.666666666666664,1740,507759,1617,6,8.333333333333332,2730
MED-580,9,20.930232558139537,5693,1376899,3980,41,18.303571428571427,20834
MED-809,29,57.99999999999999,18474,518581,1519,21,33.87096774193548,8562
MED-803,0,0,0,662522,1998,18,16.51376146788991,9024
MED-657,1,7.142857142857142,647,646744,2392,13,15.294117647058824,5496
MED-620,6,17.647058823529413,3408,912166,2901,24,14.117647058823529,10188
MED-582,2,11.11111111111111,555,614171,1929,17,20.73170731707317,7485
MED-831,7,15.909090909090908,2754,571271,2068,21,23.863636363636363,7829
MED-846,0,0,0,422050,1192,20,27.397260273972602,19012
MED-588,37,42.04545454545455,19633,1334476,4060,163,60.147601476014756,94183
MED-1190,3,15.0,1384,583535,1846,17,15.178571428571427,9530
MED-665,9,18.75,4137,1430667,5050,36,14.516129032258066,13976
MED-768,4,26.666666666666668,1570,517507,1739,13,14.285714285714285,5304
MED-762,41,69.49152542372882,24662,575471,1736,33,37.93103448275862,19948
MED-715,1,9.090909090909092,338,420414,1460,11,17.1875,4190
MED-867,1,11.11111111111111,772,559167,1839,8,8.24742268041237,3713
MED-810,9,27.27272727272727,4737,893584,2788,55,29.891304347826086,29926
MED-734,16,33.33333333333333,9271,823648,2303,77,50.993377483443716,48340
MED-743,3,14.285714285714285,1497,619805,1770,15,18.9873417721519,10052
MED-1155,3,12.5,1343,598706,1944,23,23.232323232323232,11112
MED-1122,33,50.0,26063,1119936,2884,71,49.65034965034965,38890
MED-633,19,28.78787878787879,7078,1061333,3438,46,25.136612021857925,15422
MED-855,2,12.5,1207,663208,2082,71,49.65034965034965,38919
MED-591,2,18.181818181818183,680,491456,1520,35,42.168674698795186,18288
MED-828,5,25.0,2772,657718,1993,56,47.863247863247864,25971
MED-706,2,18.181818181818183,1995,460848,1243,20,26.666666666666668,18365
MED-692,24,53.333333333333336,15516,761200,2028,73,55.3030303030303,46930
MED-698,11,33.33333333333333,5229,955744,2957,55,26.31578947368421,28553
MED-601,54,41.53846153846154,42103,2079244,5352,83,38.604651162790695,46554
MED-676,6,17.142857142857142,3685,640283,1956,42,40.77669902912621,29800
MED-1017,1,11.11111111111111,421,353305,1190,2,3.7037037037037033,640
MED-695,33,54.09836065573771,20005,847542,2581,96,50.79365079365079,58167
MED-671,19,44.18604651162791,13166,1006761,2734,57,42.53731343283582,37655
MED-606,0,0,0,276667,982,6,11.320754716981133,2388
MED-792,1,7.142857142857142,322,673539,2220,15,13.636363636363635,6051
MED-928,9,30.0,3827,1137548,3900,49,19.838056680161944,25904
MED-825,16,41.02564102564102,9875,800854,2407,82,48.80952380952381,45879
MED-1269,3,21.428571428571427,1924,609951,1922,11,10.377358490566039,4047
MED-955,0,0,0,474120,1532,31,31.313131313131315,21496
MED-596,12,37.5,7712,580520,1641,38,41.30434782608695,25131
MED-649,10,34.48275862068966,6075,434774,1293,41,48.23529411764706,29554
MED-744,8,30.76923076923077,5139,737065,2346,62,50.0,39493
MED-733,15,40.54054054054054,8749,727421,2077,63,49.21875,46593
MED-643,25,35.714285714285715,18229,1158865,3235,43,30.714285714285715,19063
MED-739,5,21.73913043478261,3375,412868,1240,9,16.363636363636363,4375
MED-718,4,28.57142857142857,1980,332061,1073,39,51.31578947368421,24354
MED-615,10,52.63157894736842,7221,518837,1608,47,42.34234234234234,26325
MED-712,12,54.54545454545454,7254,504895,1444,61,54.46428571428571,37720
MED-765,4,20.0,1793,613824,1979,18,16.9811320754717,7797
MED-668,47,45.19230769230769,29775,1277124,3898,106,47.32142857142857,64325
MED-585,4,25.0,2196,646815,2167,16,15.09433962264151,7266
MED-1270,0,0,0,423782,1368,1,1.3157894736842104,435
MED-841,8,40.0,5069,422813,1258,13,24.528301886792452,6443
MED-650,5,9.25925925925926,1900,560611,2079,15,15.957446808510639,5144
MED-757,3,15.789473684210526,1893,628570,1909,29,26.851851851851855,21643
MED-879,0,0,0,498024,1591,19,21.34831460674157,10761
MED-629,41,50.0,27811,1135082,2970,71,47.651006711409394,33296
MED-753,0,0,0,366293,1201,9,21.951219512195124,3598
MED-623,48,58.536585365853654,28263,777940,2422,54,39.130434782608695,29612
MED-654,18,40.909090909090914,9008,615804,1840,71,47.333333333333336,40525
MED-759,6,26.08695652173913,3025,562995,1842,16,19.51219512195122,6832
MED-899,3,27.27272727272727,2343,614240,1703,20,27.027027027027028,17901
MED-1094,10,38.46153846153847,5457,529298,1449,42,41.17647058823529,25846
MED-716,6,14.285714285714285,2941,869189,2824,21,14.583333333333334,8721
MED-682,7,31.818181818181817,5499,807083,2695,24,20.168067226890756,12384
MED-666,1,5.263157894736842,386,519988,1516,41,43.61702127659575,25576
MED-611,8,32.0,5362,638626,2011,63,46.666666666666664,36979
MED-581,7,31.818181818181817,4176,701605,2201,71,48.96551724137931,35935
MED-630,0,0,0,387544,1470,7,9.859154929577464,3168
MED-740,0,0,0,291299,1241,3,7.142857142857142,1518
MED-819,16,43.24324324324324,10395,455778,1308,47,50.0,32475
MED-880,2,11.11111111111111,953,530837,1704,10,13.88888888888889,3745
MED-813,0,0,0,458472,1503,4,5.714285714285714,1246
MED-778,18,60.0,13239,442845,1357,28,35.0,13384
MED-796,37,57.8125,22989,669699,1976,41,35.96491228070175,26520
MED-602,2,10.0,1092,602218,2193,9,15.517241379310345,3906
MED-705,1,20.0,434,570670,1541,17,25.37313432835821,15789
MED-608,13,37.142857142857146,8549,890222,2447,56,43.75,34546
MED-592,29,43.93939393939394,15780,1141414,3595,108,49.09090909090909,65742
MED-598,0,0,0,463269,1365,39,41.05263157894737,29358
MED-856,5,17.24137931034483,5390,572809,1519,11,17.741935483870968,5338
MED-921,2,15.384615384615385,2431,655976,1691,20,24.390243902439025,18427
MED-595,2,16.666666666666664,796,657812,2141,10,9.25925925925926,5054
MED-605,5,22.727272727272727,2192,515569,1787,8,12.903225806451612,3602
MED-672,7,18.91891891891892,3889,1222136,3568,44,20.46511627906977,20827
MED-708,27,51.92307692307693,16935,1048556,2914,61,41.49659863945578,36694
MED-775,1,12.5,735,585284,1827,12,14.117647058823529,6791
MED-696,33,56.896551724137936,22419,469231,1447,11,22.916666666666664,4505
MED-702,16,25.0,8993,969494,3102,104,49.056603773584904,60191
MED-814,4,21.052631578947366,1904,617409,2056,16,17.02127659574468,7250
MED-104,3,23.076923076923077,1807,280601,994,6,13.043478260869565,3226
MED-637,3,12.5,1653,638157,2101,20,21.978021978021978,9135
MED-730,1,6.666666666666667,588,463040,1493,15,18.072289156626507,7293
MED-747,4,14.285714285714285,1865,521572,1477,27,33.33333333333333,16479
MED-835,6,25.0,2864,557346,1623,26,28.888888888888886,13512
MED-586,8,25.0,4291,501820,1400,43,46.73913043478261,29150
MED-1093,2,14.285714285714285,2483,674014,1729,21,25.925925925925924,18187
MED-766,0,0,0,509796,1695,10,13.513513513513514,4239
MED-616,2,13.333333333333334,1041,668731,2147,17,15.315315315315313,7094
MED-661,64,54.700854700854705,49351,2037910,5399,115,45.81673306772908,63521
MED-870,1,11.11111111111111,675,514984,1435,23,30.263157894736842,18148
MED-754,21,55.26315789473685,13441,560734,1842,33,32.35294117647059,18897
MED-659,51,66.23376623376623,36699,1303594,3266,103,55.376344086021504,54680
MED-729,4,26.666666666666668,2386,485189,1509,11,15.277777777777779,5212
MED-653,12,26.08695652173913,5926,1063333,3370,104,48.82629107981221,60680
MED-624,11,29.72972972972973,5897,1130763,3631,128,52.459016393442624,70313
NAT-138,6,16.666666666666664,3263,739581,2207,29,22.48062015503876,12702
NAT-145,19,37.254901960784316,13376,569196,1652,15,25.0,6585
NAT-132,34,60.71428571428571,27327,984688,2488,65,53.71900826446281,30801
NAT-40,6,10.714285714285714,2219,665027,2473,24,21.62162162162162,9224
NAT-575,2,16.666666666666664,1023,611023,2086,11,7.971014492753622,5149
NAT-231,26,50.98039215686274,17840,470531,1353,45,50.0,27104
NAT-96,2,16.666666666666664,2305,569737,1506,18,26.47058823529412,16292
NAT-72,4,26.666666666666668,1983,671375,2196,13,11.711711711711711,5854
NAT-100,2,13.333333333333334,757,663753,2093,6,4.918032786885246,3046
NAT-203,8,23.52941176470588,4461,639477,1805,53,42.4,37203
NAT-290,17,9.714285714285714,8779,2069937,6090,63,25.099601593625497,33170
NAT-209,15,30.612244897959183,8663,747896,2342,70,45.45454545454545,38010
NAT-121,18,26.08695652173913,9332,1574329,4638,100,41.1522633744856,58307
NAT-53,,0,0,333840,1084,7,14.583333333333334,3458
NAT-24,7,25.0,3376,817183,2627,37,31.092436974789916,15789
NAT-222,,0,0,374297,1205,4,6.666666666666667,1932
NAT-255,3,20.0,1686,624773,1983,9,8.571428571428571,5253
NAT-16,6,14.285714285714285,3303,1072355,3452,124,49.79919678714859,67864
NAT-61,98,58.333333333333336,76544,2316151,5989,116,45.13618677042802,69370
NAT-113,10,25.0,5015,911888,2962,91,47.15025906735752,50100
NAT-453,0,0,0,453089,1463,6,7.6923076923076925,2674
NAT-85,68,48.92086330935252,40155,1141744,3291,137,59.05172413793104,98376
NAT-119,1,9.090909090909092,406,563838,1916,6,7.894736842105263,2482
NAT-210,139,66.50717703349282,84018,1330002,3707,158,63.2,107847
NAT-284,2,11.11111111111111,1211,782895,2447,4,2.6143790849673203,1947
NAT-217,6,40.0,3933,524524,1511,37,38.94736842105263,31250
NAT-88,8,40.0,3735,498557,1341,50,52.63157894736842,37733
NAT-66,5,13.88888888888889,2576,877884,2771,19,13.10344827586207,7881
NAT-11,2,13.333333333333334,2420,614036,1629,22,27.500000000000004,19692
NAT-163,18,40.909090909090914,9075,548351,1636,29,36.708860759493675,18401
NAT-82,17,17.17171717171717,6416,1239847,3933,32,19.16167664670659,13470
NAT-187,22,39.285714285714285,14036,777269,2193,63,43.75,41689
NAT-169,34,27.200000000000003,16280,1625342,4954,45,18.828451882845187,17476
NAT-258,18,27.27272727272727,12079,1097502,3421,63,43.75,41558
NAT-7,18,20.689655172413794,8533,1600229,5122,39,17.647058823529413,14279
NAT-686,8,36.36363636363637,4887,867160,2783,27,17.419354838709676,16593
NAT-252,14,48.275862068965516,7007,457970,1377,52,52.52525252525253,30831
NAT-225,8,30.76923076923077,5439,990219,2968,117,56.25,56637
NAT-23,63,47.72727272727273,51330,2167853,5937,141,47.63513513513514,80367
NAT-54,0,0,0,380911,1059,16,25.396825396825395,16035
NAT-91,12,26.666666666666668,5135,892371,2856,94,47.474747474747474,50661
NAT-430,0,0,0,303138,993,10,24.390243902439025,4752
NAT-75,15,34.883720930232556,7030,1043434,3229,44,26.993865030674847,21402
NAT-170,5,10.204081632653061,1884,1158813,3688,44,20.0,20059
NAT-241,7,25.0,3290,610304,2025,19,21.59090909090909,7755
NAT-236,50,61.72839506172839,28429,688073,1931,46,43.39622641509434,26159
NAT-142,36,69.23076923076923,23828,846993,2235,61,52.13675213675214,32616
NAT-30,15,22.727272727272727,7130,1442909,4225,48,24.120603015075375,20642
NAT-238,3,25.0,2984,601595,1598,20,28.985507246376812,21394
NAT-245,2,13.333333333333334,857,385776,1328,11,20.0,4781
NAT-232,4,21.052631578947366,1879,396338,1252,20,27.397260273972602,9997
NAT-501,5,22.727272727272727,2317,382097,1119,44,51.162790697674424,27902
NAT-34,3,18.75,1382,468878,1493,43,37.391304347826086,24712
NAT-43,3,15.789473684210526,1660,626426,1931,28,26.41509433962264,14750
NAT-131,27,32.53012048192771,17950,2695088,7096,139,42.50764525993883,72241
NAT-146,0,0,0,461142,1492,11,14.285714285714285,5874
NAT-200,7,36.84210526315789,4114,360902,1113,45,55.55555555555556,25102
NAT-71,2,11.11111111111111,1219,826452,2602,9,5.389221556886228,5166
NAT-190,,0,0,405176,1301,5,4.716981132075472,3188
NAT-109,7,25.925925925925924,4176,707291,2361,26,26.0,12031
NAT-221,2,14.285714285714285,1166,538178,1758,17,22.972972972972975,8103
NAT-9,16,32.0,7560,999840,3095,26,18.97810218978102,10024
NAT-3,22,25.0,11001,1714419,5485,63,23.42007434944238,28178
NAT-155,102,73.91304347826086,69723,2122077,5334,125,45.62043795620438,67703
NAT-280,4,23.52941176470588,3019,587212,1728,84,53.84615384615385,45773
NAT-68,2,13.333333333333334,2400,668524,1780,22,28.947368421052634,18918
NAT-167,22,24.719101123595504,9349,1727101,5632,56,22.400000000000002,21900
NAT-62,1,12.5,929,468101,1335,28,32.94117647058823,20180
NAT-15,128,62.13592233009708,74511,1432259,4210,180,61.224489795918366,132093
NAT-81,4,11.11111111111111,1971,1233288,3580,46,26.900584795321635,35580
NAT-18,7,25.0,3485,625140,1747,26,28.888888888888886,13853
NAT-117,27,14.285714285714285,26971,1989978,5881,79,28.31541218637993,44831
NAT-12,11,36.666666666666664,7227,426409,1230,42,43.29896907216495,26113
NAT-269,13,50.0,7191,464586,1362,34,43.58974358974359,19646
NAT-158,5,26.31578947368421,1808,719784,2256,19,16.379310344827587,9262
NAT-20,16,29.09090909090909,8190,1473803,4678,59,25.541125541125542,23101
NAT-125,9,19.565217391304348,3651,856827,2826,30,26.31578947368421,11857
NAT-4,18,26.08695652173913,10081,1483341,4303,51,25.37313432835821,24341
NAT-173,19,23.170731707317074,9297,1618643,5145,63,25.925925925925924,26167
NAT-179,9,32.142857142857146,5077,543104,1525,40,43.01075268817204,27704
NAT-197,13,28.888888888888886,6634,614753,1776,39,43.333333333333336,24667
NAT-92,50,40.65040650406504,27818,1172935,3568,84,50.0,54703
NAT-33,7,14.285714285714285,3970,1483369,4388,40,16.736401673640167,17533
NAT-141,4,28.57142857142857,1691,590719,1926,21,23.333333333333332,10901
NAT-136,5,15.151515151515152,2841,467993,1332,30,35.714285714285715,19711
NAT-39,3,8.108108108108109,1774,839530,2695,12,8.633093525179856,4873
NAT-248,27,45.76271186440678,16169,557752,1649,41,39.04761904761905,27656
NAT-242,29,64.44444444444444,18419,869745,2327,47,42.34234234234234,25543
NAT-278,1,4.545454545454546,790,542803,1780,22,30.985915492957744,10213
NAT-272,3,18.75,1527,379719,1116,48,54.54545454545454,29543
NAT-205,12,33.33333333333333,6908,559364,1590,34,36.17021276595745,22607
NAT-74,2,16.666666666666664,870,493018,1431,38,42.22222222222222,29653
NAT-171,2,25.0,1280,476305,1494,5,7.042253521126761,2180
NAT-90,17,44.73684210526316,10983,483993,1377,59,54.629629629629626,35493
NAT-237,26,55.319148936170215,15307,592014,1796,13,21.666666666666668,4989
NAT-143,1,9.090909090909092,757,657366,2044,6,5.88235294117647,2385
NAT-134,33,41.77215189873418,20518,1303672,3738,126,56.25,80261
NAT-46,7,20.0,3577,917052,2798,37,25.694444444444443,15823
NAT-149,18,52.94117647058824,11967,990268,2673,63,44.680851063829785,43234
NAT-168,0,0,0,309178,1082,3,5.769230769230769,2067
NAT-422,11,40.74074074074074,7319,584742,1640,50,44.24778761061947,32938
NAT-89,14,32.55813953488372,6978,1066070,3408,113,50.22222222222222,62243
NAT-10,15,15.151515151515152,7590,1588104,4942,62,28.054298642533936,33507
NAT-67,14,27.450980392156865,6227,1109788,3417,54,35.76158940397351,28742
NAT-224,5,31.25,2878,529569,1531,39,39.0,27969
NAT-253,15,21.12676056338028,6523,1320420,4137,51,23.943661971830984,29578
NAT-6,48,52.74725274725275,30900,1507723,4312,142,56.8,83429
NAT-259,11,50.0,7795,545059,1648,43,38.05309734513274,25049
NAT-28,4,9.75609756097561,2295,1210566,3727,29,19.333333333333332,13067
NAT-127,7,17.073170731707318,3210,1074862,3408,45,27.77777777777778,23980
NAT-55,5,25.0,3028,637487,2005,27,30.337078651685395,16797
NAT-22,87,41.42857142857143,59867,1902067,5140,49,32.450331125827816,33190
NAT-417,0,0,0,428370,1311,5,7.8125,2057
NAT-157,12,26.666666666666668,4971,774775,2448,30,26.31578947368421,14002
NAT-52,13,41.935483870967744,7135,620310,1757,44,41.509433962264154,32397
NAT-510,,0,0,323739,1051,11,22.916666666666664,5751
NAT-1,10,17.543859649122805,7298,1696773,5988,39,20.855614973262032,20175
NAT-84,14,41.17647058823529,7899,1180739,3675,101,35.43859649122807,55185
NAT-118,0,0,0,438681,1425,2,3.3333333333333335,546
NAT-181,32,62.745098039215684,20872,934986,2452,71,54.61538461538461,41774
NAT-60,12,25.0,6239,785117,2548,74,41.57303370786517,39422
NAT-17,10,21.73913043478261,3409,1086039,3537,41,24.2603550295858,15845
NAT-165,11,30.555555555555557,7292,790987,2165,60,49.18032786885246,38996
NAT-288,2,15.384615384615385,2393,535043,1395,16,21.91780821917808,12476
NAT-282,58,51.78571428571429,31341,925379,2764,102,56.353591160220994,69891
NAT-133,36,39.130434782608695,20717,1406592,3551,142,58.19672131147541,107089
NAT-41,22,44.89795918367347,12108,744268,2151,77,53.103448275862064,44546
NAT-139,0,0,0,455035,1258,16,23.88059701492537,16957
NAT-509,,0,0,339902,1108,7,14.893617021276595,3638
NAT-198,5,35.714285714285715,3067,538723,1507,38,38.775510204081634,28758
NAT-176,3,7.6923076923076925,1400,1194669,3490,50,29.239766081871345,23324
NAT-101,7,38.88888888888889,4725,684646,2076,79,50.967741935483865,38642
NAT-441,0,0,0,448123,1482,5,7.6923076923076925,2319
NAT-79,9,19.148936170212767,7121,1231721,3479,43,26.21951219512195,22947
NAT-291,22,36.0655737704918,9971,1307608,4147,66,29.596412556053814,29674
NAT-178,7,35.0,3786,866253,2769,50,43.47826086956522,21568
NAT-535,1,14.285714285714285,220,489472,1447,15,21.73913043478261,6963
NAT-172,0,0,0,390546,1239,13,22.413793103448278,7859
NAT-206,1,7.6923076923076925,536,687355,2187,17,13.28125,9015
NAT-271,1,11.11111111111111,638,354550,1231,18,30.0,7240
NAT-32,36,26.47058823529412,25327,1453280,4228,42,30.215827338129497,29491
NAT-45,2,10.526315789473683,700,531935,1530,38,40.0,23473
NAT-137,1,25.0,520,596310,1947,6,6.741573033707865,3045
NAT-249,5,12.195121951219512,2190,481720,1688,15,19.736842105263158,5356
NAT-161,28,60.86956521739131,14978,597290,1738,60,49.18032786885246,38779
NAT-116,3,6.0,1981,848290,2669,18,15.126050420168067,6982
NAT-64,12,31.57894736842105,5679,1280015,4013,59,30.89005235602094,27226
NAT-13,1,5.0,805,501402,1597,4,5.063291139240507,1345
NAT-185,3,18.75,1617,684819,2213,9,9.183673469387756,3638
NAT-19,21,61.76470588235294,19116,1217418,3225,103,56.59340659340659,61989
NAT-21,8,17.02127659574468,5230,1355584,4341,140,48.78048780487805,76234
NAT-124,6,5.263157894736842,4497,1769980,5145,66,22.99651567944251,35178
NAT-5,10,15.151515151515152,5822,979451,3029,80,46.51162790697674,54228
NAT-2,11,47.82608695652174,8916,1135350,2896,71,47.651006711409394,52817
NAT-8,25,37.3134328358209,15781,2527933,6978,127,38.95705521472393,66988
NAT-220,5,33.33333333333333,3137,537341,1575,38,32.758620689655174,26995
NAT-26,7,25.925925925925924,2623,951998,2981,42,28.37837837837838,22113
NAT-154,0,0,0,629047,1799,20,24.096385542168676,17377
NAT-123,22,14.56953642384106,15141,2422833,6932,97,26.795580110497237,63536
NAT-129,13,28.888888888888886,7301,1164266,3366,115,49.14529914529914,73091
NAT-218,0,0,0,709743,2452,10,6.134969325153374,4945
NAT-212,62,53.91304347826087,38039,1063066,3455,82,49.39759036144578,46865
NAT-111,42,44.680851063829785,25496,1360422,4072,164,63.07692307692307,109711
NAT-166,8,25.0,4461,726978,2102,38,33.6283185840708,26221
NAT-188,1,5.88235294117647,736,800350,2508,4,2.3952095808383236,1488
NAT-14,50,64.1025641025641,41650,1679106,4482,81,43.08510638297872,45843
NAT-182,2,22.22222222222222,926,431534,1454,5,9.433962264150944,2247
NAT-69,52,65.82278481012658,41110,1497520,3761,83,45.3551912568306,47460
NAT-239,5,7.8125,4293,1328007,4232,48,21.052631578947366,24715
NAT-130,159,65.70247933884298,108606,2105540,5858,83,40.88669950738916,48196
NAT-276,14,33.33333333333333,6650,1058919,3324,43,25.595238095238095,18531
NAT-201,7,9.45945945945946,4753,874175,2734,20,16.39344262295082,8377
NAT-108,3,13.043478260869565,1578,767564,2486,12,9.448818897637794,5394
NAT-94,18,27.692307692307693,8512,1886441,5389,85,33.07392996108949,40716
NAT-102,4,23.52941176470588,2126,652466,2094,12,12.371134020618557,5221
NAT-175,16,45.714285714285715,9967,582242,1759,51,50.495049504950494,28911
NAT-70,8,10.81081081081081,3336,862259,3062,23,16.911764705882355,9264
NP-955,1,4.761904761904762,550,1172774,3661,20,13.698630136986301,9845
NP-90,16,37.2093023255814,7624,1065835,3278,53,31.92771084337349,27416
NP-142,0,0,0,344144,1452,0,0,0
NP-135,3,21.428571428571427,1133,827117,2861,10,7.246376811594203,4477
NP-107,17,47.22222222222222,11279,681925,1804,53,50.0,33117
NP-151,9,34.61538461538461,3995,750211,2352,44,33.587786259541986,21343
NP-89,4,7.8431372549019605,2461,971783,2689,78,50.0,57442
NP-10,17,25.37313432835821,6840,1251087,4120,36,20.0,13352
NP-946,14,41.17647058823529,7008,510242,1576,47,50.53763440860215,25565
NP-931,0,0,0,567363,1829,39,39.795918367346935,21062
NP-28,14,33.33333333333333,5540,1050137,3426,39,26.71232876712329,16733
NP-6,32,20.253164556962027,13967,1998061,6645,74,27.715355805243448,30700
NP-55,11,52.38095238095239,6671,577789,1682,79,47.878787878787875,44510
NP-22,11,45.83333333333333,5386,352833,1091,42,50.602409638554214,24315
NP-113,7,18.91891891891892,2945,1365959,4547,30,11.406844106463879,12490
NP-58,45,65.21739130434783,32413,1136032,2966,84,51.533742331288344,41698
NP-997,7,36.84210526315789,5258,776580,2150,54,41.86046511627907,30135
NP-973,7,36.84210526315789,3361,899564,2890,29,28.155339805825243,13816
NP-1051,3,16.666666666666664,1483,348003,1150,13,20.0,5888
NP-119,14,25.925925925925924,10395,3187969,7843,156,43.45403899721448,105995
NP-25,2,4.651162790697675,1584,784984,2429,19,16.23931623931624,7002
NP-52,3,11.538461538461538,1759,613735,2013,17,18.478260869565215,7967
NP-1,9,32.142857142857146,3214,689730,2255,32,28.82882882882883,12491
NP-156,13,41.935483870967744,5736,843525,2648,35,27.34375,17082
NP-60,15,22.388059701492537,9795,1678436,4913,58,29.896907216494846,46366
NP-17,10,17.857142857142858,4648,654776,2392,24,23.300970873786408,8861
NP-936,9,18.367346938775512,4646,1388890,4229,146,55.72519083969466,71286
NP-36,6,13.636363636363635,2387,1351135,4140,56,27.053140096618357,26186
NP-41,8,14.814814814814813,4876,1568146,4588,58,29.145728643216078,40627
NP-960,50,64.93506493506493,39277,1264639,3023,85,53.459119496855344,47112
NP-1472,6,31.57894736842105,2851,473053,1606,15,22.727272727272727,7435
NP-100,14,37.83783783783784,7099,1113833,3299,91,44.1747572815534,56473
NP-952,5,10.204081632653061,2660,1122618,3369,28,17.391304347826086,16804
NP-73,1,7.142857142857142,961,576292,1565,18,22.78481012658228,14689
NP-138,2,7.6923076923076925,948,651089,2089,8,10.0,4078
NP-1070,0,0,0,435858,1393,27,34.177215189873415,17344
NP-97,6,22.22222222222222,3688,1063789,3250,21,10.294117647058822,10896
NP-79,2,11.76470588235294,763,614054,1924,18,17.475728155339805,8722
NP-132,4,26.666666666666668,3945,734303,2374,9,7.142857142857142,3608
NP-77,0,0,0,564989,2002,4,2.9629629629629632,2603
NP-99,90,52.02312138728323,57979,2444532,6589,108,39.130434782608695,59923
NP-1444,6,31.57894736842105,2711,639736,2121,25,29.761904761904763,13968
NP-956,6,26.08695652173913,3817,910011,2755,83,48.25581395348838,46070
NP-38,32,64.0,22276,1173574,3115,67,44.370860927152314,37969
NP-104,3,20.0,1969,500394,1482,35,36.84210526315789,24311
NP-980,7,29.166666666666668,3398,598684,1923,32,26.446280991735538,14625
NP-964,7,21.21212121212121,2739,1131070,3565,80,32.52032520325203,48233
NP-32,10,26.31578947368421,4023,1277218,3936,33,19.186046511627907,15920
NP-45,7,19.444444444444446,2907,891935,2722,26,22.22222222222222,11795
NP-1046,5,27.77777777777778,2334,573367,1812,22,28.205128205128204,9175
NP-932,3,15.789473684210526,2693,543654,1569,51,46.788990825688074,35366
NP-945,23,45.09803921568628,19014,942532,2593,40,34.78260869565217,19966
NP-64,15,41.66666666666667,12073,607789,1901,41,35.96491228070175,26348
NP-13,15,35.714285714285715,6782,1072538,3371,49,29.6969696969697,24127
NP-1160,10,40.0,5593,441079,1314,25,33.78378378378378,17186
NP-125,14,28.000000000000004,6570,1185819,3695,61,35.26011560693642,33705
NP-80,1,10.0,878,452360,1449,5,6.666666666666667,2385
NP-5,122,68.53932584269663,71198,2024257,5639,197,59.337349397590366,158827
NP-21,10,35.714285714285715,6648,1172984,3787,145,56.86274509803921,74734
NP-56,5,9.433962264150944,2649,832400,2664,18,16.216216216216218,7196
NP-993,14,43.75,9029,914917,2596,152,62.04081632653061,87522
NP-117,38,52.77777777777778,31125,1201033,3074,53,38.1294964028777,47584
NP-51,4,22.22222222222222,2274,788519,2508,99,56.896551724137936,53622
NP-26,29,46.774193548387096,14944,920616,2936,92,46.93877551020408,53854
NP-2,83,57.638888888888886,53829,1470099,4176,136,52.71317829457365,81484
NP-1052,29,52.72727272727272,19038,702713,2128,42,34.42622950819672,25991
NP-970,1,9.090909090909092,404,795678,2427,9,8.108108108108109,3628
NP-8,11,45.83333333333333,4347,813379,2571,74,44.31137724550898,42394
NP-110,0,0,0,393070,1097,14,23.333333333333332,13526
NP-942,2,14.285714285714285,579,785206,2546,17,12.318840579710146,9006
NP-63,6,31.57894736842105,3030,605208,1932,25,17.482517482517483,13185
NP-122,1,8.333333333333332,345,768896,2417,13,8.904109589041095,6258
NP-69,40,39.603960396039604,26829,1503756,4321,31,19.25465838509317,17458
