gene_callers_id,contig,start,stop,integron,ocean
194625,SAT-97_163014,27321,27549,CALIN,SAT
194626,SAT-97_163014,27631,27916,CALIN,SAT
202443,SAT-112_194940,11666,12842,CALIN,SAT
202444,SAT-112_194940,12933,13248,CALIN,SAT
202445,SAT-112_194940,13255,13474,CALIN,SAT
202446,SAT-112_194940,13499,14705,CALIN,SAT
202549,SAT-112_194940,114614,115619,complete,SAT
202550,SAT-112_194940,115941,116286,complete,SAT
202551,SAT-112_194940,116403,117735,complete,SAT
202552,SAT-112_194940,117749,118103,complete,SAT
202553,SAT-112_194940,118234,118477,complete,SAT
202554,SAT-112_194940,118527,119286,complete,SAT
202555,SAT-112_194940,119380,120304,complete,SAT
202556,SAT-112_194940,120333,120594,complete,SAT
202557,SAT-112_194940,120713,121421,complete,SAT
202558,SAT-112_194940,121484,122081,complete,SAT
206485,SAT-87_MHASMcontig_1757329,32,491,CALIN,SAT
206486,SAT-87_MHASMcontig_1757329,592,1246,CALIN,SAT
206487,SAT-87_MHASMcontig_1757329,1394,2291,CALIN,SAT
206488,SAT-87_MHASMcontig_1757329,2870,3536,CALIN,SAT
210055,SAT-149_MHASMcontig_2244722,6926,9707,CALIN,SAT
210056,SAT-149_MHASMcontig_2244722,9853,11161,CALIN,SAT
210057,SAT-149_MHASMcontig_2244722,11292,11907,CALIN,SAT
210058,SAT-149_MHASMcontig_2244722,11887,12148,CALIN,SAT
217454,SAT-85_MHASMcontig_468064,3635,4496,CALIN,SAT
217455,SAT-85_MHASMcontig_468064,4580,5348,CALIN,SAT
238732,SAT-69_143679,60357,60972,CALIN,SAT
238733,SAT-69_143679,61264,61891,CALIN,SAT
238734,SAT-69_143679,62021,62507,CALIN,SAT
238743,SAT-69_147941,11539,12490,CALIN,SAT
238744,SAT-69_147941,12483,14463,CALIN,SAT
238745,SAT-69_147941,14468,15065,CALIN,SAT
238746,SAT-69_147941,15335,15473,CALIN,SAT
238747,SAT-69_147941,15712,15922,CALIN,SAT
239560,SAT-217_148690,6755,7232,CALIN,SAT
239561,SAT-217_148690,7325,9407,CALIN,SAT
243446,SAT-61_MHASMcontig_1763264,23312,24197,CALIN,SAT
243447,SAT-61_MHASMcontig_1763264,24215,24926,CALIN,SAT
244902,SAT-26_243254,146602,147568,complete,SAT
244903,SAT-26_243254,147801,148170,complete,SAT
244904,SAT-26_243254,148273,148624,complete,SAT
244905,SAT-26_243254,148676,149129,complete,SAT
244906,SAT-26_243254,149341,150310,complete,SAT
244907,SAT-26_243254,150684,151164,complete,SAT
244908,SAT-26_243254,151426,152098,complete,SAT
244909,SAT-26_243254,152478,152865,complete,SAT
244910,SAT-26_243254,152892,153147,complete,SAT
244911,SAT-26_243254,153238,153739,complete,SAT
253156,SAT-177_MHASMcontig_1965468,10860,11637,CALIN,SAT
259235,SAT-230_MHASMcontig_811684,161,581,CALIN,SAT
259245,SAT-230_MHASMcontig_811684,7380,7737,CALIN,SAT
259246,SAT-230_MHASMcontig_811684,7856,8309,CALIN,SAT
259247,SAT-230_MHASMcontig_811684,8309,9188,CALIN,SAT
259248,SAT-230_MHASMcontig_811684,9318,10011,CALIN,SAT
259249,SAT-230_MHASMcontig_811684,10143,10560,CALIN,SAT
259250,SAT-230_MHASMcontig_811684,10968,11496,CALIN,SAT
259251,SAT-230_MHASMcontig_811684,11612,12578,CALIN,SAT
259252,SAT-230_MHASMcontig_811684,12722,13196,CALIN,SAT
260124,SAT-6_242233,101058,101358,CALIN,SAT
260125,SAT-6_242233,101389,102943,CALIN,SAT
260126,SAT-6_242233,103031,103820,CALIN,SAT
260127,SAT-6_242233,103926,104874,CALIN,SAT
265422,SAT-109_302934,16248,16662,CALIN,SAT
265423,SAT-109_302934,16758,17481,CALIN,SAT
265424,SAT-109_302934,17572,18151,CALIN,SAT
265425,SAT-109_302934,18242,18530,CALIN,SAT
265426,SAT-109_302934,18540,18819,CALIN,SAT
265427,SAT-109_302934,18929,19748,CALIN,SAT
269504,SAT-61_MHASMcontig_1761962,3140,4076,CALIN,SAT
269505,SAT-61_MHASMcontig_1761962,4157,4379,CALIN,SAT
269506,SAT-61_MHASMcontig_1761962,4436,4646,CALIN,SAT
269507,SAT-61_MHASMcontig_1761962,4936,5479,CALIN,SAT
281449,SAT-86_138242,1407,2301,CALIN,SAT
281450,SAT-86_138242,2305,2536,CALIN,SAT
281451,SAT-86_138242,2537,3779,CALIN,SAT
281452,SAT-86_138242,3913,5998,CALIN,SAT
285252,SAT-6_304158,195453,196152,CALIN,SAT
285253,SAT-6_304158,196457,196898,CALIN,SAT
285254,SAT-6_304158,197224,197455,CALIN,SAT
285255,SAT-6_304158,197429,197759,CALIN,SAT
285256,SAT-6_304158,197849,198602,CALIN,SAT
285257,SAT-6_304158,198674,199103,CALIN,SAT
291070,SAT-109_298324,61060,61303,CALIN,SAT
291071,SAT-109_298324,61447,61741,CALIN,SAT
291072,SAT-109_298324,61737,61962,CALIN,SAT
291073,SAT-109_298324,62139,62427,CALIN,SAT
303747,SAT-62_MHASMcontig_1891507,70545,71127,complete,SAT
303748,SAT-62_MHASMcontig_1891507,71092,71605,complete,SAT
303749,SAT-62_MHASMcontig_1891507,71690,72143,complete,SAT
303750,SAT-62_MHASMcontig_1891507,72344,73109,complete,SAT
312403,SAT-230_152670,30844,31375,CALIN,SAT
312404,SAT-230_152670,31503,32328,CALIN,SAT
312405,SAT-230_152670,32429,32636,CALIN,SAT
312406,SAT-230_152670,32749,33001,CALIN,SAT
312407,SAT-230_152670,33011,33257,CALIN,SAT
312408,SAT-230_152670,33260,34016,CALIN,SAT
312409,SAT-230_152670,34107,34872,CALIN,SAT
312410,SAT-230_152670,34897,35536,CALIN,SAT
313179,SAT-56_MHASMcontig_1585260,10864,11803,CALIN,SAT
313180,SAT-56_MHASMcontig_1585260,12117,12978,CALIN,SAT
313181,SAT-56_MHASMcontig_1585260,13147,13498,CALIN,SAT
313182,SAT-56_MHASMcontig_1585260,13550,15581,CALIN,SAT
319137,SAT-109_194939,9387,10380,complete,SAT
319138,SAT-109_194939,10750,11002,complete,SAT
319139,SAT-109_194939,11659,12751,complete,SAT
322895,SAT-61_MHASMcontig_1752851,187,790,complete,SAT
322896,SAT-61_MHASMcontig_1752851,1432,1825,complete,SAT
322897,SAT-61_MHASMcontig_1752851,1948,2143,complete,SAT
322898,SAT-61_MHASMcontig_1752851,2259,2601,complete,SAT
322899,SAT-61_MHASMcontig_1752851,3679,4678,complete,SAT
322906,SAT-61_MHASMcontig_1752851,12161,12446,complete,SAT
326259,SAT-39_MHASMcontig_845613,16722,17418,CALIN,SAT
326260,SAT-39_MHASMcontig_845613,17513,18422,CALIN,SAT
326261,SAT-39_MHASMcontig_845613,18494,19031,CALIN,SAT
326262,SAT-39_MHASMcontig_845613,19113,19713,CALIN,SAT
336272,SAT-75_165782,56818,57781,In0,SAT
336620,SAT-35_140005,1865,2450,CALIN,SAT
336621,SAT-35_140005,2607,2853,CALIN,SAT
336622,SAT-35_140005,2852,3170,CALIN,SAT
336623,SAT-35_140005,3236,3497,CALIN,SAT
336624,SAT-35_140005,3500,3779,CALIN,SAT
336625,SAT-35_140005,4027,4252,CALIN,SAT
336626,SAT-35_140005,4248,4638,CALIN,SAT
336627,SAT-35_140005,4767,4962,CALIN,SAT
336628,SAT-35_140005,4958,5360,CALIN,SAT
336629,SAT-35_140005,5480,5903,CALIN,SAT
336630,SAT-35_140005,5907,6132,CALIN,SAT
336631,SAT-35_140005,6222,6567,CALIN,SAT
336632,SAT-35_140005,6642,6936,CALIN,SAT
336633,SAT-35_140005,7109,7439,CALIN,SAT
336634,SAT-35_140005,7550,9047,CALIN,SAT
336635,SAT-35_140005,9209,10646,CALIN,SAT
336636,SAT-35_140005,10745,10973,CALIN,SAT
336637,SAT-35_140005,11139,11469,CALIN,SAT
336638,SAT-35_140005,11618,12368,CALIN,SAT
336639,SAT-35_140005,12369,12747,CALIN,SAT
336640,SAT-35_140005,12832,13087,CALIN,SAT
336641,SAT-35_140005,13230,13524,CALIN,SAT
336642,SAT-35_140005,13619,13823,CALIN,SAT
336643,SAT-35_140005,14026,14539,CALIN,SAT
336644,SAT-35_140005,14622,15141,CALIN,SAT
336645,SAT-35_140005,15276,15918,CALIN,SAT
342049,SAT-64_MHASMcontig_2078744,1883,2261,CALIN,SAT
342050,SAT-64_MHASMcontig_2078744,2438,2678,CALIN,SAT
342051,SAT-64_MHASMcontig_2078744,2746,3895,CALIN,SAT
366843,SAT-1462_55601,25662,29316,CALIN,SAT
366844,SAT-1462_55601,29312,30545,CALIN,SAT
376040,SAT-85_106832,182884,183814,CALIN,SAT
376041,SAT-85_106832,183836,184358,CALIN,SAT
376042,SAT-85_106832,184519,184801,CALIN,SAT
376043,SAT-85_106832,184811,185108,CALIN,SAT
376044,SAT-85_106832,185213,185498,CALIN,SAT
383553,SAT-62_309666,5438,5900,CALIN,SAT
383554,SAT-62_309666,5900,6002,CALIN,SAT
383555,SAT-62_309666,6016,7129,CALIN,SAT
383556,SAT-62_309666,7239,7689,CALIN,SAT
383557,SAT-62_309666,7765,8188,CALIN,SAT
393515,SAT-64_MHASMcontig_2087257,2328,3186,CALIN,SAT
393516,SAT-64_MHASMcontig_2087257,3182,3725,CALIN,SAT
393517,SAT-64_MHASMcontig_2087257,3798,4407,CALIN,SAT
393518,SAT-64_MHASMcontig_2087257,4396,5377,CALIN,SAT
393519,SAT-64_MHASMcontig_2087257,5449,6136,CALIN,SAT
393520,SAT-64_MHASMcontig_2087257,6238,6958,CALIN,SAT
393521,SAT-64_MHASMcontig_2087257,7033,8788,CALIN,SAT
394454,SAT-83_MHASMcontig_2223615,19082,19658,CALIN,SAT
394455,SAT-83_MHASMcontig_2223615,19999,20440,CALIN,SAT
394456,SAT-83_MHASMcontig_2223615,20548,20932,CALIN,SAT
394457,SAT-83_MHASMcontig_2223615,20937,21744,CALIN,SAT
394458,SAT-83_MHASMcontig_2223615,21853,22168,CALIN,SAT
394459,SAT-83_MHASMcontig_2223615,22277,22736,CALIN,SAT
394460,SAT-83_MHASMcontig_2223615,23222,23660,CALIN,SAT
394461,SAT-83_MHASMcontig_2223615,23779,24106,CALIN,SAT
394462,SAT-83_MHASMcontig_2223615,24170,25271,CALIN,SAT
405936,SAT-126_MHASMcontig_1419004,0,222,CALIN,SAT
405965,SAT-126_MHASMcontig_1419004,13571,14207,CALIN,SAT
405966,SAT-126_MHASMcontig_1419004,14297,14603,CALIN,SAT
405967,SAT-126_MHASMcontig_1419004,14669,14960,CALIN,SAT
405968,SAT-126_MHASMcontig_1419004,15082,15451,CALIN,SAT
405969,SAT-126_MHASMcontig_1419004,15742,16075,CALIN,SAT
405970,SAT-126_MHASMcontig_1419004,16208,16619,CALIN,SAT
405971,SAT-126_MHASMcontig_1419004,16733,17105,CALIN,SAT
405972,SAT-126_MHASMcontig_1419004,17220,17529,CALIN,SAT
405973,SAT-126_MHASMcontig_1419004,17657,18398,CALIN,SAT
405974,SAT-126_MHASMcontig_1419004,18510,18693,CALIN,SAT
405975,SAT-126_MHASMcontig_1419004,18713,18899,CALIN,SAT
405976,SAT-126_MHASMcontig_1419004,19483,19663,CALIN,SAT
406067,SAT-97_171730,31199,31907,CALIN,SAT
406068,SAT-97_171730,31983,33255,CALIN,SAT
406069,SAT-97_171730,33506,34049,CALIN,SAT
414084,SAT-35_142263,739,1012,CALIN,SAT
414085,SAT-35_142263,1090,2080,CALIN,SAT
414086,SAT-35_142263,2177,2390,CALIN,SAT
414087,SAT-35_142263,2641,3640,CALIN,SAT
415397,SAT-40_172325,125135,126113,In0,SAT
416928,SAT-1_231089,75767,76070,CALIN,SAT
416929,SAT-1_231089,76202,76496,CALIN,SAT
418402,SAT-1462_69933,123,549,CALIN,SAT
418403,SAT-1462_69933,660,1344,CALIN,SAT
418404,SAT-1462_69933,1474,2275,CALIN,SAT
418405,SAT-1462_69933,2401,2794,CALIN,SAT
418406,SAT-1462_69933,3012,3291,CALIN,SAT
418442,SAT-1462_69933,43471,44794,CALIN,SAT
418443,SAT-1462_69933,44909,45497,CALIN,SAT
418444,SAT-1462_69933,45686,46022,CALIN,SAT
421407,SAT-69_93996,41,455,CALIN,SAT
421408,SAT-69_93996,539,1514,CALIN,SAT
421409,SAT-69_93996,1510,1996,CALIN,SAT
421410,SAT-69_93996,2154,5115,CALIN,SAT
422334,SAT-60_MHASMcontig_1754885,131537,132512,complete,SAT
422335,SAT-60_MHASMcontig_1754885,132658,133084,complete,SAT
422336,SAT-60_MHASMcontig_1754885,133192,133714,complete,SAT
422337,SAT-60_MHASMcontig_1754885,133750,134548,complete,SAT
422338,SAT-60_MHASMcontig_1754885,134641,135040,complete,SAT
422339,SAT-60_MHASMcontig_1754885,135167,136004,complete,SAT
422340,SAT-60_MHASMcontig_1754885,136005,137139,complete,SAT
422341,SAT-60_MHASMcontig_1754885,137358,138594,complete,SAT
439853,SAT-98_MHASMcontig_861379,134,476,complete,SAT
439854,SAT-98_MHASMcontig_861379,1635,2598,complete,SAT
444953,SAT-1462_51472,158,1052,In0,SAT
448637,SAT-15_324197,6412,7588,CALIN,SAT
448638,SAT-15_324197,7686,8841,CALIN,SAT
454230,SAT-3_238447,11004,11925,CALIN,SAT
454231,SAT-3_238447,11925,13656,CALIN,SAT
457466,SAT-117_MHASMcontig_219151,897134,898097,In0,SAT
473164,SAT-20_MHASMcontig_691752,4508,5282,CALIN,SAT
473165,SAT-20_MHASMcontig_691752,5285,5774,CALIN,SAT
473166,SAT-20_MHASMcontig_691752,5740,5977,CALIN,SAT
473167,SAT-20_MHASMcontig_691752,5976,7230,CALIN,SAT
473670,SAT-15_MHASMcontig_1793450,19586,20807,CALIN,SAT
473671,SAT-15_MHASMcontig_1793450,20787,20991,CALIN,SAT
473672,SAT-15_MHASMcontig_1793450,20981,21812,CALIN,SAT
473673,SAT-15_MHASMcontig_1793450,21902,22565,CALIN,SAT
473674,SAT-15_MHASMcontig_1793450,22557,23415,CALIN,SAT
473675,SAT-15_MHASMcontig_1793450,23473,24628,CALIN,SAT
473676,SAT-15_MHASMcontig_1793450,24726,25902,CALIN,SAT
479247,SAT-85_107407,177869,178241,CALIN,SAT
479248,SAT-85_107407,178328,178994,CALIN,SAT
479249,SAT-85_107407,179075,179693,CALIN,SAT
479250,SAT-85_107407,179813,180032,CALIN,SAT
479251,SAT-85_107407,180105,180624,CALIN,SAT
479252,SAT-85_107407,180723,181413,CALIN,SAT
479253,SAT-85_107407,181505,182234,CALIN,SAT
479254,SAT-85_107407,182316,183456,CALIN,SAT
479255,SAT-85_107407,183531,184509,CALIN,SAT
479256,SAT-85_107407,184498,185737,CALIN,SAT
479257,SAT-85_107407,185805,186819,CALIN,SAT
479258,SAT-85_107407,187525,188161,CALIN,SAT
495996,SAT-1_232376,115654,117172,CALIN,SAT
495997,SAT-1_232376,117519,118050,CALIN,SAT
495998,SAT-1_232376,118789,119014,CALIN,SAT
504130,SAT-189_MHASMcontig_1023943,1,3283,CALIN,SAT
504165,SAT-189_MHASMcontig_1023943,37695,38610,CALIN,SAT
504166,SAT-189_MHASMcontig_1023943,38806,39568,CALIN,SAT
504167,SAT-189_MHASMcontig_1023943,39689,40286,CALIN,SAT
504323,SAT-189_MHASMcontig_1023943,218683,221041,CALIN,SAT
527116,SAT-63_315985,4307,4832,CALIN,SAT
527117,SAT-63_315985,4813,5578,CALIN,SAT
5099,NAT-32_128906,179159,180575,complete,NAT
5100,NAT-32_128906,180552,180933,complete,NAT
5101,NAT-32_128906,180935,181229,complete,NAT
5102,NAT-32_128906,181262,181583,complete,NAT
5103,NAT-32_128906,181618,182242,complete,NAT
5104,NAT-32_128906,182269,182983,complete,NAT
5105,NAT-32_128906,183015,183624,complete,NAT
5106,NAT-32_128906,183767,184175,complete,NAT
7039,NAT-6_118154,59812,60823,In0,NAT
8809,NAT-210_MHASMcontig_490483,13442,14078,CALIN,NAT
8810,NAT-210_MHASMcontig_490483,14179,15634,CALIN,NAT
8811,NAT-210_MHASMcontig_490483,15633,16242,CALIN,NAT
10993,NAT-123_MHASMcontig_945442,3381,3891,CALIN,NAT
10994,NAT-123_MHASMcontig_945442,3999,4758,CALIN,NAT
44976,NAT-4_MHASMcontig_955030,37842,38733,In0,NAT
57930,NAT-129_MHASMcontig_872123,255,579,CALIN,NAT
57931,NAT-129_MHASMcontig_872123,827,1475,CALIN,NAT
57932,NAT-129_MHASMcontig_872123,1588,2200,CALIN,NAT
83665,NAT-127_107097,1074,1659,complete,NAT
83666,NAT-127_107097,1770,2475,complete,NAT
83667,NAT-127_107097,2720,3692,complete,NAT
92144,NAT-4_105439,782,1007,CALIN,NAT
92290,NAT-4_105439,170315,170444,CALIN,NAT
94198,NAT-280_50855,40243,41608,CALIN,NAT
94199,NAT-280_50855,41607,41751,CALIN,NAT
94200,NAT-280_50855,41734,43609,CALIN,NAT
94201,NAT-280_50855,43834,44620,CALIN,NAT
94202,NAT-280_50855,44616,45213,CALIN,NAT
96786,NAT-75_51187,55260,56094,CALIN,NAT
96787,NAT-75_51187,56217,56778,CALIN,NAT
96788,NAT-75_51187,56758,57289,CALIN,NAT
96789,NAT-75_51187,57291,58224,CALIN,NAT
96790,NAT-75_51187,58505,58649,CALIN,NAT
118977,NAT-134_30338,27229,27946,CALIN,NAT
118978,NAT-134_30338,28192,29110,CALIN,NAT
120490,NAT-165_MHASMcontig_1701488,8160,8481,CALIN,NAT
120491,NAT-165_MHASMcontig_1701488,8495,8738,CALIN,NAT
120492,NAT-165_MHASMcontig_1701488,8738,8891,CALIN,NAT
120493,NAT-165_MHASMcontig_1701488,8880,9036,CALIN,NAT
120494,NAT-165_MHASMcontig_1701488,9074,9248,CALIN,NAT
120495,NAT-165_MHASMcontig_1701488,9298,9589,CALIN,NAT
120496,NAT-165_MHASMcontig_1701488,9591,9804,CALIN,NAT
120963,NAT-32_MHASMcontig_1828408,1139,2534,In0,NAT
127171,NAT-30_MHASMcontig_1553306,27011,27389,complete,NAT
127172,NAT-30_MHASMcontig_1553306,27592,28219,complete,NAT
127173,NAT-30_MHASMcontig_1553306,28338,28704,complete,NAT
127174,NAT-30_MHASMcontig_1553306,28796,29654,complete,NAT
127175,NAT-30_MHASMcontig_1553306,30002,30962,complete,NAT
131146,NAT-61_39426,3749,4250,CALIN,NAT
131147,NAT-61_39426,4885,5734,CALIN,NAT
131148,NAT-61_39426,5963,6584,CALIN,NAT
131149,NAT-61_39426,6689,7391,CALIN,NAT
131150,NAT-61_39426,7471,8113,CALIN,NAT
131151,NAT-61_39426,8210,8513,CALIN,NAT
142888,NAT-134_MHASMcontig_919875,94699,95725,In0,NAT
154697,NAT-123_MHASMcontig_937350,913,1855,CALIN,NAT
154698,NAT-123_MHASMcontig_937350,1968,3276,CALIN,NAT
154699,NAT-123_MHASMcontig_937350,3358,4072,CALIN,NAT
154700,NAT-123_MHASMcontig_937350,4218,4923,CALIN,NAT
154701,NAT-123_MHASMcontig_937350,5116,6304,CALIN,NAT
162693,NAT-121_MHASMcontig_841820,74308,74632,CALIN,NAT
162694,NAT-121_MHASMcontig_841820,75770,76061,CALIN,NAT
162695,NAT-121_MHASMcontig_841820,76618,77614,CALIN,NAT
162696,NAT-121_MHASMcontig_841820,78760,79051,CALIN,NAT
162697,NAT-121_MHASMcontig_841820,79219,79498,CALIN,NAT
169393,NAT-4_114236,64874,66008,In0,NAT
170989,NAT-64_60182,4619,4916,CALIN,NAT
170990,NAT-64_60182,5061,5412,CALIN,NAT
170991,NAT-64_60182,5577,5964,CALIN,NAT
174932,NAT-32_137820,20287,21676,In0,NAT
189392,NAT-26_MHASMcontig_1225741,6668,7376,CALIN,NAT
189393,NAT-26_MHASMcontig_1225741,7452,8724,CALIN,NAT
189394,NAT-26_MHASMcontig_1225741,8975,9518,CALIN,NAT
198407,NAT-224_576,7407,8616,CALIN,NAT
198408,NAT-224_576,8702,9260,CALIN,NAT
198409,NAT-224_576,9349,9814,CALIN,NAT
198410,NAT-224_576,9962,11900,CALIN,NAT
198411,NAT-224_576,11887,12433,CALIN,NAT
203577,NAT-22_MHASMcontig_917130,13944,14427,CALIN,NAT
203578,NAT-22_MHASMcontig_917130,14561,15233,CALIN,NAT
220119,NAT-64_MHASMcontig_387492,4181,5162,CALIN,NAT
220120,NAT-64_MHASMcontig_387492,5197,5476,CALIN,NAT
220121,NAT-64_MHASMcontig_387492,5579,6605,CALIN,NAT
227338,NAT-22_MHASMcontig_933458,12112,13501,CALIN,NAT
227339,NAT-22_MHASMcontig_933458,13529,15026,CALIN,NAT
227340,NAT-22_MHASMcontig_933458,15038,15929,CALIN,NAT
227341,NAT-22_MHASMcontig_933458,16536,17169,CALIN,NAT
232984,NAT-129_MHASMcontig_888428,43394,44369,In0,NAT
245125,NAT-64_MHASMcontig_400508,31148,31373,CALIN,NAT
245126,NAT-64_MHASMcontig_400508,32112,32643,CALIN,NAT
245127,NAT-64_MHASMcontig_400508,32990,34508,CALIN,NAT
248694,NAT-32_133236,53919,55296,In0,NAT
261701,NAT-121_MHASMcontig_867036,1638,1872,CALIN,NAT
261703,NAT-121_MHASMcontig_867036,2477,2717,CALIN,NAT
261704,NAT-121_MHASMcontig_867036,3934,4615,CALIN,NAT
261706,NAT-121_MHASMcontig_867036,5741,5915,CALIN,NAT
261707,NAT-121_MHASMcontig_867036,7488,7806,CALIN,NAT
261708,NAT-121_MHASMcontig_867036,7805,8051,CALIN,NAT
270961,NAT-157_MHASMcontig_851904,145920,146946,complete,NAT
270962,NAT-157_MHASMcontig_851904,147096,147261,complete,NAT
270963,NAT-157_MHASMcontig_851904,147447,147666,complete,NAT
270964,NAT-157_MHASMcontig_851904,147643,147808,complete,NAT
270965,NAT-157_MHASMcontig_851904,147849,148614,complete,NAT
270966,NAT-157_MHASMcontig_851904,148643,149471,complete,NAT
270967,NAT-157_MHASMcontig_851904,149694,150057,complete,NAT
270968,NAT-157_MHASMcontig_851904,150145,150790,complete,NAT
270969,NAT-157_MHASMcontig_851904,150871,151393,complete,NAT
270970,NAT-157_MHASMcontig_851904,151531,151957,complete,NAT
270971,NAT-157_MHASMcontig_851904,152092,152545,complete,NAT
270972,NAT-157_MHASMcontig_851904,152659,153355,complete,NAT
270973,NAT-157_MHASMcontig_851904,153473,153749,complete,NAT
270974,NAT-157_MHASMcontig_851904,153878,154703,complete,NAT
270975,NAT-157_MHASMcontig_851904,154798,155827,complete,NAT
270976,NAT-157_MHASMcontig_851904,155826,156351,complete,NAT
270977,NAT-157_MHASMcontig_851904,156458,156791,complete,NAT
270978,NAT-157_MHASMcontig_851904,156792,157080,complete,NAT
270979,NAT-157_MHASMcontig_851904,157192,157471,complete,NAT
270980,NAT-157_MHASMcontig_851904,157480,157768,complete,NAT
270981,NAT-157_MHASMcontig_851904,157841,158234,complete,NAT
272029,NAT-32_MHASMcontig_1846491,2213,2369,CALIN,NAT
272030,NAT-32_MHASMcontig_1846491,2447,3002,CALIN,NAT
272031,NAT-32_MHASMcontig_1846491,3069,3522,CALIN,NAT
272032,NAT-32_MHASMcontig_1846491,3560,3821,CALIN,NAT
272033,NAT-32_MHASMcontig_1846491,3894,4104,CALIN,NAT
272034,NAT-32_MHASMcontig_1846491,4135,4444,CALIN,NAT
281162,NAT-127_MHASMcontig_973525,1,1351,CALIN,NAT
281163,NAT-127_MHASMcontig_973525,1479,1758,CALIN,NAT
281164,NAT-127_MHASMcontig_973525,1757,2051,CALIN,NAT
281165,NAT-127_MHASMcontig_973525,2521,2794,CALIN,NAT
281166,NAT-127_MHASMcontig_973525,2774,3047,CALIN,NAT
281167,NAT-127_MHASMcontig_973525,3202,3997,CALIN,NAT
317698,NAT-157_MHASMcontig_923349,153394,153709,CALIN,NAT
317699,NAT-157_MHASMcontig_923349,153817,154636,CALIN,NAT
317700,NAT-157_MHASMcontig_923349,154738,155488,CALIN,NAT
317701,NAT-157_MHASMcontig_923349,155603,155885,CALIN,NAT
326930,NAT-127_104768,168,2487,CALIN,NAT
326935,NAT-127_104768,8308,8902,CALIN,NAT
326936,NAT-127_104768,9104,9746,CALIN,NAT
326937,NAT-127_104768,9839,10715,CALIN,NAT
326938,NAT-127_104768,10883,11639,CALIN,NAT
326939,NAT-127_104768,11823,12405,CALIN,NAT
326940,NAT-127_104768,12497,13094,CALIN,NAT
326941,NAT-127_104768,13096,14056,CALIN,NAT
326942,NAT-127_104768,14453,15002,CALIN,NAT
326943,NAT-127_104768,15043,15238,CALIN,NAT
326944,NAT-127_104768,15659,16148,CALIN,NAT
326945,NAT-127_104768,16240,17287,CALIN,NAT
326946,NAT-127_104768,17477,18650,CALIN,NAT
326947,NAT-127_104768,18637,20830,CALIN,NAT
328131,NAT-143_8753,35031,36117,CALIN,NAT
328132,NAT-143_8753,36162,36501,CALIN,NAT
328133,NAT-143_8753,36566,36881,CALIN,NAT
330649,NAT-121_MHASMcontig_733140,94850,95834,complete,NAT
330650,NAT-121_MHASMcontig_733140,96554,96851,complete,NAT
330651,NAT-121_MHASMcontig_733140,98568,98865,complete,NAT
334349,NAT-67_41530,83607,84285,CALIN,NAT
334350,NAT-67_41530,84365,84602,CALIN,NAT
334351,NAT-67_41530,84671,84833,CALIN,NAT
334352,NAT-67_41530,84890,85340,CALIN,NAT
336847,NAT-64_MHASMcontig_370840,26,326,complete,NAT
336848,NAT-64_MHASMcontig_370840,489,858,complete,NAT
336849,NAT-64_MHASMcontig_370840,1068,1230,complete,NAT
336850,NAT-64_MHASMcontig_370840,1467,2433,complete,NAT
339700,NAT-75_54696,45891,46092,CALIN,NAT
339701,NAT-75_54696,46207,46825,CALIN,NAT
339702,NAT-75_54696,46950,48630,CALIN,NAT
339703,NAT-75_54696,48723,49581,CALIN,NAT
345533,NAT-46_MHASMcontig_239398,27891,30369,CALIN,NAT
345534,NAT-46_MHASMcontig_239398,30461,31370,CALIN,NAT
349032,NAT-94_91029,183059,184202,complete,NAT
349033,NAT-94_91029,184564,185125,complete,NAT
349035,NAT-94_91029,185929,186169,complete,NAT
349036,NAT-94_91029,186382,186739,complete,NAT
349234,NAT-94_115607,5515,6211,CALIN,NAT
349235,NAT-94_115607,6332,6677,CALIN,NAT
349236,NAT-94_115607,6688,6973,CALIN,NAT
349237,NAT-94_115607,7106,7766,CALIN,NAT
361634,NAT-141_MHASMcontig_1217048,45398,47012,CALIN,NAT
364445,NAT-157_MHASMcontig_929501,725688,726072,CALIN,NAT
364446,NAT-157_MHASMcontig_929501,726201,726774,CALIN,NAT
364447,NAT-157_MHASMcontig_929501,726879,727572,CALIN,NAT
364448,NAT-157_MHASMcontig_929501,727606,728662,CALIN,NAT
364449,NAT-157_MHASMcontig_929501,728742,729138,CALIN,NAT
364450,NAT-157_MHASMcontig_929501,729661,730081,CALIN,NAT
364451,NAT-157_MHASMcontig_929501,730169,730439,CALIN,NAT
364452,NAT-157_MHASMcontig_929501,730419,730692,CALIN,NAT
364453,NAT-157_MHASMcontig_929501,730816,731167,CALIN,NAT
372747,NAT-129_MHASMcontig_976350,1221,1695,CALIN,NAT
372748,NAT-129_MHASMcontig_976350,1750,4345,CALIN,NAT
377172,NAT-26_MHASMcontig_1220637,6678,7959,CALIN,NAT
377173,NAT-26_MHASMcontig_1220637,8059,8923,CALIN,NAT
377174,NAT-26_MHASMcontig_1220637,8966,9869,CALIN,NAT
377175,NAT-26_MHASMcontig_1220637,10036,10213,CALIN,NAT
380506,NAT-145_2939,41922,43146,In0,NAT
381015,NAT-67_MHASMcontig_301304,518,1010,CALIN,NAT
381016,NAT-67_MHASMcontig_301304,1055,1973,CALIN,NAT
381017,NAT-67_MHASMcontig_301304,2088,2562,CALIN,NAT
384287,NAT-64_63212,220815,221118,CALIN,NAT
391468,NAT-22_MHASMcontig_900709,0,549,complete,NAT
