bin,total_bp,archaea_prop,bacteria_prop,eukarya_prop,prokarya_prop,organelle_prop,unknown_prop,archaea,bacteria,eukarya,prokarya,organelle,unknown
NP-79,1992915,0.0,1.0,0.0,0.0,0.0,0.0,0,1992915,0,0,0,0
NP-132,2568346,0.0,0.9937010044596795,0.0,0.006298995540320502,0.0,0.0,0,2552168,0,16178,0,0
NP-980,1933006,0.0,1.0,0.0,0.0,0.0,0.0,0,1933006,0,0,0,0
NP-964,3828156,0.0,0.9973005279826632,0.0,0.0026994720173368065,0.0,0.0,0,3817822,0,10334,0,0
NP-32,4180493,0.0,1.0,0.0,0.0,0.0,0.0,0,4180493,0,0,0,0
NP-45,2922982,0.0,1.0,0.0,0.0,0.0,0.0,0,2922982,0,0,0,0
NP-932,1743660,0.0681531950036131,0.8021431930536916,0.0,0.12970361194269525,0.0,0.0,118836,1398665,0,226159,0,0
NP-64,1970833,0.013893617571859208,0.9562824450372001,0.0,0.01902292076497603,0.0,0.010801016625964758,27382,1884673,0,37491,0,21287
NP-13,3633240,0.0,1.0,0.0,0.0,0.0,0.0,0,3633240,0,0,0,0
NP-125,3859599,0.0,1.0,0.0,0.0,0.0,0.0,0,3859599,0,0,0,0
NP-80,1441759,0.00875111582448939,0.9912488841755106,0.0,0.0,0.0,0.0,12617,1429142,0,0,0,0
NP-993,2957209,0.0,1.0,0.0,0.0,0.0,0.0,0,2957209,0,0,0,0
NP-26,3011789,0.0,1.0,0.0,0.0,0.0,0.0,0,3011789,0,0,0,0
NP-2,4855834,0.0,1.0,0.0,0.0,0.0,0.0,0,4855834,0,0,0,0
NP-8,2606639,0.0,1.0,0.0,0.0,0.0,0.0,0,2606639,0,0,0,0
NP-110,1238250,0.9778921865536039,0.022107813446396122,0.0,0.0,0.0,0.0,1210875,27375,0,0,0,0
NP-942,2687717,0.0,0.9946824758707855,0.0,0.005317524129214497,0.0,0.0,0,2673425,0,14292,0,0
NP-63,1975252,0.0,1.0,0.0,0.0,0.0,0.0,0,1975252,0,0,0,0
NP-122,2512104,0.0,1.0,0.0,0.0,0.0,0.0,0,2512104,0,0,0,0
NP-87,4864823,0.0018304879745881814,0.9981695120254118,0.0,0.0,0.0,0.0,8905,4855918,0,0,0,0
NP-948,3237061,0.0,1.0,0.0,0.0,0.0,0.0,0,3237061,0,0,0,0
NP-969,2677747,0.0,1.0,0.0,0.0,0.0,0.0,0,2677747,0,0,0,0
NP-987,1444045,0.0,0.9875301669961809,0.0,0.012469833003819134,0.0,0.0,0,1426038,0,18007,0,0
NP-42,3854487,0.0,1.0,0.0,0.0,0.0,0.0,0,3854487,0,0,0,0
NP-109,6202743,0.0,0.9962943813728862,0.0,0.0,0.0,0.003705618627113843,0,6179758,0,0,0,22985
NP-951,5191628,0.034047894032469196,0.9446478060446549,0.0,0.00988630156089766,0.001456768474166485,0.009961229887811684,176764,4904260,0,51326,7563,51715
NP-1277,1489405,0.0161990862122794,0.7721016110460217,0.0,0.13881046458149396,0.00554852441075463,0.06734031374945028,24127,1149972,0,206745,8264,100297
NP-96,3358496,0.0,1.0,0.0,0.0,0.0,0.0,0,3358496,0,0,0,0
NP-133,3311738,0.0,1.0,0.0,0.0,0.0,0.0,0,3311738,0,0,0,0
NP-72,2604863,0.0,1.0,0.0,0.0,0.0,0.0,0,2604863,0,0,0,0
NP-24,2175746,0.019372665743152002,0.9722793929070764,0.0,0.0047266546738452,0.0,0.003621286675926326,42150,2115433,0,10284,0,7879
NP-112,968666,0.7094488709214528,0.05710533868227026,0.0,0.23344579039627694,0.0,0.0,687219,55316,0,226131,0,0
NP-59,3019873,0.0025242783388572964,0.9974757216611427,0.0,0.0,0.0,0.0,7623,3012250,0,0,0,0
NP-937,1550254,0.0,1.0,0.0,0.0,0.0,0.0,0,1550254,0,0,0,0
NP-16,3216677,0.0,1.0,0.0,0.0,0.0,0.0,0,3216677,0,0,0,0
NP-120,4866126,0.0,1.0,0.0,0.0,0.0,0.0,0,4866126,0,0,0,0
NP-150,2310493,0.044058562393393966,0.8631556122437939,0.0,0.0743451722208204,0.0,0.018440653141991774,101797,1994315,0,171774,0,42607
NP-7,3379762,0.0,1.0,0.0,0.0,0.0,0.0,0,3379762,0,0,0,0
NP-54,2380199,0.0,1.0,0.0,0.0,0.0,0.0,0,2380199,0,0,0,0
NP-91,2864318,0.007105356318676907,0.9928946436813231,0.0,0.0,0.0,0.0,20352,2843966,0,0,0,0
NP-75,3528229,0.0,0.9971373740196569,0.0,0.002862625980343113,0.0,0.0,0,3518129,0,10100,0,0
NP-954,1603874,0.0,1.0,0.0,0.0,0.0,0.0,0,1603874,0,0,0,0
NP-1391,2909046,0.0,1.0,0.0,0.0,0.0,0.0,0,2909046,0,0,0,0
NP-106,1008017,0.8526889923483433,0.11572027059067456,0.0,0.03159073706098211,0.0,0.0,859525,116648,0,31844,0,0
NP-982,1892030,0.0,0.9930519072107736,0.0,0.006948092789226387,0.0,0.0,0,1878884,0,13146,0,0
NP-966,1801577,0.0,1.0,0.0,0.0,0.0,0.0,0,1801577,0,0,0,0
NP-1044,3470383,0.0,0.9975907558330017,0.0,0.0024092441669982824,0.0,0.0,0,3462022,0,8361,0,0
NP-30,7987252,0.0,0.9962191001360668,0.0,0.0009642865906822522,0.0,0.0028166132732509253,0,7957053,0,7702,0,22497
NP-47,4782286,0.0,1.0,0.0,0.0,0.0,0.0,0,4782286,0,0,0,0
NP-43,5511802,0.0,1.0,0.0,0.0,0.0,0.0,0,5511802,0,0,0,0
NP-49,5103009,0.0,1.0,0.0,0.0,0.0,0.0,0,5103009,0,0,0,0
NP-95,4499712,0.0,1.0,0.0,0.0,0.0,0.0,0,4499712,0,0,0,0
NP-9,4089862,0.0,1.0,0.0,0.0,0.0,0.0,0,4089862,0,0,0,0
NP-1463,5265931,0.0,1.0,0.0,0.0,0.0,0.0,0,5265931,0,0,0,0
NP-949,3924218,0.0024302931182722263,0.9975697068817277,0.0,0.0,0.0,0.0,9537,3914681,0,0,0,0
NP-1521,1280864,1.0,0.0,0.0,0.0,0.0,0.0,1280864,0,0,0,0,0
NP-68,2829575,0.012244948446321444,0.9787522861207072,0.0,0.009002765432971382,0.0,0.0,34648,2769453,0,25474,0,0
NP-86,7610323,0.0,0.9983933664839193,0.0,0.0,0.0,0.0016066335160807236,0,7598096,0,0,0,12227
NP-15,3835883,0.0,0.9926324655887575,0.0,0.0,0.0,0.00736753441124247,0,3807622,0,0,0,28261
NP-939,3100449,0.0,1.0,0.0,0.0,0.0,0.0,0,3100449,0,0,0,0
NP-124,7414436,0.0,1.0,0.0,0.0,0.0,0.0,0,7414436,0,0,0,0
NP-81,5970290,0.0,0.9982913727808866,0.0,0.0017086272191133094,0.0,0.0,0,5960089,0,10201,0,0
NP-12,3934693,0.0,0.994964283109254,0.0,0.0,0.005035716890745987,0.0,0,3914879,0,0,19814,0
NP-65,1733199,0.9803184746817878,0.01968152531821216,0.0,0.0,0.0,0.0,1699087,34112,0,0,0,0
NP-4,9279585,0.0,1.0,0.0,0.0,0.0,0.0,0,9279585,0,0,0,0
NP-57,2589833,0.0028804946110424882,0.9971195053889575,0.0,0.0,0.0,0.0,7460,2582373,0,0,0,0
NP-20,1887387,0.021105899320065253,0.9078593844293724,0.0,0.052871509658591484,0.0,0.018163206591970803,39835,1713482,0,99789,0,34281
NP-140,3160351,0.0,1.0,0.0,0.0,0.0,0.0,0,3160351,0,0,0,0
NP-92,3057966,0.006520674199778546,0.9848438471846973,0.0,0.0,0.0,0.008635478615524175,19940,3011619,0,0,0,26407
NP-44,1999467,0.0,1.0,0.0,0.0,0.0,0.0,0,1999467,0,0,0,0
NP-965,1418723,0.9144752005853151,0.06911285712573913,0.0,0.0,0.0,0.016411942288945762,1297387,98052,0,0,0,23284
NP-39,4621611,0.0,1.0,0.0,0.0,0.0,0.0,0,4621611,0,0,0,0
NP-105,2160153,0.0,0.9876258765004146,0.0,0.012374123499585447,0.0,0.0,0,2133423,0,26730,0,0
ARS-1360,591505,0.023365821083507324,0.9298044817879815,0.0,0.04682969712851117,0.0,0.0,13821,549984,0,27700,0,0
ARS-13,3792666,0.0,1.0,0.0,0.0,0.0,0.0,0,3792666,0,0,0,0
ARS-1358,666542,0.9364736205670461,0.03237155348050085,0.0,0.03115482595245311,0.0,0.0,624199,21577,0,20766,0,0
ARS-38,6172162,0.0,1.0,0.0,0.0,0.0,0.0,0,6172162,0,0,0,0
ARS-1199,912474,1.0,0.0,0.0,0.0,0.0,0.0,912474,0,0,0,0,0
ARS-93,3480919,0.004011584297135325,0.9512266731860178,0.0,0.041437907633013006,0.0,0.003323834883833838,13964,3311143,0,144242,0,11570
ARS-77,1396584,0.0,1.0,0.0,0.0,0.0,0.0,0,1396584,0,0,0,0
ARS-4,1794382,0.0,1.0,0.0,0.0,0.0,0.0,0,1794382,0,0,0,0
ARS-1032,4311850,0.0,1.0,0.0,0.0,0.0,0.0,0,4311850,0,0,0,0
ARS-70,3078773,0.005181609686716104,0.9886308604109494,0.0,0.003925589837250099,0.0,0.00226194006508437,15953,3043770,0,12086,0,6964
ARS-3,4499202,0.0,0.9970608121173488,0.0,0.0,0.0,0.00293918788265119,0,4485978,0,0,0,13224
ARS-1279,2605961,0.0,1.0,0.0,0.0,0.0,0.0,0,2605961,0,0,0,0
ARS-1297,1323426,0.0,1.0,0.0,0.0,0.0,0.0,0,1323426,0,0,0,0
ARS-14,3155122,0.002431918638962297,0.9869757809682161,0.0,0.0,0.0,0.010592300392821576,7673,3114029,0,0,0,33420
ARS-1427,551902,0.9753633797304594,0.024636620269540607,0.0,0.0,0.0,0.0,538305,13597,0,0,0,0
ARS-67,4278577,0.0,1.0,0.0,0.0,0.0,0.0,0,4278577,0,0,0,0
ARS-1307,745175,0.9913000301942497,0.008699969805750328,0.0,0.0,0.0,0.0,738692,6483,0,0,0,0
ARS-46,2797022,0.0,1.0,0.0,0.0,0.0,0.0,0,2797022,0,0,0,0
ARS-31,4285735,0.0,1.0,0.0,0.0,0.0,0.0,0,4285735,0,0,0,0
ARS-1434,5822363,0.0015744466636655942,0.9984255533363344,0.0,0.0,0.0,0.0,9167,5813196,0,0,0,0
ARS-7,3736607,0.0,1.0,0.0,0.0,0.0,0.0,0,3736607,0,0,0,0
ARS-74,1259110,0.9093184868677081,0.04127836328835447,0.0,0.049403149843937386,0.0,0.0,1144932,51974,0,62204,0,0
ARS-90,3375994,0.0,1.0,0.0,0.0,0.0,0.0,0,3375994,0,0,0,0
ARS-1036,2845516,0.0,1.0,0.0,0.0,0.0,0.0,0,2845516,0,0,0,0
ARS-73,953131,0.6778879293612315,0.10238991282415534,0.0,0.20466966240737108,0.006451369224167507,0.00860112618307452,646116,97591,0,195077,6149,8198
ARS-84,1788577,0.0,1.0,0.0,0.0,0.0,0.0,0,1788577,0,0,0,0
ARS-1012,3364764,0.001857485398678778,0.9858670622961967,0.0,0.01227545230512452,0.0,0.0,6250,3317210,0,41304,0,0
ARS-1168,1197590,0.0,1.0,0.0,0.0,0.0,0.0,0,1197590,0,0,0,0
ARS-27,1570280,0.0,1.0,0.0,0.0,0.0,0.0,0,1570280,0,0,0,0
ARS-1330,1330181,0.017100680283359933,0.9555210907387791,0.0,0.010816573082911273,0.0,0.016561655894949633,22747,1271016,0,14388,0,22030
ARS-102,864511,1.0,0.0,0.0,0.0,0.0,0.0,864511,0,0,0,0,0
ARS-71,2375844,0.0,1.0,0.0,0.0,0.0,0.0,0,2375844,0,0,0,0
ARS-95,1653466,0.0,0.9840825272488216,0.0,0.015917472751178434,0.0,0.0,0,1627147,0,26319,0,0
ARS-34,3475445,0.002217845484535074,0.9878640001496212,0.0,0.009918154365843798,0.0,0.0,7708,3433267,0,34470,0,0
ARS-33,1970780,0.0,1.0,0.0,0.0,0.0,0.0,0,1970780,0,0,0,0
ARS-1176,962007,0.924519260254863,0.028985236074165782,0.0,0.0365818543939909,0.0,0.009913649276980314,889394,27884,0,35192,0,9537
ARS-1441,857738,0.9406951773152175,0.05930482268478253,0.0,0.0,0.0,0.0,806870,50868,0,0,0,0
ARS-1034,1862734,0.017640199835295862,0.8886904947244212,0.0,0.08673057988956018,0.0,0.0069387255507227545,32859,1655394,0,161556,0,12925
ARS-18,3711261,0.006074754645388723,0.9863418390676376,0.0,0.0024420271169287204,0.0017473845143200653,0.003393994655724833,22545,3660572,0,9063,6485,12596
ARS-81,3504672,0.0019439764976579834,0.994681099971695,0.0,0.0,0.0,0.0033749235306470907,6813,3486031,0,0,0,11828
ARS-65,7803558,0.0,1.0,0.0,0.0,0.0,0.0,0,7803558,0,0,0,0
ARS-1419,925456,0.9739317698518352,0.0,0.0,0.026068230148164798,0.0,0.0,901331,0,0,24125,0,0
ARS-16,3159885,0.014057157143377054,0.9732714956398729,0.0,0.00980193899461531,0.0,0.0028694082221346665,44419,3075426,0,30973,0,9067
ARS-61,5339246,0.016423105434737413,0.9462440951400254,0.0,0.0373327994252372,0.0,0.0,87687,5052230,0,199329,0,0
ARS-112,3496537,0.0,1.0,0.0,0.0,0.0,0.0,0,3496537,0,0,0,0
ARS-24,2473458,0.0,1.0,0.0,0.0,0.0,0.0,0,2473458,0,0,0,0
ARS-59,2557521,0.0,1.0,0.0,0.0,0.0,0.0,0,2557521,0,0,0,0
ARS-1215,1446927,0.0,1.0,0.0,0.0,0.0,0.0,0,1446927,0,0,0,0
ARS-120,6237844,0.0,1.0,0.0,0.0,0.0,0.0,0,6237844,0,0,0,0
ARS-1030,2624467,0.0,1.0,0.0,0.0,0.0,0.0,0,2624467,0,0,0,0
ARS-1,1300718,0.0,0.9677478131309015,0.0,0.0,0.0193085664994257,0.01294362036967275,0,1258767,0,0,25115,16836
ARS-30,1842633,0.028228084485624645,0.96621465044857,0.0,0.0055572650658052905,0.0,0.0,52014,1780379,0,10240,0,0
ARS-1037,2757606,0.0,1.0,0.0,0.0,0.0,0.0,0,2757606,0,0,0,0
ARS-75,4267059,0.06812514193030844,0.9318748580696916,0.0,0.0,0.0,0.0,290694,3976365,0,0,0,0
ARS-1386,735221,0.2330591754044022,0.22245828125148764,0.0,0.5444825433441102,0.0,0.0,171350,163556,0,400315,0,0
ARS-29,2266513,0.0,1.0,0.0,0.0,0.0,0.0,0,2266513,0,0,0,0
ARS-1426,1849034,0.0,1.0,0.0,0.0,0.0,0.0,0,1849034,0,0,0,0
ARS-66,4881411,0.0,1.0,0.0,0.0,0.0,0.0,0,4881411,0,0,0,0
ARS-11,2876821,0.0,1.0,0.0,0.0,0.0,0.0,0,2876821,0,0,0,0
ARS-1414,819095,0.7558390662865724,0.06650510624530732,0.0,0.1776558274681203,0.0,0.0,619104,54474,0,145517,0,0
RS-447,1918638,0.0,1.0,0.0,0.0,0.0,0.0,0,1918638,0,0,0,0
RS-817,1985135,0.0,0.9929793187868835,0.0,0.007020681213116488,0.0,0.0,0,1971198,0,13937,0,0
RS-408,1618344,0.06421440682574286,0.5045336467401245,0.0,0.43125194643413267,0.0,0.0,103921,816509,0,697914,0,0
RS-389,1546902,0.007713481526302248,0.9788739040999365,0.0,0.009426582938027101,0.0,0.003986031435734132,11932,1514222,0,14582,0,6166
RS-367,3120740,0.00649589520434256,0.9935041047956574,0.0,0.0,0.0,0.0,20272,3100468,0,0,0,0
RS-454,1871976,0.0034081633525216135,0.9965918366474784,0.0,0.0,0.0,0.0,6380,1865596,0,0,0,0
RS-355,5672672,0.0,1.0,0.0,0.0,0.0,0.0,0,5672672,0,0,0,0
RS-615,5100071,0.0,0.9973780757169851,0.0,0.0026219242830148835,0.0,0.0,0,5086699,0,13372,0,0
RS-665,1430980,0.03956239779731373,0.9359830326070245,0.0,0.014323750157234902,0.010130819438426813,0.0,56613,1339373,0,20497,14497,0
RS-384,1595570,0.02173893968926465,0.9782610603107353,0.0,0.0,0.0,0.0,34686,1560884,0,0,0,0
RS-472,1698288,0.9768089982382258,0.02319100176177421,0.0,0.0,0.0,0.0,1658903,39385,0,0,0,0
RS-822,5850589,0.0,1.0,0.0,0.0,0.0,0.0,0,5850589,0,0,0,0
RS-397,2309437,0.0,1.0,0.0,0.0,0.0,0.0,0,2309437,0,0,0,0
RS-439,1461763,0.009981782272502451,0.9798654090984653,0.0,0.0,0.0,0.010152808629032202,14591,1432331,0,0,0,14841
RS-814,1382677,1.0,0.0,0.0,0.0,0.0,0.0,1382677,0,0,0,0,0
RS-401,1674253,1.0,0.0,0.0,0.0,0.0,0.0,1674253,0,0,0,0,0
RS-678,1406929,0.9137461805108857,0.048242661854293996,0.0,0.038011157634820235,0.0,0.0,1285576,67874,0,53479,0,0
RS-420,1348634,0.02424823932957348,0.3150150448527918,0.0,0.6549805210309098,0.0,0.005756194786724938,32702,424840,0,883329,0,7763
RS-364,3129804,0.0,0.9944284051014057,0.0,0.005571594898594289,0.0,0.0,0,3112366,0,17438,0,0
RS-465,2877862,0.020526696554595044,0.9747517427868327,0.0,0.0,0.0,0.004721560658572232,59073,2805201,0,0,0,13588
RS-342,3969902,0.0,1.0,0.0,0.0,0.0,0.0,0,3969902,0,0,0,0
RS-348,1837910,1.0,0.0,0.0,0.0,0.0,0.0,1837910,0,0,0,0,0
RS-821,5422664,0.0,1.0,0.0,0.0,0.0,0.0,0,5422664,0,0,0,0
RS-394,1896068,0.011520683857330011,0.98847931614267,0.0,0.0,0.0,0.0,21844,1874224,0,0,0,0
RS-434,2142183,0.006239896404742265,0.8410747354451044,0.0,0.14598052547331392,0.0,0.006704842676839467,13367,1801736,0,312717,0,14363
RS-819,1355324,0.1342571960652951,0.24241657345402282,0.0,0.5959873801393615,0.0,0.027338850341320598,181962,328553,0,807756,0,37053
RS-404,1742913,0.0,1.0,0.0,0.0,0.0,0.0,0,1742913,0,0,0,0
RS-372,1626400,0.007155066404328578,0.9928449335956714,0.0,0.0,0.0,0.0,11637,1614763,0,0,0,0
RS-460,2154279,0.0,1.0,0.0,0.0,0.0,0.0,0,2154279,0,0,0,0
RS-458,2429970,0.00351526973584036,0.9779775058951345,0.0,0.01142935921019601,0.0,0.007077865158829122,8542,2376456,0,27773,0,17199
RS-361,2946582,0.0017029901085393177,0.9982970098914606,0.0,0.0,0.0,0.0,5018,2941564,0,0,0,0
RS-626,1047887,0.06654438885108795,0.6651690497162385,0.0,0.26828656143267354,0.0,0.0,69731,697022,0,281134,0,0
RS-382,2449540,0.0,1.0,0.0,0.0,0.0,0.0,0,2449540,0,0,0,0
RS-422,2030206,0.0,1.0,0.0,0.0,0.0,0.0,0,2030206,0,0,0,0
RS-648,1576615,0.028953802925888693,0.2788905344678314,0.0,0.6817637787284784,0.003794838942925191,0.006597044934876301,45649,439703,0,1074879,5983,10401
RS-431,1806930,0.003856264492813778,0.8245676368204634,0.0,0.15969683385631983,0.0,0.011879264830402948,6968,1489936,0,288561,0,21465
RS-349,1980219,0.05637457271140212,0.7984859250416242,0.0,0.13846448296880295,0.0,0.006675019278170748,111634,1581177,0,274190,0,13218
RS-797,2242796,0.0,1.0,0.0,0.0,0.0,0.0,0,2242796,0,0,0,0
RS-395,5689386,0.0,1.0,0.0,0.0,0.0,0.0,0,5689386,0,0,0,0
RS-386,3414596,0.0,0.9969267228099605,0.0,0.0,0.0,0.003073277190039466,0,3404102,0,0,0,10494
RS-426,4655006,0.0,1.0,0.0,0.0,0.0,0.0,0,4655006,0,0,0,0
RS-456,4172585,0.0016756998359530124,0.9983243001640469,0.0,0.0,0.0,0.0,6992,4165593,0,0,0,0
RS-365,1600229,0.035236206817899185,0.9307136666064669,0.0,0.03405012657563386,0.0,0.0,56386,1489355,0,54488,0,0
RS-381,1489377,0.04637240940339484,0.6115463042601034,0.0,0.27221851821264864,0.0,0.06986276812385313,69066,910823,0,405436,0,104052
RS-464,3038814,0.0050045840252151,0.9949954159747849,0.0,0.0,0.0,0.0,15208,3023606,0,0,0,0
RS-357,2646665,0.019113865940721626,0.9715944405506552,0.0,0.009291693508623116,0.0,0.0,50588,2571485,0,24592,0,0
RS-432,1790314,0.9728433112850595,0.027156688714940508,0.0,0.0,0.0,0.0,1741695,48619,0,0,0,0
RS-815,963751,0.2591706779033173,0.2665065976585238,0.0,0.4743227244381588,0.0,0.0,249776,256846,0,457129,0,0
RS-535,1314129,0.004119078111813985,0.25223018440350986,0.0,0.7106752837811204,0.0,0.032975453703555736,5413,331463,0,933919,0,43334
RS-392,1413436,1.0,0.0,0.0,0.0,0.0,0.0,1413436,0,0,0,0,0
RS-376,5828739,0.0,1.0,0.0,0.0,0.0,0.0,0,5828739,0,0,0,0
RS-604,1883332,1.0,0.0,0.0,0.0,0.0,0.0,1883332,0,0,0,0,0
RS-344,1343288,0.0,1.0,0.0,0.0,0.0,0.0,0,1343288,0,0,0,0
SP-131,4238835,0.0,1.0,0.0,0.0,0.0,0.0,0,4238835,0,0,0,0
SP-109,3484875,0.0,1.0,0.0,0.0,0.0,0.0,0,3484875,0,0,0,0
SP-128,3158757,0.0,1.0,0.0,0.0,0.0,0.0,0,3158757,0,0,0,0
SP-110,2804671,0.0,1.0,0.0,0.0,0.0,0.0,0,2804671,0,0,0,0
SP-160,2408629,0.0,1.0,0.0,0.0,0.0,0.0,0,2408629,0,0,0,0
SP-125,3875926,0.0,1.0,0.0,0.0,0.0,0.0,0,3875926,0,0,0,0
SP-158,3020958,0.0,1.0,0.0,0.0,0.0,0.0,0,3020958,0,0,0,0
SP-10,5902655,0.0,1.0,0.0,0.0,0.0,0.0,0,5902655,0,0,0,0
SP-104,3870793,0.0,1.0,0.0,0.0,0.0,0.0,0,3870793,0,0,0,0
SP-145,3353936,0.004271101177840007,0.9276324891113009,0.0,0.06809640971085912,0.0,0.0,14325,3111220,0,228391,0,0
SP-138,5266773,0.0,0.9897542574931557,0.0,0.007092008711976005,0.0,0.003153733794868319,0,5212811,0,37352,0,16610
SP-14,5012488,0.0,1.0,0.0,0.0,0.0,0.0,0,5012488,0,0,0,0
SP-156,2602685,0.0,0.9946167131250997,0.0,0.0,0.0,0.005383286874900343,0,2588674,0,0,0,14011
SP-121,4536377,0.0,1.0,0.0,0.0,0.0,0.0,0,4536377,0,0,0,0
SP-119,4498809,0.0,1.0,0.0,0.0,0.0,0.0,0,4498809,0,0,0,0
SP-113,6843540,0.0,1.0,0.0,0.0,0.0,0.0,0,6843540,0,0,0,0
SP-114,3632077,0.0,0.9959309783355363,0.0,0.004069021664463612,0.0,0.0,0,3617298,0,14779,0,0
SP-126,5385524,0.0,0.9969596273268859,0.0,0.0,0.003040372673114074,0.0,0,5369150,0,0,16374,0
SP-151,2411759,0.0,1.0,0.0,0.0,0.0,0.0,0,2411759,0,0,0,0
SP-107,1848967,0.008474461685903534,0.7877019979264097,0.0,0.20382354038768674,0.0,0.0,15669,1456435,0,376863,0,0
SP-13,3152361,0.0,1.0,0.0,0.0,0.0,0.0,0,3152361,0,0,0,0
SP-135,2624986,0.0,0.9931279633491379,0.0,0.006872036650862138,0.0,0.0,0,2606947,0,18039,0,0
SP-142,5196966,0.0,0.905870078811368,0.0,0.03730695948366797,0.0,0.05682296170496401,0,4707776,0,193883,0,295307
SP-11,3478601,0.0,1.0,0.0,0.0,0.0,0.0,0,3478601,0,0,0,0
SP-105,3293198,0.0,1.0,0.0,0.0,0.0,0.0,0,3293198,0,0,0,0
SP-137,3678879,0.007382955514437958,0.92020558436415,0.0,0.07241146012141199,0.0,0.0,27161,3385325,0,266393,0,0
SP-140,3804787,0.0,1.0,0.0,0.0,0.0,0.0,0,3804787,0,0,0,0
SP-159,3619350,0.0,1.0,0.0,0.0,0.0,0.0,0,3619350,0,0,0,0
SP-124,3988723,0.0036385078632935903,0.9450220032827549,0.0,0.047547047012289394,0.0,0.003792441841662106,14513,3769431,0,189652,0,15127
SP-154,2522793,0.0,1.0,0.0,0.0,0.0,0.0,0,2522793,0,0,0,0
SP-123,4232139,0.0,1.0,0.0,0.0,0.0,0.0,0,4232139,0,0,0,0
SP-102,2740912,0.0,1.0,0.0,0.0,0.0,0.0,0,2740912,0,0,0,0
SP-108,1122373,0.058219504567554634,0.4931586914510595,0.0,0.44862180398138585,0.0,0.0,65344,553508,0,503521,0,0
SP-149,3589936,0.0,1.0,0.0,0.0,0.0,0.0,0,3589936,0,0,0,0
SP-115,3175648,0.006522448331805037,0.993477551668195,0.0,0.0,0.0,0.0,20713,3154935,0,0,0,0
SP-150,2027259,0.0,0.9441650030903797,0.0,0.018464833551115077,0.0,0.03737016335850525,0,1914067,0,37433,0,75759
SP-127,3611953,0.0,1.0,0.0,0.0,0.0,0.0,0,3611953,0,0,0,0
SP-157,1982125,0.038762943810304595,0.9385008513590213,0.0,0.02273620483067415,0.0,0.0,76833,1860226,0,45066,0,0
SP-112,4856351,0.0037268722956804398,0.973975933782381,0.0,0.022297193921938508,0.0,0.0,18099,4729969,0,108283,0,0
SP-118,4114651,0.0,1.0,0.0,0.0,0.0,0.0,0,4114651,0,0,0,0
SP-133,4248066,0.0,1.0,0.0,0.0,0.0,0.0,0,4248066,0,0,0,0
SP-144,3871704,0.0,1.0,0.0,0.0,0.0,0.0,0,3871704,0,0,0,0
SP-15,2620558,0.0,1.0,0.0,0.0,0.0,0.0,0,2620558,0,0,0,0
SP-101,1337123,0.0,0.2959331340497471,0.0,0.4933891646467827,0.0,0.21067770130347022,0,395699,0,659722,0,281702
EAC-37,3728455,0.0,1.0,0.0,0.0,0.0,0.0,0,3728455,0,0,0,0
EAC-1768,1841744,0.9330460693777203,0.06093300697599666,0.0,0.0,0.0,0.006020923646283088,1718432,112223,0,0,0,11089
EAC-85,3684756,0.006436789844429319,0.9935632101555707,0.0,0.0,0.0,0.0,23718,3661038,0,0,0,0
EAC-5,3240288,0.0,1.0,0.0,0.0,0.0,0.0,0,3240288,0,0,0,0
EAC-16,3073791,0.0,1.0,0.0,0.0,0.0,0.0,0,3073791,0,0,0,0
EAC-673,3137342,0.0,1.0,0.0,0.0,0.0,0.0,0,3137342,0,0,0,0
EAC-59,2187714,0.0,1.0,0.0,0.0,0.0,0.0,0,2187714,0,0,0,0
EAC-24,2307206,0.007476575563690455,0.9875087010002574,0.0,0.0,0.0,0.005014723436052091,17250,2278386,0,0,0,11570
EAC-102,3184730,0.0023807355725603114,0.9907141264722598,0.0,0.004030168962518016,0.0028749689926618584,0.0,7582,3155157,0,12835,9156,0
EAC-108,2742892,0.0,0.9948433988651394,0.0,0.0,0.0,0.005156601134860578,0,2728748,0,0,0,14144
EAC-631,3358813,0.0,1.0,0.0,0.0,0.0,0.0,0,3358813,0,0,0,0
EAC-646,3394999,0.004390870218223923,0.8349165934953148,0.0,0.14875291568568946,0.0,0.0119396206007719,14907,2834541,0,505016,0,40535
EAC-2,2784619,0.0,1.0,0.0,0.0,0.0,0.0,0,2784619,0,0,0,0
EAC-88,2860686,0.0025091883555203192,0.9938007876432436,0.0,0.0,0.0,0.0036900240012360673,7178,2842952,0,0,0,10556
EAC-66,4356736,0.0,1.0,0.0,0.0,0.0,0.0,0,4356736,0,0,0,0
EAC-30,1713667,0.9830737243583497,0.004695778117919059,0.0,0.012230497523731274,0.0,0.0,1684661,8047,0,20959,0,0
EAC-47,3745012,0.0,1.0,0.0,0.0,0.0,0.0,0,3745012,0,0,0,0
EAC-75,2141569,0.0,1.0,0.0,0.0,0.0,0.0,0,2141569,0,0,0,0
EAC-91,4781580,0.0,1.0,0.0,0.0,0.0,0.0,0,4781580,0,0,0,0
EAC-683,5582452,0.0,1.0,0.0,0.0,0.0,0.0,0,5582452,0,0,0,0
EAC-713,3008567,0.0,1.0,0.0,0.0,0.0,0.0,0,3008567,0,0,0,0
EAC-95,2990433,0.0,1.0,0.0,0.0,0.0,0.0,0,2990433,0,0,0,0
EAC-71,4959295,0.0,1.0,0.0,0.0,0.0,0.0,0,4959295,0,0,0,0
